horizon,component,fold,train_rows,valid_rows,best_round,rmse,mae
osi_target_t06h,D_t,2,26358,6624,326,0.018299249121928898,0.006129742059963085
osi_target_t06h,D_t,3,26358,6624,145,0.02170055364531537,0.00550201064178482
osi_target_t06h,D_t,4,26358,6624,304,0.013388045618815698,0.004594411595798696
osi_target_t06h,R_t,0,26358,6624,31,0.0023798668664737565,0.0009423464295984167
osi_target_t06h,R_t,1,26496,6486,136,0.0031350410713929674,0.0010851782786450309
osi_target_t06h,R_t,2,26358,6624,176,0.005323124826192912,0.0011296007893239846
osi_target_t06h,R_t,3,26358,6624,151,0.004808358804061302,0.0013162781034898757
osi_target_t06h,R_t,4,26358,6624,173,0.003848619410692938,0.0010390952418735861
osi_target_t24h,P_t,0,22920,5760,201,0.007588858865416366,0.003255342145510356
osi_target_t24h,P_t,1,23040,5640,11,0.013884952095987287,0.0054612770706214606
osi_target_t24h,P_t,2,22920,5760,576,0.020673154668088965,0.005950381881311651
osi_target_t24h,P_t,3,22920,5760,41,0.009304666654130662,0.00432597357670552
osi_target_t24h,P_t,4,22920,5760,430,0.012692652816080036,0.004067264500152685
osi_target_t24h,N_t,0,22920,5760,20,0.0017235522734201382,0.0006849327969811576
osi_target_t24h,N_t,1,23040,5640,117,0.003231558898636971,0.000877445159291819
osi_target_t24h,N_t,2,22920,5760,184,0.006145991937583632,0.0010519401961111086
osi_target_t24h,N_t,3,22920,5760,23,0.0024291695446122695,0.0008280157513766648
osi_target_t24h,N_t,4,22920,5760,71,0.003734011561683327,0.000859505494202129
osi_target_t24h,D_t,0,22920,5760,461,0.006898720631960412,0.0032190377677403436
osi_target_t24h,D_t,1,23040,5640,11,0.012326743642298967,0.005318380586253917
osi_target_t24h,D_t,2,22920,5760,579,0.017924628013120985,0.005665657508473074
osi_target_t24h,D_t,3,22920,5760,30,0.00830695431532268,0.004339870306590011
osi_target_t24h,D_t,4,22920,5760,350,0.009816394370154405,0.003639291520480271
osi_target_t24h,R_t,0,22920,5760,23,0.0016292087193074411,0.000745938262617024
osi_target_t24h,R_t,1,23040,5640,124,0.0027722681457717857,0.000956114910215976
osi_target_t24h,R_t,2,22920,5760,170,0.005450847256022412,0.001092333164791825
osi_target_t24h,R_t,3,22920,5760,17,0.0024956292366424527,0.0009229194390943098
osi_target_t24h,R_t,4,22920,5760,81,0.0035834496603644283,0.0008748292866257114
osi_target_t48h,P_t,0,18336,4608,311,0.005796633074428034,0.002570290978985372
osi_target_t48h,P_t,1,18432,4512,6,0.009205932734958488,0.003977795828371785
osi_target_t48h,P_t,2,18336,4608,430,0.021074272486398538,0.004962781659750896
osi_target_t48h,P_t,3,18336,4608,28,0.007999230886765114,0.0034155044180157615
osi_target_t48h,P_t,4,18336,4608,196,0.011213113508617005,0.0033501425448890176
osi_target_t48h,N_t,0,18336,4608,128,0.001574582320027921,0.0004901160759531041
osi_target_t48h,N_t,1,18432,4512,45,0.0023505812082773763,0.0006238776675734469
osi_target_t48h,N_t,2,18336,4608,479,0.006276756247337427,0.0008845515349458828
osi_target_t48h,N_t,3,18336,4608,14,0.0020208635559754353,0.0006414508452520591
osi_target_t48h,N_t,4,18336,4608,72,0.0027577731356888953,0.0006280715399632313
osi_target_t48h,D_t,0,18336,4608,154,0.00564289633732597,0.0026841935599378032
osi_target_t48h,D_t,1,18432,4512,49,0.008179329746616218,0.0031271766076071553
osi_target_t48h,D_t,2,18336,4608,410,0.01801298611854929,0.004899391797096659
osi_target_t48h,D_t,3,18336,4608,15,0.007296639675688795,0.0037028191295056215
osi_target_t48h,D_t,4,18336,4608,261,0.01000378346506041,0.0034665556058277136
osi_target_t48h,R_t,0,18336,4608,13,0.0014628467694789253,0.0006387441133910513
osi_target_t48h,R_t,1,18432,4512,53,0.0022626314181613213,0.0006992881408419754
osi_target_t48h,R_t,2,18336,4608,114,0.005476464933674386,0.000970922983340113
osi_target_t48h,R_t,3,18336,4608,10,0.0022115148823240107,0.000768235767851632
osi_target_t48h,R_t,4,18336,4608,99,0.0033390147230117407,0.0007607113866719022
