model,horizon,target_day,rmse,mae,n
C2_equal_blend,osi_target_t24h,2026-03-18,0.005454131469065822,0.0008422593592506589,5736
C2_equal_blend,osi_target_t24h,2026-03-19,0.0010601354794267852,0.0002871175239452329,5736
C2_equal_blend,osi_target_t48h,2026-03-16,0.009959575164382145,0.0043818600851510065,5736
C2_equal_blend,osi_target_t48h,2026-03-17,0.010946188549720026,0.0035340284443229775,5736
C2_equal_blend,osi_target_t48h,2026-03-18,0.005467314055804533,0.0008222911057018522,5736
C2_equal_blend,osi_target_t48h,2026-03-19,0.0010029787779410773,0.00023537169210093207,5736
C3_aligned_component,osi_target_t01h,2026-03-14,0.02455626966035132,0.007865943896425445,5497
C3_aligned_component,osi_target_t01h,2026-03-15,0.010088001975768719,0.004688917670587407,5736
C3_aligned_component,osi_target_t01h,2026-03-16,0.010025606981787605,0.004398306149341023,5736
C3_aligned_component,osi_target_t01h,2026-03-17,0.010989594165734758,0.0036322665151490687,5736
C3_aligned_component,osi_target_t01h,2026-03-18,0.005438996020552318,0.0008244051426856688,5736
C3_aligned_component,osi_target_t01h,2026-03-19,0.001010098888410077,0.0002534635304032947,5736
C3_aligned_component,osi_target_t06h,2026-03-14,0.02084310348335386,0.0072721564350415,4302
C3_aligned_component,osi_target_t06h,2026-03-15,0.010088001975768719,0.004688917670587407,5736
C3_aligned_component,osi_target_t06h,2026-03-16,0.010025606981787605,0.004398306149341023,5736
C3_aligned_component,osi_target_t06h,2026-03-17,0.010989594165734758,0.0036322665151490687,5736
C3_aligned_component,osi_target_t06h,2026-03-18,0.005438996020552318,0.0008244051426856688,5736
C3_aligned_component,osi_target_t06h,2026-03-19,0.001010098888410077,0.0002534635304032947,5736
C3_aligned_component,osi_target_t24h,2026-03-15,0.010088001975768719,0.004688917670587407,5736
C3_aligned_component,osi_target_t24h,2026-03-16,0.010025606981787605,0.004398306149341023,5736
C3_aligned_component,osi_target_t24h,2026-03-17,0.010989594165734758,0.0036322665151490687,5736
C3_aligned_component,osi_target_t24h,2026-03-18,0.005438996020552318,0.0008244051426856688,5736
C3_aligned_component,osi_target_t24h,2026-03-19,0.001010098888410077,0.0002534635304032947,5736
C3_aligned_component,osi_target_t48h,2026-03-16,0.010025606981787605,0.004398306149341023,5736
C3_aligned_component,osi_target_t48h,2026-03-17,0.010989594165734758,0.0036322665151490687,5736
C3_aligned_component,osi_target_t48h,2026-03-18,0.005438996020552318,0.0008244051426856688,5736
C3_aligned_component,osi_target_t48h,2026-03-19,0.001010098888410077,0.0002534635304032947,5736
v18_rule,osi_target_t01h,2026-03-14,0.02455626966035132,0.007865943896425445,5497
v18_rule,osi_target_t01h,2026-03-15,0.010088001975768719,0.004688917670587407,5736
v18_rule,osi_target_t01h,2026-03-16,0.010025606981787605,0.004398306149341023,5736
v18_rule,osi_target_t01h,2026-03-17,0.010989594165734758,0.0036322665151490687,5736
v18_rule,osi_target_t01h,2026-03-18,0.005438996020552318,0.0008244051426856688,5736
v18_rule,osi_target_t01h,2026-03-19,0.001010098888410077,0.0002534635304032947,5736
v18_rule,osi_target_t06h,2026-03-14,0.02084310348335386,0.0072721564350415,4302
v18_rule,osi_target_t06h,2026-03-15,0.010088001975768719,0.004688917670587407,5736
v18_rule,osi_target_t06h,2026-03-16,0.010025606981787605,0.004398306149341023,5736
v18_rule,osi_target_t06h,2026-03-17,0.010989594165734758,0.0036322665151490687,5736
v18_rule,osi_target_t06h,2026-03-18,0.005438996020552318,0.0008244051426856688,5736
v18_rule,osi_target_t06h,2026-03-19,0.001010098888410077,0.0002534635304032947,5736
v18_rule,osi_target_t24h,2026-03-15,0.010484588525813146,0.005037746754401847,5736
v18_rule,osi_target_t24h,2026-03-16,0.010455428032186456,0.0046772930160345165,5736
v18_rule,osi_target_t24h,2026-03-17,0.01135221681186221,0.00389035970670431,5736
v18_rule,osi_target_t24h,2026-03-18,0.00548382153056103,0.0008713286226567968,5736
v18_rule,osi_target_t24h,2026-03-19,0.0010810398108892815,0.0003046660680180726,5736
v18_rule,osi_target_t48h,2026-03-16,0.009982761611877148,0.0044132402598700314,5736
v18_rule,osi_target_t48h,2026-03-17,0.010896556647474371,0.0035244221252533274,5736
v18_rule,osi_target_t48h,2026-03-18,0.005472214379419479,0.0008209669937766401,5736
v18_rule,osi_target_t48h,2026-03-19,0.0010190858412793525,0.0002411147631826363,5736
