horizon,candidate,outer_fold,alpha,mode,threshold,rmse,mae,n
osi_target_t24h,PD__quantile_q90__tweedie_p13,2,0.1,protected,0.019897683210712364,0.0066378738848782756,0.002335675511695509,22920
osi_target_t24h,PD__quantile_q90__tweedie_p13,3,0.25,protected,0.019871650369172194,0.008700713629105118,0.0026673643025015756,22920
osi_target_t24h,PD__quantile_q90__tweedie_p13,4,0.1,protected,0.02025499119829052,0.008411996978908666,0.0026710771289767893,22920
osi_target_t24h,PD__quantile_q90__tweedie_p15,0,0.1,protected,0.019609432656914675,0.008894646143060795,0.002778613120980694,22920
osi_target_t24h,PD__quantile_q90__tweedie_p15,1,0.1,protected,0.021391719607573842,0.008205809915191622,0.0026138084459682,23040
osi_target_t24h,PD__quantile_q90__tweedie_p15,2,0.1,protected,0.019897683210712364,0.006636629948191952,0.002333920862151974,22920
osi_target_t24h,PD__quantile_q90__tweedie_p15,3,0.25,protected,0.019871650369172194,0.00869892284299781,0.0026614183119787523,22920
osi_target_t24h,PD__quantile_q90__tweedie_p15,4,0.1,protected,0.02025499119829052,0.008411708180598982,0.002669569417252447,22920
osi_target_t24h,PD__quantile_q90__tweedie_p17,0,0.1,protected,0.019609432656914675,0.008892236979802055,0.0027767914721873424,22920
osi_target_t24h,PD__quantile_q90__tweedie_p17,1,0.1,protected,0.021391719607573842,0.008204173178113316,0.0026109762837452934,23040
osi_target_t24h,PD__quantile_q90__tweedie_p17,2,0.1,protected,0.019897683210712364,0.006635126440402633,0.002332811143751738,22920
osi_target_t24h,PD__quantile_q90__tweedie_p17,3,0.25,protected,0.019871650369172194,0.008693979596234469,0.002658136776297397,22920
osi_target_t24h,PD__quantile_q90__tweedie_p17,4,0.1,protected,0.02025499119829052,0.008408702444339356,0.002667576351976738,22920
osi_target_t24h,PD__quantile_q90__quantile_q50,0,0.1,protected,0.019609432656914675,0.008895129240576711,0.00278299246570271,22920
osi_target_t24h,PD__quantile_q90__quantile_q50,1,0.1,protected,0.021391719607573842,0.008208513930967583,0.0026216283877280276,23040
osi_target_t24h,PD__quantile_q90__quantile_q50,2,0.1,protected,0.019897683210712364,0.006641347478743891,0.002338962006018578,22920
osi_target_t24h,PD__quantile_q90__quantile_q50,3,0.1,plain,0.019871650369172194,0.008698566606253566,0.002629849399011844,22920
osi_target_t24h,PD__quantile_q90__quantile_q50,4,0.1,protected,0.02025499119829052,0.008416193296763567,0.002677032632906898,22920
osi_target_t24h,PD__quantile_q90__quantile_q90,0,0.1,plain,0.019609432656914675,0.008898542348695897,0.002823072906336558,22920
osi_target_t24h,PD__quantile_q90__quantile_q90,1,0.1,plain,0.021391719607573842,0.008207576419783402,0.002654642233981554,23040
osi_target_t24h,PD__quantile_q90__quantile_q90,2,0.1,protected,0.019897683210712364,0.006645711829607576,0.0023678479364550448,22920
osi_target_t24h,PD__quantile_q90__quantile_q90,3,0.25,plain,0.019871650369172194,0.008683670299512749,0.0027589425233132603,22920
osi_target_t24h,PD__quantile_q90__quantile_q90,4,0.1,protected,0.02025499119829052,0.008423589672470838,0.002710890473174909,22920
osi_target_t48h,P__dart_huber,0,0.1,protected,0.01623237192820264,0.008257425615814488,0.0022010554242546726,18336
osi_target_t48h,P__dart_huber,1,0.1,protected,0.017007075638386673,0.007950326161560243,0.002125792950473517,18432
osi_target_t48h,P__dart_huber,2,0.25,protected,0.015137460673544685,0.00538825551904049,0.0017608954202208268,18336
osi_target_t48h,P__dart_huber,3,0.25,protected,0.015945838060086984,0.008065535246237637,0.0020884878734054946,18336
osi_target_t48h,P__dart_huber,4,0.1,protected,0.016147225035713916,0.007713283001455517,0.002080808732214495,18336
osi_target_t48h,P__tweedie_p13,0,0.25,protected,0.01623237192820264,0.00825550498849743,0.0021687826416307626,18336
osi_target_t48h,P__tweedie_p13,1,0.5,protected,0.017007075638386673,0.007932922844296862,0.002044333964876747,18432
osi_target_t48h,P__tweedie_p13,2,0.5,protected,0.015137460673544685,0.00537176564486148,0.001704856261493542,18336
osi_target_t48h,P__tweedie_p13,3,0.5,protected,0.015945838060086984,0.008057972421598149,0.0020172746124663544,18336
osi_target_t48h,P__tweedie_p13,4,0.5,protected,0.016147225035713916,0.007698535403844318,0.0020113412565855673,18336
osi_target_t48h,P__tweedie_p15,0,0.25,protected,0.01623237192820264,0.008255451828262372,0.0021669734822321414,18336
osi_target_t48h,P__tweedie_p15,1,0.5,protected,0.017007075638386673,0.007931850451138454,0.0020358565887035034,18432
osi_target_t48h,P__tweedie_p15,2,0.5,protected,0.015137460673544685,0.005372558627191333,0.0016986931977940993,18336
osi_target_t48h,P__tweedie_p15,3,0.5,protected,0.015945838060086984,0.00805674398119394,0.0020093775072616378,18336
osi_target_t48h,P__tweedie_p15,4,0.5,protected,0.016147225035713916,0.007696848210404102,0.0020045343788232402,18336
osi_target_t48h,P__tweedie_p17,0,0.1,protected,0.01623237192820264,0.008256647349298816,0.002184189583756391,18336
osi_target_t48h,P__tweedie_p17,1,0.5,protected,0.017007075638386673,0.007936356945766252,0.0020217896595835774,18432
osi_target_t48h,P__tweedie_p17,2,0.5,protected,0.015137460673544685,0.00537373196400193,0.001688897992731043,18336
osi_target_t48h,P__tweedie_p17,3,0.25,protected,0.015945838060086984,0.008060401585630842,0.0020381338641395114,18336
osi_target_t48h,P__tweedie_p17,4,0.5,protected,0.016147225035713916,0.007702231144158905,0.0019929504066493477,18336
osi_target_t48h,P__quantile_q50,0,0.25,protected,0.01623237192820264,0.008255440171477486,0.0021688524984316594,18336
osi_target_t48h,P__quantile_q50,1,0.75,protected,0.017007075638386673,0.007921284330066869,0.0020493986265516452,18432
osi_target_t48h,P__quantile_q50,2,0.5,plain,0.015137460673544685,0.005374537422414576,0.0016961869146533135,18336
osi_target_t48h,P__quantile_q50,3,0.25,protected,0.015945838060086984,0.00806365619309796,0.0020578943274109822,18336
osi_target_t48h,P__quantile_q50,4,0.25,protected,0.016147225035713916,0.0077108681537594185,0.0020486685934292858,18336
osi_target_t48h,P__quantile_q90,0,0.75,plain,0.01623237192820264,0.008095409896999452,0.002869869230140617,18336
osi_target_t48h,P__quantile_q90,1,0.75,plain,0.017007075638386673,0.00778489705834505,0.0026347977511346848,18432
osi_target_t48h,P__quantile_q90,2,0.25,plain,0.015137460673544685,0.005374225616770913,0.0018056101664256467,18336
osi_target_t48h,P__quantile_q90,3,0.75,plain,0.015945838060086984,0.007901002381436062,0.002561576973663711,18336
osi_target_t48h,P__quantile_q90,4,0.75,plain,0.016147225035713916,0.00757557473546075,0.002784318074800261,18336
osi_target_t48h,D__dart_huber,0,0.1,protected,0.01623237192820264,0.008259538165969305,0.0022021196742813,18336
osi_target_t48h,D__dart_huber,1,0.1,protected,0.017007075638386673,0.007949605031272566,0.0021254711791317896,18432
osi_target_t48h,D__dart_huber,2,0.1,protected,0.015137460673544685,0.005393261447830981,0.0017572159879620656,18336
osi_target_t48h,D__dart_huber,3,0.1,protected,0.015945838060086984,0.008068546089562468,0.0020876638748941034,18336
osi_target_t48h,D__dart_huber,4,0.1,protected,0.016147225035713916,0.007714678111033511,0.002080316744849053,18336
osi_target_t48h,D__tweedie_p13,0,0.1,protected,0.01623237192820264,0.008257648235867561,0.00219287769518249,18336
osi_target_t48h,D__tweedie_p13,1,0.5,protected,0.017007075638386673,0.007940824131074125,0.0020743062706151676,18432
osi_target_t48h,D__tweedie_p13,2,0.5,plain,0.015137460673544685,0.00538061275739239,0.0017264562444006888,18336
osi_target_t48h,D__tweedie_p13,3,0.25,protected,0.015945838060086984,0.008065595520157558,0.0020620515145755923,18336
osi_target_t48h,D__tweedie_p13,4,0.25,protected,0.016147225035713916,0.0077083442617857595,0.0020521024186312764,18336
osi_target_t48h,D__tweedie_p15,0,0.1,protected,0.01623237192820264,0.008257673350676486,0.0021919306256081915,18336
osi_target_t48h,D__tweedie_p15,1,0.5,protected,0.017007075638386673,0.007940747077833004,0.002073306470870064,18432
osi_target_t48h,D__tweedie_p15,2,0.5,plain,0.015137460673544685,0.005380046613488045,0.001726808056806793,18336
osi_target_t48h,D__tweedie_p15,3,0.1,protected,0.015945838060086984,0.008066025286901956,0.0020763410632746657,18336
osi_target_t48h,D__tweedie_p15,4,0.25,protected,0.016147225035713916,0.0077093822657958245,0.0020509931361376694,18336
osi_target_t48h,D__tweedie_p17,0,0.1,protected,0.01623237192820264,0.008257912757069745,0.0021912332713538325,18336
osi_target_t48h,D__tweedie_p17,1,0.25,protected,0.017007075638386673,0.007941670472775478,0.0020899565833393326,18432
osi_target_t48h,D__tweedie_p17,2,0.25,plain,0.015137460673544685,0.005382620867262571,0.0017320739122477253,18336
osi_target_t48h,D__tweedie_p17,3,0.1,protected,0.015945838060086984,0.008065930742555268,0.0020753405052706675,18336
osi_target_t48h,D__tweedie_p17,4,0.25,protected,0.016147225035713916,0.007709210565213522,0.002048512309073745,18336
osi_target_t48h,D__quantile_q50,0,0.1,protected,0.01623237192820264,0.008257750467737928,0.0021969912502616306,18336
osi_target_t48h,D__quantile_q50,1,0.75,protected,0.017007075638386673,0.007932984705275932,0.00211115507050957,18432
osi_target_t48h,D__quantile_q50,2,1.0,plain,0.015137460673544685,0.0053538446616001245,0.0017945482572369366,18336
osi_target_t48h,D__quantile_q50,3,0.1,protected,0.015945838060086984,0.008066618675809118,0.002081848480505519,18336
osi_target_t48h,D__quantile_q50,4,0.25,protected,0.016147225035713916,0.007712659679299203,0.002066615436850325,18336
osi_target_t48h,D__quantile_q90,0,0.5,plain,0.01623237192820264,0.0082260436841023,0.00257487775369407,18336
osi_target_t48h,D__quantile_q90,1,0.5,plain,0.017007075638386673,0.007916647322052156,0.0023564641378450235,18432
osi_target_t48h,D__quantile_q90,2,0.25,plain,0.015137460673544685,0.005380619803387493,0.0017904091758099753,18336
osi_target_t48h,D__quantile_q90,3,0.5,plain,0.015945838060086984,0.008038708268238643,0.0023468330427357234,18336
osi_target_t48h,D__quantile_q90,4,0.25,plain,0.016147225035713916,0.007696570904059564,0.0021198125695281993,18336
osi_target_t48h,PD__dart_huber__dart_huber,0,0.1,protected,0.01623237192820264,0.008258709256387844,0.00219990095109384,18336
osi_target_t48h,PD__dart_huber__dart_huber,1,0.1,protected,0.017007075638386673,0.007952444120970344,0.0021244033656172157,18432
osi_target_t48h,PD__dart_huber__dart_huber,2,0.25,protected,0.015137460673544685,0.0053893047055948206,0.0017570483111966349,18336
osi_target_t48h,PD__dart_huber__dart_huber,3,0.1,protected,0.015945838060086984,0.008066313248555073,0.0020851082033934774,18336
osi_target_t48h,PD__dart_huber__dart_huber,4,0.1,protected,0.016147225035713916,0.007713524697609843,0.0020794372049623864,18336
osi_target_t48h,PD__dart_huber__tweedie_p13,0,0.1,protected,0.01623237192820264,0.008256920514194547,0.0021913862692689483,18336
osi_target_t48h,PD__dart_huber__tweedie_p13,1,0.1,protected,0.017007075638386673,0.007947826096608884,0.0021114982225038776,18432
osi_target_t48h,PD__dart_huber__tweedie_p13,2,0.5,protected,0.015137460673544685,0.005380919962532388,0.0017256644728715898,18336
osi_target_t48h,PD__dart_huber__tweedie_p13,3,0.25,protected,0.015945838060086984,0.008060610483944169,0.002056144586678,18336
osi_target_t48h,PD__dart_huber__tweedie_p13,4,0.5,protected,0.016147225035713916,0.007704837485812766,0.0020360737888663475,18336
osi_target_t48h,PD__dart_huber__tweedie_p15,0,0.25,protected,0.01623237192820264,0.008256135656105038,0.002172262704221776,18336
osi_target_t48h,PD__dart_huber__tweedie_p15,1,0.1,protected,0.017007075638386673,0.007947223315370842,0.002111508882048419,18432
osi_target_t48h,PD__dart_huber__tweedie_p15,2,0.5,protected,0.015137460673544685,0.005379280404312299,0.0017244846332195429,18336
osi_target_t48h,PD__dart_huber__tweedie_p15,3,0.25,protected,0.015945838060086984,0.008060749621792578,0.0020541820976161707,18336
osi_target_t48h,PD__dart_huber__tweedie_p15,4,0.25,protected,0.016147225035713916,0.007706083877384093,0.002049531429432399,18336
osi_target_t48h,PD__dart_huber__tweedie_p17,0,0.1,protected,0.01623237192820264,0.00825684330114864,0.0021898830092937555,18336
osi_target_t48h,PD__dart_huber__tweedie_p17,1,0.1,protected,0.017007075638386673,0.007947824497485198,0.0021106372011896555,18432
osi_target_t48h,PD__dart_huber__tweedie_p17,2,0.5,protected,0.015137460673544685,0.005379402411419812,0.001719623696761874,18336
osi_target_t48h,PD__dart_huber__tweedie_p17,3,0.25,protected,0.015945838060086984,0.008061133611078219,0.002053042920492141,18336
osi_target_t48h,PD__dart_huber__tweedie_p17,4,0.25,protected,0.016147225035713916,0.007706496591379486,0.0020479447270399143,18336
osi_target_t48h,PD__dart_huber__quantile_q50,0,0.25,protected,0.01623237192820264,0.008255816420116668,0.002183194423148969,18336
osi_target_t48h,PD__dart_huber__quantile_q50,1,0.25,protected,0.017007075638386673,0.007946136455171943,0.002105760733511142,18432
osi_target_t48h,PD__dart_huber__quantile_q50,2,0.25,plain,0.015137460673544685,0.005380254995713062,0.0017368820703178452,18336
osi_target_t48h,PD__dart_huber__quantile_q50,3,0.25,protected,0.015945838060086984,0.00806204382754259,0.0020672021402090386,18336
osi_target_t48h,PD__dart_huber__quantile_q50,4,0.25,protected,0.016147225035713916,0.007709249203235134,0.0020634181666753216,18336
osi_target_t48h,PD__dart_huber__quantile_q90,0,0.25,protected,0.01623237192820264,0.0082538088354668,0.0022354545952295926,18336
osi_target_t48h,PD__dart_huber__quantile_q90,1,0.1,protected,0.017007075638386673,0.007951106363569693,0.0021397676079198008,18432
osi_target_t48h,PD__dart_huber__quantile_q90,2,0.5,protected,0.015137460673544685,0.00538009345123259,0.001875267861394987,18336
osi_target_t48h,PD__dart_huber__quantile_q90,3,0.25,protected,0.015945838060086984,0.00806334430642891,0.002122207120788389,18336
osi_target_t48h,PD__dart_huber__quantile_q90,4,0.1,protected,0.016147225035713916,0.007714489066804957,0.0020953604785876145,18336
osi_target_t48h,PD__tweedie_p13__dart_huber,0,0.1,protected,0.01623237192820264,0.008256865212238354,0.0021868085626929545,18336
osi_target_t48h,PD__tweedie_p13__dart_huber,1,0.25,protected,0.017007075638386673,0.007941852265435602,0.002075463170785068,18432
osi_target_t48h,PD__tweedie_p13__dart_huber,2,0.5,protected,0.015137460673544685,0.005375339217678055,0.0016999980492415222,18336
osi_target_t48h,PD__tweedie_p13__dart_huber,3,0.25,protected,0.015945838060086984,0.008061126237978163,0.0020421683388454357,18336
osi_target_t48h,PD__tweedie_p13__dart_huber,4,0.5,protected,0.016147225035713916,0.007699933456723641,0.0020049370844768296,18336
osi_target_t48h,PD__tweedie_p13__tweedie_p13,0,0.1,protected,0.01623237192820264,0.008255253372143128,0.0021772960553585186,18336
osi_target_t48h,PD__tweedie_p13__tweedie_p13,1,0.25,protected,0.017007075638386673,0.007933512380136853,0.0020425180617643095,18432
osi_target_t48h,PD__tweedie_p13__tweedie_p13,2,0.25,plain,0.015137460673544685,0.005373263933062891,0.001692017066399964,18336
osi_target_t48h,PD__tweedie_p13__tweedie_p13,3,0.25,protected,0.015945838060086984,0.008056467314195806,0.002014103410316465,18336
osi_target_t48h,PD__tweedie_p13__tweedie_p13,4,0.5,protected,0.016147225035713916,0.007696165208068179,0.0019495415470566772,18336
osi_target_t48h,PD__tweedie_p13__tweedie_p15,0,0.1,protected,0.01623237192820264,0.008255300780095723,0.0021764938761595783,18336
osi_target_t48h,PD__tweedie_p13__tweedie_p15,1,0.25,protected,0.017007075638386673,0.0079332687670966,0.0020421969488372215,18432
osi_target_t48h,PD__tweedie_p13__tweedie_p15,2,0.25,plain,0.015137460673544685,0.00537333409955275,0.001692066445761866,18336
osi_target_t48h,PD__tweedie_p13__tweedie_p15,3,0.25,protected,0.015945838060086984,0.008057487537920899,0.0020130751877606877,18336
osi_target_t48h,PD__tweedie_p13__tweedie_p15,4,0.25,protected,0.016147225035713916,0.007697818780077411,0.0020048466304135866,18336
osi_target_t48h,PD__tweedie_p13__tweedie_p17,0,0.1,protected,0.01623237192820264,0.008255855750055725,0.002175871088195387,18336
osi_target_t48h,PD__tweedie_p13__tweedie_p17,1,0.25,protected,0.017007075638386673,0.007935280111497092,0.002041074716741895,18432
osi_target_t48h,PD__tweedie_p13__tweedie_p17,2,0.25,protected,0.015137460673544685,0.0053759917192954185,0.0016944935021005842,18336
osi_target_t48h,PD__tweedie_p13__tweedie_p17,3,0.25,protected,0.015945838060086984,0.008058583936823347,0.00201158625210402,18336
osi_target_t48h,PD__tweedie_p13__tweedie_p17,4,0.25,protected,0.016147225035713916,0.007698724766431823,0.0020029564161844187,18336
osi_target_t48h,PD__tweedie_p13__quantile_q50,0,0.25,protected,0.01623237192820264,0.00825506568710536,0.0021513970602278247,18336
osi_target_t48h,PD__tweedie_p13__quantile_q50,1,0.5,protected,0.017007075638386673,0.007925776745595284,0.002002615563693037,18432
osi_target_t48h,PD__tweedie_p13__quantile_q50,2,0.25,plain,0.015137460673544685,0.00536142590433882,0.0016940948026219582,18336
osi_target_t48h,PD__tweedie_p13__quantile_q50,3,0.25,protected,0.015945838060086984,0.008057570199300354,0.0020258435767642343,18336
osi_target_t48h,PD__tweedie_p13__quantile_q50,4,0.5,protected,0.016147225035713916,0.007697306879825905,0.001971806290214422,18336
osi_target_t48h,PD__tweedie_p13__quantile_q90,0,0.5,protected,0.01623237192820264,0.00824614964294782,0.002245518053867691,18336
osi_target_t48h,PD__tweedie_p13__quantile_q90,1,0.5,protected,0.017007075638386673,0.007935595409085278,0.0021458027951709573,18432
osi_target_t48h,PD__tweedie_p13__quantile_q90,2,0.5,plain,0.015137460673544685,0.005349646998311373,0.0017865969067289852,18336
osi_target_t48h,PD__tweedie_p13__quantile_q90,3,0.5,protected,0.015945838060086984,0.008050677293018454,0.002102075590718576,18336
osi_target_t48h,PD__tweedie_p13__quantile_q90,4,0.5,protected,0.016147225035713916,0.007700161262597282,0.002115724452301693,18336
osi_target_t48h,PD__tweedie_p15__dart_huber,0,0.1,protected,0.01623237192820264,0.00825680689042304,0.00218597611433007,18336
osi_target_t48h,PD__tweedie_p15__dart_huber,1,0.25,protected,0.017007075638386673,0.007941050930181659,0.002071516192830002,18432
osi_target_t48h,PD__tweedie_p15__dart_huber,2,0.5,protected,0.015137460673544685,0.005376910564396492,0.001694743457203772,18336
osi_target_t48h,PD__tweedie_p15__dart_huber,3,0.25,protected,0.015945838060086984,0.008060283551198057,0.002037956983707328,18336
osi_target_t48h,PD__tweedie_p15__dart_huber,4,0.5,protected,0.016147225035713916,0.007698676103643605,0.001998380175385414,18336
osi_target_t48h,PD__tweedie_p15__tweedie_p13,0,0.1,protected,0.01623237192820264,0.008255373451664999,0.0021761770641192113,18336
osi_target_t48h,PD__tweedie_p15__tweedie_p13,1,0.25,protected,0.017007075638386673,0.00793291278846427,0.002038021897862215,18432
osi_target_t48h,PD__tweedie_p15__tweedie_p13,2,0.25,protected,0.015137460673544685,0.005375337136660944,0.0016939546777769968,18336
osi_target_t48h,PD__tweedie_p15__tweedie_p13,3,0.25,protected,0.015945838060086984,0.008055842404870166,0.0020101300457377076,18336
osi_target_t48h,PD__tweedie_p15__tweedie_p13,4,0.5,protected,0.016147225035713916,0.007695202809931181,0.0019431605791693075,18336
osi_target_t48h,PD__tweedie_p15__tweedie_p15,0,0.1,protected,0.01623237192820264,0.00825530695011132,0.0021755076758117747,18336
osi_target_t48h,PD__tweedie_p15__tweedie_p15,1,0.25,protected,0.017007075638386673,0.007932675152336904,0.002037830908773593,18432
osi_target_t48h,PD__tweedie_p15__tweedie_p15,2,0.25,protected,0.015137460673544685,0.00537623796398625,0.0016935658352673164,18336
osi_target_t48h,PD__tweedie_p15__tweedie_p15,3,0.25,protected,0.015945838060086984,0.008056737356935231,0.0020089804202236823,18336
osi_target_t48h,PD__tweedie_p15__tweedie_p15,4,0.25,protected,0.016147225035713916,0.007696920193167131,0.00200101350686465,18336
osi_target_t48h,PD__tweedie_p15__tweedie_p17,0,0.1,protected,0.01623237192820264,0.008255786103653,0.0021752541052920183,18336
osi_target_t48h,PD__tweedie_p15__tweedie_p17,1,0.25,protected,0.017007075638386673,0.007934446907979472,0.0020373349119427774,18432
osi_target_t48h,PD__tweedie_p15__tweedie_p17,2,0.25,protected,0.015137460673544685,0.005376319596503522,0.0016917363916709182,18336
osi_target_t48h,PD__tweedie_p15__tweedie_p17,3,0.25,protected,0.015945838060086984,0.008057531650135702,0.0020078957475206044,18336
osi_target_t48h,PD__tweedie_p15__tweedie_p17,4,0.25,protected,0.016147225035713916,0.0076974773986192065,0.0019998238551559213,18336
osi_target_t48h,PD__tweedie_p15__quantile_q50,0,0.25,protected,0.01623237192820264,0.008254704618116082,0.0021490792963299353,18336
osi_target_t48h,PD__tweedie_p15__quantile_q50,1,0.5,protected,0.017007075638386673,0.007924919960194024,0.0019955962999195307,18432
osi_target_t48h,PD__tweedie_p15__quantile_q50,2,0.25,plain,0.015137460673544685,0.005369538447579588,0.0016918910873900974,18336
osi_target_t48h,PD__tweedie_p15__quantile_q50,3,0.25,protected,0.015945838060086984,0.008056805978065733,0.0020223155706288057,18336
osi_target_t48h,PD__tweedie_p15__quantile_q50,4,0.5,protected,0.016147225035713916,0.007695798052065638,0.0019657740856531968,18336
osi_target_t48h,PD__tweedie_p15__quantile_q90,0,0.5,protected,0.01623237192820264,0.008245722509587008,0.0022361609305584867,18336
osi_target_t48h,PD__tweedie_p15__quantile_q90,1,0.5,protected,0.017007075638386673,0.00793349019678549,0.0021327046268738775,18432
osi_target_t48h,PD__tweedie_p15__quantile_q90,2,0.5,protected,0.015137460673544685,0.005355256147933939,0.0017803846891193673,18336
osi_target_t48h,PD__tweedie_p15__quantile_q90,3,0.5,protected,0.015945838060086984,0.008048505076605926,0.0020943758081499544,18336
osi_target_t48h,PD__tweedie_p15__quantile_q90,4,0.5,protected,0.016147225035713916,0.0076974875526862885,0.0021023052188122006,18336
osi_target_t48h,PD__tweedie_p17__dart_huber,0,0.1,protected,0.01623237192820264,0.00825769514488593,0.0021833017284245216,18336
osi_target_t48h,PD__tweedie_p17__dart_huber,1,0.25,protected,0.017007075638386673,0.007942578529988763,0.002064362791927867,18432
osi_target_t48h,PD__tweedie_p17__dart_huber,2,0.5,protected,0.015137460673544685,0.005378924486433258,0.001685219441298977,18336
osi_target_t48h,PD__tweedie_p17__dart_huber,3,0.25,protected,0.015945838060086984,0.008062889520299089,0.002034247725897821,18336
osi_target_t48h,PD__tweedie_p17__dart_huber,4,0.25,protected,0.016147225035713916,0.007703261751626392,0.0020265603708632157,18336
osi_target_t48h,PD__tweedie_p17__tweedie_p13,0,0.1,protected,0.01623237192820264,0.008256323433235882,0.002174189156455308,18336
osi_target_t48h,PD__tweedie_p17__tweedie_p13,1,0.25,protected,0.017007075638386673,0.007934827641234255,0.00203225359264233,18432
osi_target_t48h,PD__tweedie_p17__tweedie_p13,2,0.25,plain,0.015137460673544685,0.005374127282383898,0.0016844082956067165,18336
osi_target_t48h,PD__tweedie_p17__tweedie_p13,3,0.25,protected,0.015945838060086984,0.008059235793659828,0.0020079898902453297,18336
osi_target_t48h,PD__tweedie_p17__tweedie_p13,4,0.25,protected,0.016147225035713916,0.007697814613325516,0.0019978331437907177,18336
osi_target_t48h,PD__tweedie_p17__tweedie_p15,0,0.1,protected,0.01623237192820264,0.00825595554259562,0.002173164311252336,18336
osi_target_t48h,PD__tweedie_p17__tweedie_p15,1,0.25,protected,0.017007075638386673,0.007934218309286513,0.0020315846824067846,18432
osi_target_t48h,PD__tweedie_p17__tweedie_p15,2,0.25,plain,0.015137460673544685,0.0053749171820952485,0.0016845399358440445,18336
osi_target_t48h,PD__tweedie_p17__tweedie_p15,3,0.25,protected,0.015945838060086984,0.008059624979327997,0.0020066316800169725,18336
osi_target_t48h,PD__tweedie_p17__tweedie_p15,4,0.25,protected,0.016147225035713916,0.007698786611633232,0.0019963596871406843,18336
osi_target_t48h,PD__tweedie_p17__tweedie_p17,0,0.1,protected,0.01623237192820264,0.008256334495727628,0.0021728684520890933,18336
osi_target_t48h,PD__tweedie_p17__tweedie_p17,1,0.25,protected,0.017007075638386673,0.007935788651275033,0.0020309525219894976,18432
osi_target_t48h,PD__tweedie_p17__tweedie_p17,2,0.25,protected,0.015137460673544685,0.005376955158410269,0.0016884416592655627,18336
osi_target_t48h,PD__tweedie_p17__tweedie_p17,3,0.25,protected,0.015945838060086984,0.008060336090528255,0.0020055799673990068,18336
osi_target_t48h,PD__tweedie_p17__tweedie_p17,4,0.25,protected,0.016147225035713916,0.007699099945854527,0.001994581287029522,18336
osi_target_t48h,PD__tweedie_p17__quantile_q50,0,0.1,protected,0.01623237192820264,0.008256041022484197,0.0021782147012103124,18336
osi_target_t48h,PD__tweedie_p17__quantile_q50,1,0.5,protected,0.017007075638386673,0.007930293389645071,0.001984093637281939,18432
osi_target_t48h,PD__tweedie_p17__quantile_q50,2,0.25,plain,0.015137460673544685,0.00536244165195461,0.0016861674980590369,18336
osi_target_t48h,PD__tweedie_p17__quantile_q50,3,0.25,protected,0.015945838060086984,0.008059565323768341,0.002019585695995539,18336
osi_target_t48h,PD__tweedie_p17__quantile_q50,4,0.25,protected,0.016147225035713916,0.007700150074074208,0.002010027023191573,18336
osi_target_t48h,PD__tweedie_p17__quantile_q90,0,0.5,protected,0.01623237192820264,0.008247831075177592,0.0022082571526251494,18336
osi_target_t48h,PD__tweedie_p17__quantile_q90,1,0.5,protected,0.017007075638386673,0.007933118172947,0.0021049654265852683,18432
osi_target_t48h,PD__tweedie_p17__quantile_q90,2,0.5,plain,0.015137460673544685,0.0053516351534941475,0.0017483954008554244,18336
osi_target_t48h,PD__tweedie_p17__quantile_q90,3,0.5,protected,0.015945838060086984,0.008051421071268591,0.0020806074555887143,18336
osi_target_t48h,PD__tweedie_p17__quantile_q90,4,0.5,protected,0.016147225035713916,0.007698490241285169,0.0020755617164176783,18336
osi_target_t48h,PD__quantile_q50__dart_huber,0,0.1,protected,0.01623237192820264,0.008257243030912013,0.002187236495814213,18336
osi_target_t48h,PD__quantile_q50__dart_huber,1,0.5,protected,0.017007075638386673,0.007936276128965398,0.002056562237907274,18432
osi_target_t48h,PD__quantile_q50__dart_huber,2,0.25,protected,0.015137460673544685,0.0053860576733841745,0.00172162725009455,18336
osi_target_t48h,PD__quantile_q50__dart_huber,3,0.1,protected,0.015945838060086984,0.008065722956205027,0.002073692069333502,18336
osi_target_t48h,PD__quantile_q50__dart_huber,4,0.25,protected,0.016147225035713916,0.007711571664380083,0.002045997938671749,18336
osi_target_t48h,PD__quantile_q50__tweedie_p13,0,0.25,protected,0.01623237192820264,0.008255435790547137,0.0021437677874128138,18336
osi_target_t48h,PD__quantile_q50__tweedie_p13,1,0.5,protected,0.017007075638386673,0.007924075898940576,0.0019956375182051886,18432
osi_target_t48h,PD__quantile_q50__tweedie_p13,2,0.25,plain,0.015137460673544685,0.0053713632477079025,0.0016920364088710796,18336
osi_target_t48h,PD__quantile_q50__tweedie_p13,3,0.25,protected,0.015945838060086984,0.00806089590430134,0.0020274934368144978,18336
osi_target_t48h,PD__quantile_q50__tweedie_p13,4,0.25,protected,0.016147225035713916,0.007704334187828532,0.0020166894531041795,18336
osi_target_t48h,PD__quantile_q50__tweedie_p15,0,0.1,protected,0.01623237192820264,0.00825543816946726,0.0021775941619367766,18336
osi_target_t48h,PD__quantile_q50__tweedie_p15,1,0.5,protected,0.017007075638386673,0.007925223983924366,0.0019969750531294034,18432
osi_target_t48h,PD__quantile_q50__tweedie_p15,2,0.25,plain,0.015137460673544685,0.005372364877475046,0.0016938086978299477,18336
osi_target_t48h,PD__quantile_q50__tweedie_p15,3,0.25,protected,0.015945838060086984,0.008061843636749859,0.0020276008125546226,18336
