horizon,candidate,rmse,mae,n,baseline_rmse,baseline_mae,rmse_change_pct,mae_change_pct
osi_target_t24h,PD__tweedie_p13__quantile_q50,0.008215453598254662,0.002519145841450142,28680,0.008208972775349635,0.002576572092079163,0.07894803749974866,-2.2287849350522415
osi_target_t24h,PD__tweedie_p13__quantile_q90,0.008225480775125388,0.002611671828939795,28680,0.008208972775349635,0.002576572092079163,0.20109702185058254,1.362264885525044
osi_target_t24h,PD__tweedie_p15__dart_huber,0.008222031931695024,0.0025277310212058167,28680,0.008208972775349635,0.002576572092079163,0.15908392807202354,-1.895583322643768
osi_target_t24h,PD__tweedie_p15__tweedie_p13,0.008220641337063126,0.002503928851326015,28680,0.008208972775349635,0.002576572092079163,0.14214399332070915,-2.819375439812677
osi_target_t24h,PD__tweedie_p15__tweedie_p15,0.008203318468863463,0.002506259232023085,28680,0.008208972775349635,0.002576572092079163,-0.06887958628820634,-2.7289304371584278
osi_target_t24h,PD__tweedie_p15__tweedie_p17,0.008213999558008446,0.0024859402547045876,28680,0.008208972775349635,0.002576572092079163,0.06123522146286309,-3.5175354748735232
osi_target_t24h,PD__tweedie_p15__quantile_q50,0.00820787064971784,0.002498843713613304,28680,0.008208972775349635,0.002576572092079163,-0.013425865354377287,-3.016736023215094
osi_target_t24h,PD__tweedie_p15__quantile_q90,0.008242948521744762,0.002632484201390603,28680,0.008208972775349635,0.002576572092079163,0.41388548025340643,2.1700192082078296
osi_target_t24h,PD__tweedie_p17__dart_huber,0.008218727702752686,0.0025159458053983967,28680,0.008208972775349635,0.002576572092079163,0.11883249792645767,-2.352982354623112
osi_target_t24h,PD__tweedie_p17__tweedie_p13,0.008212939907032694,0.0024794725135591335,28680,0.008208972775349635,0.002576572092079163,0.04832677353945325,-3.768556634550635
osi_target_t24h,PD__tweedie_p17__tweedie_p15,0.008205501022713824,0.0025074463106444524,28680,0.008208972775349635,0.002576572092079163,-0.042292168957314136,-2.682858424463086
osi_target_t24h,PD__tweedie_p17__tweedie_p17,0.008212215014657092,0.002473828564540514,28680,0.008208972775349635,0.002576572092079163,0.039496285298845635,-3.987605386804449
osi_target_t24h,PD__tweedie_p17__quantile_q50,0.008211633571035363,0.0024816165176508222,28680,0.008208972775349635,0.002576572092079163,0.032413259960084595,-3.6853451421076433
osi_target_t24h,PD__tweedie_p17__quantile_q90,0.008213033593324079,0.002600393799988886,28680,0.008208972775349635,0.002576572092079163,0.0494680404671044,0.9245504126569992
osi_target_t24h,PD__quantile_q50__dart_huber,0.008219155856337633,0.0025598671278562798,28680,0.008208972775349635,0.002576572092079163,0.12404817590059292,-0.6483406489667831
osi_target_t24h,PD__quantile_q50__tweedie_p13,0.008213814174925763,0.0025355985372872156,28680,0.008208972775349635,0.002576572092079163,0.05897692328407089,-1.5902351390790548
osi_target_t24h,PD__quantile_q50__tweedie_p15,0.008214014369952892,0.0025334502677575314,28680,0.008208972775349635,0.002576572092079163,0.06141565749122613,-1.6736121785295932
osi_target_t24h,PD__quantile_q50__tweedie_p17,0.0082203430646498,0.002523710248670145,28680,0.008208972775349635,0.002576572092079163,0.13851050078161897,-2.0516345562976657
osi_target_t24h,PD__quantile_q50__quantile_q50,0.008218259482289492,0.002548373389004198,28680,0.008208972775349635,0.002576572092079163,0.11312873356996711,-1.094427094108985
osi_target_t24h,PD__quantile_q50__quantile_q90,0.008241805086588753,0.00262289394453623,28680,0.008208972775349635,0.002576572092079163,0.3999563908618109,1.7978092908585097
osi_target_t24h,PD__quantile_q90__dart_huber,0.008215813502661115,0.002617380619890152,28680,0.008208972775349635,0.002576572092079163,0.08333231816801678,1.5838302346145028
osi_target_t24h,PD__quantile_q90__tweedie_p13,0.00821997177588847,0.0026223043646605823,28680,0.008208972775349635,0.002576572092079163,0.13398753826863175,1.774926955159084
osi_target_t24h,PD__quantile_q90__tweedie_p15,0.008220173290359059,0.0026215047843735732,28680,0.008208972775349635,0.002576572092079163,0.13644234566176916,1.743894239658239
osi_target_t24h,PD__quantile_q90__tweedie_p17,0.008217047286327713,0.0026182282033126816,28680,0.008208972775349635,0.002576572092079163,0.09836201433539582,1.6167260121142002
osi_target_t24h,PD__quantile_q90__quantile_q50,0.008223954375984471,0.002614564703768682,28680,0.008208972775349635,0.002576572092079163,0.1825027447992511,1.4745409921311792
osi_target_t24h,PD__quantile_q90__quantile_q90,0.008276416432545702,0.0026969351285507153,28680,0.008208972775349635,0.002576572092079163,0.8215846128591275,4.671440664966053
osi_target_t48h,P__dart_huber,0.007553424699619042,0.0020508320448722234,22944,0.007550371388803473,0.0020489713484549915,0.040439213627241344,0.09081124626924009
osi_target_t48h,P__tweedie_p13,0.007548063297767484,0.001993919732601034,22944,0.007550371388803473,0.0020489713484549915,-0.030569238480260275,-2.6867928580586953
osi_target_t48h,P__tweedie_p15,0.00754713849345971,0.0019891229949577202,22944,0.007550371388803473,0.0020489713484549915,-0.04281769965061022,-2.9208975295042294
osi_target_t48h,P__tweedie_p17,0.007557576822749685,0.00199288576934168,22944,0.007550371388803473,0.0020489713484549915,0.09543151687738671,-2.7372554113849534
osi_target_t48h,P__quantile_q50,0.0077181081586159845,0.0020203540800285396,22944,0.007550371388803473,0.0020489713484549915,2.2215697900801246,-1.396665133850239
osi_target_t48h,P__quantile_q90,0.007526768212950463,0.0026094004952292083,22944,0.007550371388803473,0.0020489713484549915,-0.31260946829729797,27.351731745629504
osi_target_t48h,D__dart_huber,0.007551981027940097,0.0020507467172967237,22944,0.007550371388803473,0.0020489713484549915,0.02131867498611495,0.08664683589016953
osi_target_t48h,D__tweedie_p13,0.007631477681893249,0.0020251193573956054,22944,0.007550371388803473,0.0020489713484549915,1.0742026969699614,-1.1640958804705392
osi_target_t48h,D__tweedie_p15,0.007682019712693143,0.0020283353909251347,22944,0.007550371388803473,0.0020489713484549915,1.743600640425358,-1.0071374373007758
osi_target_t48h,D__tweedie_p17,0.007612394444668242,0.0020323843970508687,22944,0.007550371388803473,0.0020489713484549915,0.8214570207333516,-0.8095257855425864
osi_target_t48h,D__quantile_q50,0.007726664359623498,0.002059905412254298,22944,0.007550371388803473,0.0020489713484549915,2.3348913813888927,0.5336367347230642
osi_target_t48h,D__quantile_q90,0.007542222422071861,0.002345200288281864,22944,0.007550371388803473,0.0020489713484549915,-0.10792802515245947,14.457446662211314
osi_target_t48h,PD__dart_huber__dart_huber,0.007554104501013794,0.002046994011214783,22944,0.007550371388803473,0.0020489713484549915,0.049442762721008116,-0.09650389897836176
osi_target_t48h,PD__dart_huber__tweedie_p13,0.007561219748335381,0.002016331895110375,22944,0.007550371388803473,0.0020489713484549915,0.14367981352538806,-1.592967777183818
osi_target_t48h,PD__dart_huber__tweedie_p15,0.007554668983089593,0.002014457922555327,22944,0.007550371388803473,0.0020489713484549915,0.05691897874708918,-1.6844269650568289
osi_target_t48h,PD__dart_huber__tweedie_p17,0.007558621544073172,0.0020172542592222726,22944,0.007550371388803473,0.0020489713484549915,0.10926820476582222,-1.5479518177076934
osi_target_t48h,PD__dart_huber__quantile_q50,0.007614371876649144,0.0020367420416993313,22944,0.007550371388803473,0.0020489713484549915,0.8476468845039609,-0.5968510377112768
osi_target_t48h,PD__dart_huber__quantile_q90,0.007563081145093488,0.0020937539583488277,22944,0.007550371388803473,0.0020489713484549915,0.16833286252464497,2.185614256031654
osi_target_t48h,PD__tweedie_p13__dart_huber,0.007560200292480311,0.0020013717513613664,22944,0.007550371388803473,0.0020489713484549915,0.1301777511423241,-2.3230972521659288
osi_target_t48h,PD__tweedie_p13__tweedie_p13,0.007654060186917808,0.0019909295899623236,22944,0.007550371388803473,0.0020489713484549915,1.3732940113130976,-2.832726701446253
osi_target_t48h,PD__tweedie_p13__tweedie_p15,0.007673370842739748,0.001999346217427888,22944,0.007550371388803473,0.0020489713484549915,1.6290517062335752,-2.421953389661735
osi_target_t48h,PD__tweedie_p13__tweedie_p17,0.007548400923782806,0.0019924121868813475,22944,0.007550371388803473,0.0020489713484549915,-0.02609759069056583,-2.7603685925765675
osi_target_t48h,PD__tweedie_p13__quantile_q50,0.007647163617739359,0.0019858898865887853,22944,0.007550371388803473,0.0020489713484549915,1.2819532172870352,-3.0786893098223356
osi_target_t48h,PD__tweedie_p13__quantile_q90,0.007627163258169977,0.002085987458338024,22944,0.007550371388803473,0.0020489713484549915,1.017060822734872,1.8065703998713323
osi_target_t48h,PD__tweedie_p15__dart_huber,0.007559815531287746,0.001997729190097373,22944,0.007550371388803473,0.0020489713484549915,0.1250818270777776,-2.500872371702867
osi_target_t48h,PD__tweedie_p15__tweedie_p13,0.007552672516336871,0.001983876170827166,22944,0.007550371388803473,0.0020489713484549915,0.030477011194585124,-3.1769686617096893
osi_target_t48h,PD__tweedie_p15__tweedie_p15,0.007546635467091137,0.001990834138990125,22944,0.007550371388803473,0.0020489713484549915,-0.049479972837840336,-2.8373851839707087
osi_target_t48h,PD__tweedie_p15__tweedie_p17,0.007547668456310236,0.0019900455398165658,22944,0.007550371388803473,0.0020489713484549915,-0.03579866941705312,-2.875872748677444
osi_target_t48h,PD__tweedie_p15__quantile_q50,0.007667659321355462,0.0019824200582722255,22944,0.007550371388803473,0.0020489713484549915,1.5534061374241181,-3.248034201793426
osi_target_t48h,PD__tweedie_p15__quantile_q90,0.007533412347296256,0.002070236764662787,22944,0.007550371388803473,0.0020489713484549915,-0.2246120175275923,1.0378581537428877
osi_target_t48h,PD__tweedie_p17__dart_huber,0.007559598191051761,0.0019957979966074594,22944,0.007550371388803473,0.0020489713484549915,0.12220329005232511,-2.5951242259989127
osi_target_t48h,PD__tweedie_p17__tweedie_p13,0.007678374051747262,0.001993232710169344,22944,0.007550371388803473,0.0020489713484549915,1.6953161156232133,-2.7203229721917133
osi_target_t48h,PD__tweedie_p17__tweedie_p15,0.007703071644389918,0.001993696073416277,22944,0.007550371388803473,0.0020489713484549915,2.0224204575272298,-2.6977085394773503
osi_target_t48h,PD__tweedie_p17__tweedie_p17,0.007549652609835113,0.001985818798286812,22944,0.007550371388803473,0.0020489713484549915,-0.009519782953004707,-3.0821587727812405
osi_target_t48h,PD__tweedie_p17__quantile_q50,0.007679513237057572,0.001998988400182584,22944,0.007550371388803473,0.0020489713484549915,1.7104039206019106,-2.439416652170212
osi_target_t48h,PD__tweedie_p17__quantile_q90,0.007681951006924412,0.0020531916092893245,22944,0.007550371388803473,0.0020489713484549915,1.7426906750052096,0.20596973391135975
osi_target_t48h,PD__quantile_q50__dart_huber,0.007556267566174949,0.0020232127366883695,22944,0.007550371388803473,0.0020489713484549915,0.07809122317108397,-1.2571484606676009
osi_target_t48h,PD__quantile_q50__tweedie_p13,0.007665111328222315,0.001991642572271666,22944,0.007550371388803473,0.0020489713484549915,1.5196595440191363,-2.7979296160755895
osi_target_t48h,PD__quantile_q50__tweedie_p15,0.007694938372897696,0.0020022897721309408,22944,0.007550371388803473,0.0020489713484549915,1.9147003061147805,-2.278293269413001
osi_target_t48h,PD__quantile_q50__tweedie_p17,0.007694320053232605,0.0020000587360167344,22944,0.007550371388803473,0.0020489713484549915,1.906511044510939,-2.3871789361593176
osi_target_t48h,PD__quantile_q50__quantile_q50,0.0076750164950238455,0.0020118844550926747,22944,0.007550371388803473,0.0020489713484549915,1.6508473530879586,-1.8100249859658524
osi_target_t48h,PD__quantile_q50__quantile_q90,0.0076779393240134644,0.0020844390909744164,22944,0.007550371388803473,0.0020489713484549915,1.6895584156186416,1.7310023659515172
osi_target_t48h,PD__quantile_q90__dart_huber,0.007576078788362808,0.0023687359854630934,22944,0.007550371388803473,0.0020489713484549915,0.3404786100648982,15.606105827161398
osi_target_t48h,PD__quantile_q90__tweedie_p13,0.007475349573216513,0.0022432457057851283,22944,0.007550371388803473,0.0020489713484549915,-0.9936175550014692,9.481555585275881
osi_target_t48h,PD__quantile_q90__tweedie_p15,0.007521601440906304,0.0022403424960717403,22944,0.007550371388803473,0.0020489713484549915,-0.38104016896218784,9.339864501328954
osi_target_t48h,PD__quantile_q90__tweedie_p17,0.007527837241908449,0.0022035908089773205,22944,0.007550371388803473,0.0020489713484549915,-0.29845084082142925,7.5461992496341335
osi_target_t48h,PD__quantile_q90__quantile_q50,0.007476429182132938,0.0022606586628809815,22944,0.007550371388803473,0.0020489713484549915,-0.9793188025185806,10.331394559792685
osi_target_t48h,PD__quantile_q90__quantile_q90,0.007509160401030669,0.002615626015250831,22944,0.007550371388803473,0.0020489713484549915,-0.5458140487488716,27.655568108510664
