horizon,model,rmse,mae,n,fold,v112_rmse,improved_vs_v1.12,rmse_change_pct_vs_v1.12
osi_target_t48h,v1.12+ExtraTrees,0.01296996505679692,0.0032482596179837465,4608,2,0.01296807009821058,False,0.014612494935550835
osi_target_t48h,v1.12+RandomForest,0.012968828583569906,0.0032340140329697275,4608,2,0.01296807009821058,False,0.005848868440572197
osi_target_t48h,v1.12+ExtraTrees+RandomForest,0.012969940857367957,0.0032484404209203693,4608,2,0.01296807009821058,False,0.014425887145952387
osi_target_t48h,v1.8,0.004975131815818199,0.0020181512944894894,4608,3,0.004992649684802682,True,-0.35087318539103185
osi_target_t48h,v1.12,0.004992649684802682,0.0018993291074240392,4608,3,0.004992649684802682,False,0.0
osi_target_t48h,v1.12+ExtraTrees,0.005286125573907503,0.0021813097142165446,4608,3,0.004992649684802682,False,5.878159046450704
osi_target_t48h,v1.12+RandomForest,0.0050307653983302615,0.0019632363909367293,4608,3,0.004992649684802682,False,0.7634365704367818
osi_target_t48h,v1.12+ExtraTrees+RandomForest,0.005286125573907503,0.0021813097142165446,4608,3,0.004992649684802682,False,5.878159046450704
osi_target_t48h,v1.8,0.006897809540513561,0.0021127583284630555,4608,4,0.006861674057187713,False,0.5266278028464022
osi_target_t48h,v1.12,0.006861674057187713,0.0019289553211435631,4608,4,0.006861674057187713,False,0.0
osi_target_t48h,v1.12+ExtraTrees,0.0068306677854848615,0.0019157022185961334,4608,4,0.006861674057187713,True,-0.4518761958733908
osi_target_t48h,v1.12+RandomForest,0.006872195887107976,0.0019550442499949483,4608,4,0.006861674057187713,False,0.15334202459298396
osi_target_t48h,v1.12+ExtraTrees+RandomForest,0.006843293272502995,0.0019344825562212587,4608,4,0.006861674057187713,True,-0.26787609745850816
