model,horizon,fold,rmse,mae,n
C3_aligned_component,osi_target_t06h,2,0.012886051329684825,0.003926086668463528,6624
C3_aligned_component,osi_target_t06h,3,0.012527549470890902,0.0035308859280746186,6624
C3_aligned_component,osi_target_t06h,4,0.008774183489798587,0.0029235104502660604,6624
C3_aligned_component,osi_target_t24h,0,0.004567516634892379,0.002044283490200696,5760
C3_aligned_component,osi_target_t24h,1,0.008753393180629706,0.002849772160230182,5640
C3_aligned_component,osi_target_t24h,2,0.012915628323034415,0.0037045164344665853,5760
C3_aligned_component,osi_target_t24h,3,0.005886116638503947,0.0027156018562753204,5760
C3_aligned_component,osi_target_t24h,4,0.007497333781174968,0.0024460189421906123,5760
C3_aligned_component,osi_target_t48h,0,0.0035596060603751136,0.0015335695484256253,4608
C3_aligned_component,osi_target_t48h,1,0.005611576820732769,0.0019905927502216385,4512
C3_aligned_component,osi_target_t48h,2,0.013500463938315648,0.003300934617074284,4608
C3_aligned_component,osi_target_t48h,3,0.005264419633654127,0.0022293009356493688,4608
C3_aligned_component,osi_target_t48h,4,0.006689026511913473,0.0020238973615005363,4608
v18_rule,osi_target_t01h,0,0.0066210477909235945,0.002674924165033607,6864
v18_rule,osi_target_t01h,1,0.010542975641947719,0.0036740989781378092,6721
v18_rule,osi_target_t01h,2,0.012954966983834245,0.004019172851147257,6864
v18_rule,osi_target_t01h,3,0.015901577595244742,0.003908416331296008,6864
v18_rule,osi_target_t01h,4,0.010863149830558083,0.0031919389879833462,6864
v18_rule,osi_target_t06h,0,0.006459790086522191,0.00257303134736504,6624
v18_rule,osi_target_t06h,1,0.010090386368988492,0.0034969457196327093,6486
v18_rule,osi_target_t06h,2,0.012886051329684825,0.003926086668463528,6624
v18_rule,osi_target_t06h,3,0.012527549470890902,0.0035308859280746186,6624
v18_rule,osi_target_t06h,4,0.008774183489798587,0.0029235104502660604,6624
v18_rule,osi_target_t24h,0,0.004722006437624519,0.0021059088433387193,5760
v18_rule,osi_target_t24h,1,0.008926834627565224,0.0029095390774955274,5640
v18_rule,osi_target_t24h,2,0.012860189555137309,0.0038187202582121555,5760
v18_rule,osi_target_t24h,3,0.0061831058424843465,0.002799674455534234,5760
v18_rule,osi_target_t24h,4,0.007428758397301128,0.0024404211477509086,5760
v18_rule,osi_target_t48h,0,0.0036632306388987446,0.0015956445257807718,4608
v18_rule,osi_target_t48h,1,0.005855181393125153,0.0019970723373512436,4512
v18_rule,osi_target_t48h,2,0.013066410316828946,0.0032591786642496433,4608
v18_rule,osi_target_t48h,3,0.0053724652793763,0.002168728024357481,4608
v18_rule,osi_target_t48h,4,0.006925166870368426,0.0021494377477357354,4608
