case,reference,pair,horizon,group,n,rmse,sse,mae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
NR_both,B0,NR_both_minus_B0,1,test_like_except_Forest,23174,0.009364888498220317,2.0323861391999145,0.003079763887915585,-0.00030125595234389906,0.009369452013707842,-4.5635154875250244e-06,-0.04870632221445348,0.001981248455554585
NR_both,N_only,NR_both_minus_N_only,1,all,34177,0.010835613640629215,4.012739443511168,0.0032203181707974623,-0.00013144054076173517,0.010835309055932387,3.0458469682873024e-07,0.002811038386218989,-0.0002255897800251816
NR_both,N_only,NR_both_minus_N_only,1,early_73_95,5497,0.019190444390059763,2.0243975379162054,0.006030264862641172,-0.00034039717352909066,0.019193817414617547,-3.373024557783849e-06,-0.01757349507355288,0.0007117024041742859
NR_both,N_only,NR_both_minus_N_only,1,late_96_215,28680,0.0083263748610175,1.9883419055949623,0.002681745054860751,-9.139051948132526e-05,0.008324412128654103,1.9627323633968075e-06,0.02357802969221723,-0.0009372921841981352
NR_both,N_only,NR_both_minus_N_only,1,test_like,23317,0.011901085508451648,3.302522794528585,0.0032699093341189917,-0.0004580162873978451,0.011901089189147705,-3.680696056967969e-09,-3.092738822818575e-05,2.042769039256598e-06
NR_both,N_only,NR_both_minus_N_only,1,not_test_like,10860,0.008086870933192202,0.7102166489825827,0.003113843294630971,0.0005697350286962922,0.008085574862075793,1.2960711164092253e-06,0.01602942448146738,-0.00022763254906355002
NR_both,N_only,NR_both_minus_N_only,1,all_except_Forest,34034,0.008976870483862205,2.7426027881824973,0.003090638376865726,-2.3329112886401307e-05,0.008974771712361083,2.098771501122393e-06,0.023385235506667712,-0.0012822784287847
NR_both,N_only,NR_both_minus_N_only,1,test_like_except_Forest,23174,0.009364888498220317,2.0323861391999145,0.003079763887915585,-0.00030125595234389906,0.009362458368800654,2.430129419663668e-06,0.025956103877189385,-0.00105464587972115
NR_both,R_only,NR_both_minus_R_only,1,all,34177,0.010835613640629215,4.012739443511168,0.0032203181707974623,-0.00013144054076173517,0.010841353394838483,-5.739754209267353e-06,-0.05294315202380995,0.00425231815663718
NR_both,R_only,NR_both_minus_R_only,1,early_73_95,5497,0.019190444390059763,2.0243975379162054,0.006030264862641172,-0.00034039717352909066,0.019214083451807917,-2.363906174815411e-05,-0.12302986924900283,0.004990434986829051
NR_both,R_only,NR_both_minus_R_only,1,late_96_215,28680,0.0083263748610175,1.9883419055949623,0.002681745054860751,-9.139051948132526e-05,0.008324829249602293,1.5456114152070238e-06,0.018566283690213403,-0.0007381168301909824
NR_both,R_only,NR_both_minus_R_only,1,test_like,23317,0.011901085508451648,3.302522794528585,0.0032699093341189917,-0.0004580162873978451,0.011906941365359023,-5.855856907375709e-06,-0.04918019437311072,0.0032507721666217293
NR_both,R_only,NR_both_minus_R_only,1,not_test_like,10860,0.008086870933192202,0.7102166489825827,0.003113843294630971,0.0005697350286962922,0.008092570968349401,-5.700035157199176e-06,-0.07043540525616399,0.0010015459900163393
NR_both,R_only,NR_both_minus_R_only,1,all_except_Forest,34034,0.008976870483862205,2.7426027881824973,0.003090638376865726,-2.3329112886401307e-05,0.008983900994404192,-7.030510541987042e-06,-0.07825676781574309,0.004297588664855301
NR_both,R_only,NR_both_minus_R_only,1,test_like_except_Forest,23174,0.009364888498220317,2.0323861391999145,0.003079763887915585,-0.00030125595234389906,0.009372479222967843,-7.590724747525909e-06,-0.08098950733254062,0.0032960426748394056
N_only,B0,N_only_minus_B0,6,all,32982,0.0099066477325815,3.236908536768898,0.003094759042666435,-0.00011489838547081977,0.009909062742500467,-2.4150099189670926e-06,-0.02437172900933149,0.001578358140034819
N_only,B0,N_only_minus_B0,6,early_73_95,4302,0.017042512022273,1.2495039233581335,0.005860284275548224,-0.00026029304229806044,0.017060083755936113,-1.7571733663113848e-05,-0.10299910548211555,0.0025779379234729394
N_only,B0,N_only_minus_B0,6,late_96_215,28680,0.008324412128654103,1.9874046134107641,0.0026799302577341665,-9.308918694673361e-05,0.00832231845317753,2.093675476572132e-06,0.02515735835333377,-0.0009995797834378983
N_only,B0,N_only_minus_B0,6,test_like,22578,0.010599615889976299,2.5366802276855287,0.0031188884299456136,-0.0003820044964387891,0.01060151652629748,-1.9006363211806349e-06,-0.01792796640429639,0.0009097950123133636
N_only,B0,N_only_minus_B0,6,not_test_like,10404,0.008203886825340758,0.7002283090833685,0.003042395210872001,0.0004647557642249521,0.008207802339461214,-3.915514120456445e-06,-0.04770478087211538,0.0006685631277221216
N_only,B0,N_only_minus_B0,6,all_except_Forest,32844,0.00885750095812929,2.5767866359447935,0.0030078307221940315,-5.1219136712824145e-05,0.008858673610980824,-1.172652851533923e-06,-0.013237341198357733,0.0006823315587531908
N_only,B0,N_only_minus_B0,6,test_like_except_Forest,22440,0.00914470305087351,1.8765583268614252,0.0029918053683524277,-0.0002904438635112476,0.009144736598453808,-3.354758029705529e-08,-0.0003668512475574204,1.3768431030847239e-05
R_only,B0,R_only_minus_B0,6,all,32982,0.009910742450742515,3.2395849148366924,0.003102181154043428,-0.00010635922612412961,0.009909062742500467,1.6797082420475645e-06,0.01695123227793971,-0.001098019927759708
R_only,B0,R_only_minus_B0,6,early_73_95,4302,0.0170593974646739,1.2519811260719211,0.005875869784127274,-0.00024342511086567162,0.017060083755936113,-6.862912622120076e-07,-0.004022789524538162,0.00010073520968534311
R_only,B0,R_only_minus_B0,6,late_96_215,28680,0.008324829249602293,1.9876037887647713,0.0026861278595308514,-8.579934341289839e-05,0.00832231845317753,2.5107964247619158e-06,0.030169434621951652,-0.0011987551374450511
R_only,B0,R_only_minus_B0,6,test_like,22578,0.01060330536199668,2.5384464500931,0.0031246683827197987,-0.00037503126999978274,0.01060151652629748,1.7888356991999088e-06,0.016873394431482502,-0.0008564273952580415
R_only,B0,R_only_minus_B0,6,not_test_like,10404,0.008209216793559971,0.7011384647435919,0.0030533810147647753,0.0004766931966579247,0.008207802339461214,1.41445409875679e-06,0.017233042905484552,-0.00024159253250122248
R_only,B0,R_only_minus_B0,6,all_except_Forest,32844,0.008861085199806681,2.578872482678445,0.0030154243809119223,-4.2395013336378907e-05,0.008858673610980824,2.411588825856903e-06,0.027222910920521315,-0.0014035151748981178
R_only,B0,R_only_minus_B0,6,test_like_except_Forest,22440,0.00914756724703275,1.8777340179348532,0.0029978263052165086,-0.0002830631834246469,0.009144736598453808,2.8306485789428293e-06,0.030953855788706797,-0.0011619226423971174
NR_both,B0,NR_both_minus_B0,6,all,32982,0.009907924620564076,3.2377430139985712,0.0030964005106118493,-0.00011328188851095519,0.009909062742500467,-1.138121936391026e-06,-0.011485666868471522,0.000743880910361483
NR_both,B0,NR_both_minus_B0,6,early_73_95,4302,0.017041810839542565,1.2494011084036085,0.005860770215619165,-0.0002592243487084882,0.017060083755936113,-1.8272916393547584e-05,-0.10710918337191178,0.0026807528779979606
NR_both,B0,NR_both_minus_B0,6,late_96_215,28680,0.0083263748610175,1.9883419055949623,0.002681745054860751,-9.139051948132526e-05,0.00832231845317753,4.05640783996894e-06,0.048741319654976856,-0.0019368719676360335
NR_both,B0,NR_both_minus_B0,6,test_like,22578,0.010600864747662624,2.537278011465376,0.003120312553385321,-0.00038021603598822933,0.01060151652629748,-6.517786348553267e-07,-0.006147975464065869,0.00031201123246615836
NR_both,B0,NR_both_minus_B0,6,not_test_like,10404,0.008205273260438642,0.7004650025331953,0.0030445083439702256,0.00046599907859226397,0.008207802339461214,-2.529079022572586e-06,-0.030813108283733737,0.0004318696778953246
NR_both,B0,NR_both_minus_B0,6,all_except_Forest,32844,0.008859460315636124,2.5779267779977784,0.0030095059063338114,-4.9651713096905055e-05,0.008858673610980824,7.867046553002716e-07,0.008880614523665287,-0.00045781049423165854
NR_both,B0,NR_both_minus_B0,6,test_like_except_Forest,22440,0.009146904094916192,1.8774617754645828,0.0029932775034296555,-0.0002887261710618835,0.009144736598453808,2.1674964623841914e-06,0.023702120220181477,-0.0008896801721267611
NR_both,N_only,NR_both_minus_N_only,6,all,32982,0.009907924620564076,3.2377430139985712,0.0030964005106118493,-0.00011328188851095519,0.0099066477325815,1.2768879825760665e-06,0.012889203462607135,-0.000834477229673336
NR_both,N_only,NR_both_minus_N_only,6,early_73_95,4302,0.017041810839542565,1.2494011084036085,0.005860770215619165,-0.0002592243487084882,0.017042512022273,-7.011827304337359e-07,-0.004114315598058305,0.00010281495452502121
NR_both,N_only,NR_both_minus_N_only,6,late_96_215,28680,0.0083263748610175,1.9883419055949623,0.002681745054860751,-9.139051948132526e-05,0.008324412128654103,1.9627323633968075e-06,0.02357802969221723,-0.0009372921841981352
NR_both,N_only,NR_both_minus_N_only,6,test_like,22578,0.010600864747662624,2.537278011465376,0.003120312553385321,-0.00038021603598822933,0.010599615889976299,1.2488576863253081e-06,0.011782103231738894,-0.0005977837798472052
NR_both,N_only,NR_both_minus_N_only,6,not_test_like,10404,0.008205273260438642,0.7004650025331953,0.0030445083439702256,0.00046599907859226397,0.008203886825340758,1.386435097883859e-06,0.016899734569730818,-0.00023669344982679696
NR_both,N_only,NR_both_minus_N_only,6,all_except_Forest,32844,0.008859460315636124,2.5779267779977784,0.0030095059063338114,-4.9651713096905055e-05,0.00885750095812929,1.9593575068341945e-06,0.022120883938892,-0.0011401420529848494
NR_both,N_only,NR_both_minus_N_only,6,test_like_except_Forest,22440,0.009146904094916192,1.8774617754645828,0.0029932775034296555,-0.0002887261710618835,0.00914470305087351,2.2010440426812466e-06,0.024069059765374767,-0.0009034486031576083
NR_both,R_only,NR_both_minus_R_only,6,all,32982,0.009907924620564076,3.2377430139985712,0.0030964005106118493,-0.00011328188851095519,0.009910742450742515,-2.8178301784385906e-06,-0.028432079558560197,0.001841900838121191
NR_both,R_only,NR_both_minus_R_only,6,early_73_95,4302,0.017041810839542565,1.2494011084036085,0.005860770215619165,-0.0002592243487084882,0.0170593974646739,-1.7586625131335576e-05,-0.10309054096285797,0.0025800176683126175
NR_both,R_only,NR_both_minus_R_only,6,late_96_215,28680,0.0083263748610175,1.9883419055949623,0.002681745054860751,-9.139051948132526e-05,0.008324829249602293,1.5456114152070238e-06,0.018566283690213403,-0.0007381168301909824
NR_both,R_only,NR_both_minus_R_only,6,test_like,22578,0.010600864747662624,2.537278011465376,0.003120312553385321,-0.00038021603598822933,0.01060330536199668,-2.4406143340552355e-06,-0.023017486064325077,0.0011684386277241998
NR_both,R_only,NR_both_minus_R_only,6,not_test_like,10404,0.008205273260438642,0.7004650025331953,0.0030445083439702256,0.00046599907859226397,0.008209216793559971,-3.943533121329376e-06,-0.048037872801987014,0.0006734622103965471
NR_both,R_only,NR_both_minus_R_only,6,all_except_Forest,32844,0.008859460315636124,2.5779267779977784,0.0030095059063338114,-4.9651713096905055e-05,0.008861085199806681,-1.6248841705566314e-06,-0.018337304448801106,0.0009457046806664593
NR_both,R_only,NR_both_minus_R_only,6,test_like_except_Forest,22440,0.009146904094916192,1.8774617754645828,0.0029932775034296555,-0.0002887261710618835,0.00914756724703275,-6.631521165586379e-07,-0.007249491571370559,0.0002722424702703563
N_only,B0,N_only_minus_B0,24,all,28680,0.008434736596420678,2.040432332014631,0.002779739911447673,-9.257391647402344e-05,0.008434736596420678,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,early_73_95,0,,0.0,,,,,,0.0
N_only,B0,N_only_minus_B0,24,late_96_215,28680,0.008434736596420678,2.040432332014631,0.002779739911447673,-9.257391647402344e-05,0.008434736596420678,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,test_like,19752,0.008729226744593158,1.5050905400798962,0.0027791338598639383,-0.00031485457247680483,0.008729226744593158,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,not_test_like,8928,0.007743521051321531,0.5353417919347346,0.0027810807191181387,0.00039919215849987174,0.007743521051321531,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,all_except_Forest,28560,0.00843035021217528,2.0297821822298237,0.0027663978434660018,-9.372491564381057e-05,0.00843035021217528,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,test_like_except_Forest,19632,0.008724831045199229,1.494440390295089,0.0027597205454921695,-0.000317887692638248,0.008724831045199229,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,24,all,28680,0.008434736596420678,2.040432332014631,0.002779739911447673,-9.257391647402344e-05,0.008434736596420678,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,24,early_73_95,0,,0.0,,,,,,0.0
R_only,B0,R_only_minus_B0,24,late_96_215,28680,0.008434736596420678,2.040432332014631,0.002779739911447673,-9.257391647402344e-05,0.008434736596420678,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,24,test_like,19752,0.008729226744593158,1.5050905400798962,0.0027791338598639383,-0.00031485457247680483,0.008729226744593158,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,24,not_test_like,8928,0.007743521051321531,0.5353417919347346,0.0027810807191181387,0.00039919215849987174,0.007743521051321531,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,24,all_except_Forest,28560,0.00843035021217528,2.0297821822298237,0.0027663978434660018,-9.372491564381057e-05,0.00843035021217528,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,24,test_like_except_Forest,19632,0.008724831045199229,1.494440390295089,0.0027597205454921695,-0.000317887692638248,0.008724831045199229,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,24,all,28680,0.008434736596420678,2.040432332014631,0.002779739911447673,-9.257391647402344e-05,0.008434736596420678,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,24,early_73_95,0,,0.0,,,,,,0.0
NR_both,B0,NR_both_minus_B0,24,late_96_215,28680,0.008434736596420678,2.040432332014631,0.002779739911447673,-9.257391647402344e-05,0.008434736596420678,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,24,test_like,19752,0.008729226744593158,1.5050905400798962,0.0027791338598639383,-0.00031485457247680483,0.008729226744593158,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,24,not_test_like,8928,0.007743521051321531,0.5353417919347346,0.0027810807191181387,0.00039919215849987174,0.007743521051321531,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,24,all_except_Forest,28560,0.00843035021217528,2.0297821822298237,0.0027663978434660018,-9.372491564381057e-05,0.00843035021217528,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,24,test_like_except_Forest,19632,0.008724831045199229,1.494440390295089,0.0027597205454921695,-0.000317887692638248,0.008724831045199229,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,24,all,28680,0.008434736596420678,2.040432332014631,0.002779739911447673,-9.257391647402344e-05,0.008434736596420678,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,24,early_73_95,0,,0.0,,,,,,0.0
NR_both,N_only,NR_both_minus_N_only,24,late_96_215,28680,0.008434736596420678,2.040432332014631,0.002779739911447673,-9.257391647402344e-05,0.008434736596420678,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,24,test_like,19752,0.008729226744593158,1.5050905400798962,0.0027791338598639383,-0.00031485457247680483,0.008729226744593158,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,24,not_test_like,8928,0.007743521051321531,0.5353417919347346,0.0027810807191181387,0.00039919215849987174,0.007743521051321531,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,24,all_except_Forest,28560,0.00843035021217528,2.0297821822298237,0.0027663978434660018,-9.372491564381057e-05,0.00843035021217528,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,24,test_like_except_Forest,19632,0.008724831045199229,1.494440390295089,0.0027597205454921695,-0.000317887692638248,0.008724831045199229,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,24,all,28680,0.008434736596420678,2.040432332014631,0.002779739911447673,-9.257391647402344e-05,0.008434736596420678,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,24,early_73_95,0,,0.0,,,,,,0.0
NR_both,R_only,NR_both_minus_R_only,24,late_96_215,28680,0.008434736596420678,2.040432332014631,0.002779739911447673,-9.257391647402344e-05,0.008434736596420678,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,24,test_like,19752,0.008729226744593158,1.5050905400798962,0.0027791338598639383,-0.00031485457247680483,0.008729226744593158,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,24,not_test_like,8928,0.007743521051321531,0.5353417919347346,0.0027810807191181387,0.00039919215849987174,0.007743521051321531,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,24,all_except_Forest,28560,0.00843035021217528,2.0297821822298237,0.0027663978434660018,-9.372491564381057e-05,0.00843035021217528,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,24,test_like_except_Forest,19632,0.008724831045199229,1.494440390295089,0.0027597205454921695,-0.000317887692638248,0.008724831045199229,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,48,all,22944,0.007691202257793633,1.357242962755131,0.0022350036403240283,-0.0001565905410230873,0.007691202257793633,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,48,early_73_95,0,,0.0,,,,,,0.0
N_only,B0,N_only_minus_B0,48,late_96_215,22944,0.007691202257793633,1.357242962755131,0.0022350036403240283,-0.0001565905410230873,0.007691202257793633,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,48,test_like,16008,0.008507866544396744,1.1587197605413444,0.002355098459429913,-0.00040273058079918475,0.008507866544396744,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,48,not_test_like,6936,0.005349966882878165,0.1985232022137866,0.0019578297844637335,0.0004114904504324736,0.005349966882878165,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,48,all_except_Forest,22848,0.007693970652084993,1.352537269060277,0.002222268011495333,-0.00016230157973116252,0.007693970652084993,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,48,test_like_except_Forest,15912,0.008516147332423101,1.1540140668464904,0.0023375359566116705,-0.00041241605441787567,0.008516147332423101,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,48,all,22944,0.007691202257793633,1.357242962755131,0.0022350036403240283,-0.0001565905410230873,0.007691202257793633,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,48,early_73_95,0,,0.0,,,,,,0.0
R_only,B0,R_only_minus_B0,48,late_96_215,22944,0.007691202257793633,1.357242962755131,0.0022350036403240283,-0.0001565905410230873,0.007691202257793633,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,48,test_like,16008,0.008507866544396744,1.1587197605413444,0.002355098459429913,-0.00040273058079918475,0.008507866544396744,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,48,not_test_like,6936,0.005349966882878165,0.1985232022137866,0.0019578297844637335,0.0004114904504324736,0.005349966882878165,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,48,all_except_Forest,22848,0.007693970652084993,1.352537269060277,0.002222268011495333,-0.00016230157973116252,0.007693970652084993,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,48,test_like_except_Forest,15912,0.008516147332423101,1.1540140668464904,0.0023375359566116705,-0.00041241605441787567,0.008516147332423101,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,48,all,22944,0.007691202257793633,1.357242962755131,0.0022350036403240283,-0.0001565905410230873,0.007691202257793633,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,48,early_73_95,0,,0.0,,,,,,0.0
NR_both,B0,NR_both_minus_B0,48,late_96_215,22944,0.007691202257793633,1.357242962755131,0.0022350036403240283,-0.0001565905410230873,0.007691202257793633,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,48,test_like,16008,0.008507866544396744,1.1587197605413444,0.002355098459429913,-0.00040273058079918475,0.008507866544396744,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,48,not_test_like,6936,0.005349966882878165,0.1985232022137866,0.0019578297844637335,0.0004114904504324736,0.005349966882878165,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,48,all_except_Forest,22848,0.007693970652084993,1.352537269060277,0.002222268011495333,-0.00016230157973116252,0.007693970652084993,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,48,test_like_except_Forest,15912,0.008516147332423101,1.1540140668464904,0.0023375359566116705,-0.00041241605441787567,0.008516147332423101,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,48,all,22944,0.007691202257793633,1.357242962755131,0.0022350036403240283,-0.0001565905410230873,0.007691202257793633,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,48,early_73_95,0,,0.0,,,,,,0.0
NR_both,N_only,NR_both_minus_N_only,48,late_96_215,22944,0.007691202257793633,1.357242962755131,0.0022350036403240283,-0.0001565905410230873,0.007691202257793633,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,48,test_like,16008,0.008507866544396744,1.1587197605413444,0.002355098459429913,-0.00040273058079918475,0.008507866544396744,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,48,not_test_like,6936,0.005349966882878165,0.1985232022137866,0.0019578297844637335,0.0004114904504324736,0.005349966882878165,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,48,all_except_Forest,22848,0.007693970652084993,1.352537269060277,0.002222268011495333,-0.00016230157973116252,0.007693970652084993,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,48,test_like_except_Forest,15912,0.008516147332423101,1.1540140668464904,0.0023375359566116705,-0.00041241605441787567,0.008516147332423101,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,48,all,22944,0.007691202257793633,1.357242962755131,0.0022350036403240283,-0.0001565905410230873,0.007691202257793633,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,48,early_73_95,0,,0.0,,,,,,0.0
NR_both,R_only,NR_both_minus_R_only,48,late_96_215,22944,0.007691202257793633,1.357242962755131,0.0022350036403240283,-0.0001565905410230873,0.007691202257793633,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,48,test_like,16008,0.008507866544396744,1.1587197605413444,0.002355098459429913,-0.00040273058079918475,0.008507866544396744,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,48,not_test_like,6936,0.005349966882878165,0.1985232022137866,0.0019578297844637335,0.0004114904504324736,0.005349966882878165,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,48,all_except_Forest,22848,0.007693970652084993,1.352537269060277,0.002222268011495333,-0.00016230157973116252,0.007693970652084993,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,48,test_like_except_Forest,15912,0.008516147332423101,1.1540140668464904,0.0023375359566116705,-0.00041241605441787567,0.008516147332423101,0.0,0.0,0.0
