case,reference,pair,horizon,component,space,group,n,rmse,sse,mae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction,baseline_group_sse,baseline_group_sse_share
NR_both,B0,NR_both_minus_B0,48,N_t,aligned,positive,8669,0.005564193156768791,0.2683943681166832,0.0012419819819681533,-0.00042628135557127303,0.005551826207184178,1.2366949584612964e-05,0.22275462384988565,-0.001191738275400922,0.2672026298412823,0.9753392450958182
NR_both,B0,NR_both_minus_B0,48,R_t,source,all,22944,0.0032893088786272854,0.2482438217150297,0.0007493889952704074,-2.0667648379584695e-06,0.0032893088786272854,0.0,0.0,0.0,0.2482438217150297,1.0
NR_both,B0,NR_both_minus_B0,48,R_t,source,zero,12520,0.0007442624710711965,0.006935161355579444,0.0003623757600417739,0.0003623757600417739,0.0007442624710711965,0.0,0.0,0.0,0.006935161355579444,0.027936894089314452
NR_both,B0,NR_both_minus_B0,48,R_t,source,small_positive,10207,0.001444428065315505,0.021295603452936244,0.0007686581328177577,2.2237548929679293e-05,0.001444428065315505,0.0,0.0,0.0,0.021295603452936244,0.08578502903239392
NR_both,B0,NR_both_minus_B0,48,R_t,source,tail_gt_001,217,0.03184156175297827,0.22001305690651407,0.022172087696268963,-0.022172087696268963,0.03184156175297827,0.0,0.0,0.0,0.22001305690651407,0.8862780768782919
NR_both,B0,NR_both_minus_B0,48,R_t,source,positive,10424,0.004811375506358441,0.2413086603594503,0.0012142207014352664,-0.0004397893676290416,0.004811375506358441,0.0,0.0,0.0,0.2413086603594503,0.9720631059106858
NR_both,B0,NR_both_minus_B0,48,R_t,aligned,all,22944,0.0032818912301650384,0.2471254657099748,0.0007531277352493694,1.9312669358437947e-05,0.003291675598442269,-9.78436827723042e-06,-0.297245824645076,0.001475716752030093,0.24860118246200488,1.0
NR_both,B0,NR_both_minus_B0,48,R_t,aligned,zero,12520,0.000707099875935324,0.006259877736537838,0.00036547805618829666,0.00036547805618829666,0.0007361551495720212,-2.905527363669712e-05,-3.946895386602811,0.0005250158045645515,0.00678489354110239,0.027292281854449197
NR_both,B0,NR_both_minus_B0,48,R_t,aligned,small_positive,10207,0.0014161485482293138,0.020469900785624894,0.0007726352379540768,6.711220168211256e-05,0.001425962186265589,-9.813638036275081e-06,-0.6882116602247135,0.00028468798939696935,0.020754588775021864,0.08348547890834712
NR_both,B0,NR_both_minus_B0,48,R_t,aligned,tail_gt_001,217,0.03186923795848331,0.22039568718781205,0.02220133465569952,-0.02220133465569952,0.03191735440466516,-4.811644618184924e-05,-0.1507532409227963,0.000666012958068618,0.22106170014588067,0.8892222392372038
NR_both,B0,NR_both_minus_B0,48,R_t,aligned,positive,10424,0.0048069563382317744,0.24086558797343693,0.001218723857836153,-0.0003964577300189441,0.004816433568695015,-9.477230463240428e-06,-0.19676863239304065,0.000950700947465577,0.2418162889209025,0.9727077181455509
NR_both,N_only,NR_both_minus_N_only,48,N_t,source,all,22944,0.0034787655866815458,0.2776639288024389,0.0006693169615643348,1.9492325763659062e-05,0.0034787655866815458,0.0,0.0,0.0,0.2776639288024389,1.0
NR_both,N_only,NR_both_minus_N_only,48,N_t,source,zero,14275,0.0007235966462191683,0.007474277319140193,0.0003184528213012633,0.0003184528213012633,0.0007235966462191683,0.0,0.0,0.0,0.007474277319140193,0.026918431037753657
NR_both,N_only,NR_both_minus_N_only,48,N_t,source,small_positive,8467,0.0014765746253139068,0.018460368308431695,0.0007245393537308998,6.821040891258919e-05,0.0014765746253139068,0.0,0.0,0.0,0.018460368308431695,0.06648457503303017
NR_both,N_only,NR_both_minus_N_only,48,N_t,source,tail_gt_001,202,0.0353013394954442,0.251729283174867,0.02314960214859918,-0.02314960214859918,0.0353013394954442,0.0,0.0,0.0,0.251729283174867,0.9065969939292161
NR_both,N_only,NR_both_minus_N_only,48,N_t,source,positive,8669,0.005582771516994939,0.2701896514832987,0.0012470751346241277,-0.00047279756624225865,0.005582771516994939,0.0,0.0,0.0,0.2701896514832987,0.9730815689622464
NR_both,N_only,NR_both_minus_N_only,48,N_t,aligned,all,22944,0.003461136943491846,0.27485693539616396,0.0006708516134951279,4.052669747659212e-05,0.003461136943491846,0.0,0.0,0.0,0.27485693539616396,1.0
NR_both,N_only,NR_both_minus_N_only,48,N_t,aligned,zero,14275,0.0006728441491165727,0.006462567279480778,0.00032401244261648295,0.00032401244261648295,0.0006728441491165727,0.0,0.0,0.0,0.006462567279480778,0.02351247666414523
NR_both,N_only,NR_both_minus_N_only,48,N_t,aligned,small_positive,8467,0.0014200573155844307,0.017074237054406326,0.0007224965971566669,0.00011247577105885279,0.0014200573155844307,0.0,0.0,0.0,0.017074237054406326,0.06212045197184652
NR_both,N_only,NR_both_minus_N_only,48,N_t,aligned,tail_gt_001,202,0.03527263903742867,0.2513201310622769,0.023016649077012,-0.023008739727736004,0.03527263903742867,0.0,0.0,0.0,0.2513201310622769,0.9143670713640084
NR_both,N_only,NR_both_minus_N_only,48,N_t,aligned,positive,8669,0.005564193156768791,0.2683943681166832,0.0012419819819681533,-0.00042628135557127303,0.005564193156768791,0.0,0.0,0.0,0.2683943681166832,0.9764875233358549
NR_both,N_only,NR_both_minus_N_only,48,R_t,source,all,22944,0.0032893088786272854,0.2482438217150297,0.0007493889952704074,-2.0667648379584695e-06,0.0032893088786272854,0.0,0.0,0.0,0.2482438217150297,1.0
NR_both,N_only,NR_both_minus_N_only,48,R_t,source,zero,12520,0.0007442624710711965,0.006935161355579444,0.0003623757600417739,0.0003623757600417739,0.0007442624710711965,0.0,0.0,0.0,0.006935161355579444,0.027936894089314452
NR_both,N_only,NR_both_minus_N_only,48,R_t,source,small_positive,10207,0.001444428065315505,0.021295603452936244,0.0007686581328177577,2.2237548929679293e-05,0.001444428065315505,0.0,0.0,0.0,0.021295603452936244,0.08578502903239392
NR_both,N_only,NR_both_minus_N_only,48,R_t,source,tail_gt_001,217,0.03184156175297827,0.22001305690651407,0.022172087696268963,-0.022172087696268963,0.03184156175297827,0.0,0.0,0.0,0.22001305690651407,0.8862780768782919
NR_both,N_only,NR_both_minus_N_only,48,R_t,source,positive,10424,0.004811375506358441,0.2413086603594503,0.0012142207014352664,-0.0004397893676290416,0.004811375506358441,0.0,0.0,0.0,0.2413086603594503,0.9720631059106858
NR_both,N_only,NR_both_minus_N_only,48,R_t,aligned,all,22944,0.0032818912301650384,0.2471254657099748,0.0007531277352493694,1.9312669358437947e-05,0.003291675598442269,-9.78436827723042e-06,-0.297245824645076,0.001475716752030093,0.24860118246200488,1.0
NR_both,N_only,NR_both_minus_N_only,48,R_t,aligned,zero,12520,0.000707099875935324,0.006259877736537838,0.00036547805618829666,0.00036547805618829666,0.0007361551495720212,-2.905527363669712e-05,-3.946895386602811,0.0005250158045645515,0.00678489354110239,0.027292281854449197
NR_both,N_only,NR_both_minus_N_only,48,R_t,aligned,small_positive,10207,0.0014161485482293138,0.020469900785624894,0.0007726352379540768,6.711220168211256e-05,0.001425962186265589,-9.813638036275081e-06,-0.6882116602247135,0.00028468798939696935,0.020754588775021864,0.08348547890834712
NR_both,N_only,NR_both_minus_N_only,48,R_t,aligned,tail_gt_001,217,0.03186923795848331,0.22039568718781205,0.02220133465569952,-0.02220133465569952,0.03191735440466516,-4.811644618184924e-05,-0.1507532409227963,0.000666012958068618,0.22106170014588067,0.8892222392372038
NR_both,N_only,NR_both_minus_N_only,48,R_t,aligned,positive,10424,0.0048069563382317744,0.24086558797343693,0.001218723857836153,-0.0003964577300189441,0.004816433568695015,-9.477230463240428e-06,-0.19676863239304065,0.000950700947465577,0.2418162889209025,0.9727077181455509
NR_both,R_only,NR_both_minus_R_only,48,N_t,source,all,22944,0.0034787655866815458,0.2776639288024389,0.0006693169615643348,1.9492325763659062e-05,0.0034787655866815458,0.0,0.0,0.0,0.2776639288024389,1.0
NR_both,R_only,NR_both_minus_R_only,48,N_t,source,zero,14275,0.0007235966462191683,0.007474277319140193,0.0003184528213012633,0.0003184528213012633,0.0007235966462191683,0.0,0.0,0.0,0.007474277319140193,0.026918431037753657
NR_both,R_only,NR_both_minus_R_only,48,N_t,source,small_positive,8467,0.0014765746253139068,0.018460368308431695,0.0007245393537308998,6.821040891258919e-05,0.0014765746253139068,0.0,0.0,0.0,0.018460368308431695,0.06648457503303017
NR_both,R_only,NR_both_minus_R_only,48,N_t,source,tail_gt_001,202,0.0353013394954442,0.251729283174867,0.02314960214859918,-0.02314960214859918,0.0353013394954442,0.0,0.0,0.0,0.251729283174867,0.9065969939292161
NR_both,R_only,NR_both_minus_R_only,48,N_t,source,positive,8669,0.005582771516994939,0.2701896514832987,0.0012470751346241277,-0.00047279756624225865,0.005582771516994939,0.0,0.0,0.0,0.2701896514832987,0.9730815689622464
NR_both,R_only,NR_both_minus_R_only,48,N_t,aligned,all,22944,0.003461136943491846,0.27485693539616396,0.0006708516134951279,4.052669747659212e-05,0.00345547652882615,5.660414665696091e-06,0.16380995843774393,-0.000898278257301377,0.2739586571388626,1.0
NR_both,R_only,NR_both_minus_R_only,48,N_t,aligned,zero,14275,0.0006728441491165727,0.006462567279480778,0.00032401244261648295,0.00032401244261648295,0.00068795121082965,-1.5107061713077238e-05,-2.195949578293288,0.0002934600180995086,0.006756027297580286,0.024660754904181875
NR_both,R_only,NR_both_minus_R_only,48,N_t,aligned,small_positive,8467,0.0014200573155844307,0.017074237054406326,0.0007224965971566669,0.00011247577105885279,0.001441716896475308,-2.1659580890877328e-05,-1.5023463305334328,0.0005248255559278034,0.01759906261033413,0.06423984842871243
NR_both,R_only,NR_both_minus_R_only,48,N_t,aligned,tail_gt_001,202,0.03527263903742867,0.2513201310622769,0.023016649077012,-0.023008739727736004,0.03515197325777864,0.000120665779650031,0.34326886506528265,-0.0017165638313287324,0.24960356723094818,0.9110993966671057
NR_both,R_only,NR_both_minus_R_only,48,N_t,aligned,positive,8669,0.005564193156768791,0.2683943681166832,0.0012419819819681533,-0.00042628135557127303,0.005551826207184178,1.2366949584612964e-05,0.22275462384988565,-0.001191738275400922,0.2672026298412823,0.9753392450958182
NR_both,R_only,NR_both_minus_R_only,48,R_t,source,all,22944,0.0032893088786272854,0.2482438217150297,0.0007493889952704074,-2.0667648379584695e-06,0.0032893088786272854,0.0,0.0,0.0,0.2482438217150297,1.0
NR_both,R_only,NR_both_minus_R_only,48,R_t,source,zero,12520,0.0007442624710711965,0.006935161355579444,0.0003623757600417739,0.0003623757600417739,0.0007442624710711965,0.0,0.0,0.0,0.006935161355579444,0.027936894089314452
NR_both,R_only,NR_both_minus_R_only,48,R_t,source,small_positive,10207,0.001444428065315505,0.021295603452936244,0.0007686581328177577,2.2237548929679293e-05,0.001444428065315505,0.0,0.0,0.0,0.021295603452936244,0.08578502903239392
NR_both,R_only,NR_both_minus_R_only,48,R_t,source,tail_gt_001,217,0.03184156175297827,0.22001305690651407,0.022172087696268963,-0.022172087696268963,0.03184156175297827,0.0,0.0,0.0,0.22001305690651407,0.8862780768782919
NR_both,R_only,NR_both_minus_R_only,48,R_t,source,positive,10424,0.004811375506358441,0.2413086603594503,0.0012142207014352664,-0.0004397893676290416,0.004811375506358441,0.0,0.0,0.0,0.2413086603594503,0.9720631059106858
NR_both,R_only,NR_both_minus_R_only,48,R_t,aligned,all,22944,0.0032818912301650384,0.2471254657099748,0.0007531277352493694,1.9312669358437947e-05,0.0032818912301650384,0.0,0.0,0.0,0.2471254657099748,1.0
NR_both,R_only,NR_both_minus_R_only,48,R_t,aligned,zero,12520,0.000707099875935324,0.006259877736537838,0.00036547805618829666,0.00036547805618829666,0.000707099875935324,0.0,0.0,0.0,0.006259877736537838,0.025330767586228445
NR_both,R_only,NR_both_minus_R_only,48,R_t,aligned,small_positive,10207,0.0014161485482293138,0.020469900785624894,0.0007726352379540768,6.711220168211256e-05,0.0014161485482293138,0.0,0.0,0.0,0.020469900785624894,0.08283201703562298
NR_both,R_only,NR_both_minus_R_only,48,R_t,aligned,tail_gt_001,217,0.03186923795848331,0.22039568718781205,0.02220133465569952,-0.02220133465569952,0.03186923795848331,0.0,0.0,0.0,0.22039568718781205,0.8918372153781485
NR_both,R_only,NR_both_minus_R_only,48,R_t,aligned,positive,10424,0.0048069563382317744,0.24086558797343693,0.001218723857836153,-0.0003964577300189441,0.0048069563382317744,0.0,0.0,0.0,0.24086558797343693,0.9746692324137715
