case,reference,pair,horizon,component,space,group,n,rmse,sse,mae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction,baseline_group_sse,baseline_group_sse_share
N_only,B0,N_only_minus_B0,6,R_t,source,tail_gt_001,602,0.02781743954992545,0.46583358575448136,0.018548279305859054,-0.01841353259937888,0.02781743954992545,0.0,0.0,0.0,0.46583358575448136,0.8488833607997435
N_only,B0,N_only_minus_B0,6,R_t,source,positive,16236,0.0057133015569806045,0.5299725031606672,0.0017436793552426443,-0.0003906084020619539,0.0057133015569806045,0.0,0.0,0.0,0.5299725031606672,0.9657629964267812
N_only,B0,N_only_minus_B0,6,R_t,aligned,all,32982,0.0040288375143614896,0.5353483790942652,0.0010615795482924887,2.6536094429063674e-05,0.0040288375143614896,0.0,0.0,0.0,0.5353483790942652,1.0
N_only,B0,N_only_minus_B0,6,R_t,aligned,zero,16746,0.0009605808344175644,0.015451794423635467,0.0004462522426317827,0.0004462522426317827,0.0009605808344175644,0.0,0.0,0.0,0.015451794423635467,0.028863063804877388
N_only,B0,N_only_minus_B0,6,R_t,aligned,small_positive,15634,0.0019112268972371791,0.05710769154306912,0.0010496094364603346,0.00028574660034358314,0.0019112268972371791,0.0,0.0,0.0,0.05710769154306912,0.10667388521786013
N_only,B0,N_only_minus_B0,6,R_t,aligned,tail_gt_001,602,0.027726382998245248,0.4627888931275607,0.018489173882143113,-0.01838054640934225,0.027726382998245248,0.0,0.0,0.0,0.4627888931275607,0.8644630509772626
N_only,B0,N_only_minus_B0,6,R_t,aligned,positive,16236,0.0056587298482396065,0.5198965846706299,0.0016962353169913172,-0.0004063640421687888,0.0056587298482396065,0.0,0.0,0.0,0.5198965846706299,0.9711369361951229
R_only,B0,R_only_minus_B0,6,N_t,source,all,32982,0.003764674357115683,0.46744639958483236,0.0008692645215085704,6.758078480495541e-05,0.003764674357115683,0.0,0.0,0.0,0.46744639958483236,1.0
R_only,B0,R_only_minus_B0,6,N_t,source,zero,19976,0.0009587810341503486,0.018363159163213523,0.00041062115704908994,0.00041062115704908994,0.0009587810341503486,0.0,0.0,0.0,0.018363159163213523,0.03928398887984369
R_only,B0,R_only_minus_B0,6,N_t,source,small_positive,12608,0.0017888429756138227,0.04034508548520796,0.0009237866176765105,0.0002241014022643355,0.0017888429756138227,0.0,0.0,0.0,0.04034508548520796,0.08630954377023951
R_only,B0,R_only_minus_B0,6,N_t,source,tail_gt_001,398,0.032046533178878366,0.40873815493641086,0.02216184055155177,-0.022108264493779707,0.032046533178878366,0.0,0.0,0.0,0.40873815493641086,0.8744064673499168
R_only,B0,R_only_minus_B0,6,N_t,source,positive,13006,0.005876132079813036,0.44908324042161873,0.0015736978483148587,-0.00045929715429613886,0.005876132079813036,0.0,0.0,0.0,0.44908324042161873,0.9607160111201561
R_only,B0,R_only_minus_B0,6,N_t,aligned,all,32982,0.0037119168268373607,0.45443676559129687,0.0008398729692391173,5.1090419584349694e-05,0.0037119168268373607,0.0,0.0,0.0,0.45443676559129687,1.0
R_only,B0,R_only_minus_B0,6,N_t,aligned,zero,19976,0.0008318570261473629,0.01382311457232787,0.0003955141718185535,0.0003955141718185535,0.0008318570261473629,0.0,0.0,0.0,0.01382311457232787,0.030418125510469487
R_only,B0,R_only_minus_B0,6,N_t,aligned,small_positive,12608,0.001682809526564403,0.03570393835719003,0.000874655836155154,0.00020208614286934792,0.001682809526564403,0.0,0.0,0.0,0.03570393835719003,0.07856745109681727
R_only,B0,R_only_minus_B0,6,N_t,aligned,tail_gt_001,398,0.03189609830512028,0.40490971266177894,0.022040799982293885,-0.022019168258324475,0.03189609830512028,0.0,0.0,0.0,0.40490971266177894,0.8910144233927132
R_only,B0,R_only_minus_B0,6,N_t,aligned,positive,13006,0.005820457189864402,0.440613651018969,0.0015223665366136511,-0.00047791226184195,0.005820457189864402,0.0,0.0,0.0,0.440613651018969,0.9695818744895305
R_only,B0,R_only_minus_B0,6,R_t,source,all,32982,0.004078992384064513,0.5487604154658112,0.0010904266014636432,3.9783947058286925e-05,0.004078992384064513,0.0,0.0,0.0,0.5487604154658112,1.0
R_only,B0,R_only_minus_B0,6,R_t,source,zero,16746,0.0010592140156236499,0.01878791230514385,0.000457068682536385,0.000457068682536385,0.0010592140156236499,0.0,0.0,0.0,0.01878791230514385,0.03423700357321851
R_only,B0,R_only_minus_B0,6,R_t,source,small_positive,15634,0.002025469737632449,0.06413891740618605,0.0010966044434944618,0.00030337908461994364,0.002025469737632449,0.0,0.0,0.0,0.06413891740618605,0.11687963562703808
R_only,B0,R_only_minus_B0,6,R_t,source,tail_gt_001,602,0.02781743954992545,0.46583358575448136,0.018548279305859054,-0.01841353259937888,0.02781743954992545,0.0,0.0,0.0,0.46583358575448136,0.8488833607997435
R_only,B0,R_only_minus_B0,6,R_t,source,positive,16236,0.0057133015569806045,0.5299725031606672,0.0017436793552426443,-0.0003906084020619539,0.0057133015569806045,0.0,0.0,0.0,0.5299725031606672,0.9657629964267812
R_only,B0,R_only_minus_B0,6,R_t,aligned,all,32982,0.004029875280735825,0.5356242095774171,0.0010531029036897615,1.4780018690055238e-05,0.0040288375143614896,1.0377663743352597e-06,0.025758456890745407,-0.0002758304831518288,0.5353483790942652,1.0
R_only,B0,R_only_minus_B0,6,R_t,aligned,zero,16746,0.0009271345080877787,0.014394499820875706,0.00043345142661007106,0.00043345142661007106,0.0009605808344175644,-3.3446326329785695e-05,-3.4818856603635484,0.0010572946027597608,0.015451794423635467,0.028863063804877388
R_only,B0,R_only_minus_B0,6,R_t,aligned,small_positive,15634,0.0018919750248174005,0.05596298947752584,0.0010404725463442463,0.0002799558583056237,0.0019112268972371791,-1.925187241977864e-05,-1.0073043890083677,0.0011447020655432766,0.05710769154306912,0.10667388521786013
R_only,B0,R_only_minus_B0,6,R_t,aligned,tail_gt_001,602,0.027800509098060085,0.46526672027901556,0.018618130548068962,-0.018518160967320545,0.027726382998245248,7.41260998148377e-05,0.2673486109584733,-0.0024778271514548367,0.4627888931275607,0.8644630509772626
R_only,B0,R_only_minus_B0,6,R_t,aligned,positive,16236,0.005665980294920121,0.5212297097565414,0.001692218673286737,-0.00041704256057999807,0.0056587298482396065,7.250446680514069e-06,0.1281285177939573,-0.0013331250859114352,0.5198965846706299,0.9711369361951229
NR_both,B0,NR_both_minus_B0,6,N_t,source,all,32982,0.003764674357115683,0.46744639958483236,0.0008692645215085704,6.758078480495541e-05,0.003764674357115683,0.0,0.0,0.0,0.46744639958483236,1.0
NR_both,B0,NR_both_minus_B0,6,N_t,source,zero,19976,0.0009587810341503486,0.018363159163213523,0.00041062115704908994,0.00041062115704908994,0.0009587810341503486,0.0,0.0,0.0,0.018363159163213523,0.03928398887984369
NR_both,B0,NR_both_minus_B0,6,N_t,source,small_positive,12608,0.0017888429756138227,0.04034508548520796,0.0009237866176765105,0.0002241014022643355,0.0017888429756138227,0.0,0.0,0.0,0.04034508548520796,0.08630954377023951
NR_both,B0,NR_both_minus_B0,6,N_t,source,tail_gt_001,398,0.032046533178878366,0.40873815493641086,0.02216184055155177,-0.022108264493779707,0.032046533178878366,0.0,0.0,0.0,0.40873815493641086,0.8744064673499168
NR_both,B0,NR_both_minus_B0,6,N_t,source,positive,13006,0.005876132079813036,0.44908324042161873,0.0015736978483148587,-0.00045929715429613886,0.005876132079813036,0.0,0.0,0.0,0.44908324042161873,0.9607160111201561
NR_both,B0,NR_both_minus_B0,6,N_t,aligned,all,32982,0.003713871978503745,0.4549156161882968,0.0008266410243317067,3.293693170912604e-05,0.0037119168268373607,1.9551516663844117e-06,0.05267229190719647,-0.0004788505969999246,0.45443676559129687,1.0
NR_both,B0,NR_both_minus_B0,6,N_t,aligned,zero,19976,0.0008038381672980892,0.012907608244922094,0.00038113574785655685,0.00038113574785655685,0.0008318570261473629,-2.8018858849273697e-05,-3.368230112696091,0.0009155063274057761,0.01382311457232787,0.030418125510469487
NR_both,B0,NR_both_minus_B0,6,N_t,aligned,small_positive,12608,0.0016363454019682397,0.033759512069433104,0.0008582330966166044,0.0001823195273879665,0.001682809526564403,-4.6464124596163215e-05,-2.761104204765441,0.0019444262877569285,0.03570393835719003,0.07856745109681727
NR_both,B0,NR_both_minus_B0,6,N_t,aligned,tail_gt_001,398,0.03202733191561574,0.4082484958739415,0.02218619015875281,-0.022175694519747904,0.03189609830512028,0.00013123361049546117,0.41144095193108576,-0.003338783212162577,0.40490971266177894,0.8910144233927132
NR_both,B0,NR_both_minus_B0,6,N_t,aligned,positive,13006,0.005829659564935136,0.4420080079433746,0.0015108954763436698,-0.0005018638949371201,0.005820457189864402,9.202375070733841e-06,0.1581039902974979,-0.0013943569244055931,0.440613651018969,0.9695818744895305
NR_both,B0,NR_both_minus_B0,6,R_t,source,all,32982,0.004078992384064513,0.5487604154658112,0.0010904266014636432,3.9783947058286925e-05,0.004078992384064513,0.0,0.0,0.0,0.5487604154658112,1.0
NR_both,B0,NR_both_minus_B0,6,R_t,source,zero,16746,0.0010592140156236499,0.01878791230514385,0.000457068682536385,0.000457068682536385,0.0010592140156236499,0.0,0.0,0.0,0.01878791230514385,0.03423700357321851
NR_both,B0,NR_both_minus_B0,6,R_t,source,small_positive,15634,0.002025469737632449,0.06413891740618605,0.0010966044434944618,0.00030337908461994364,0.002025469737632449,0.0,0.0,0.0,0.06413891740618605,0.11687963562703808
NR_both,B0,NR_both_minus_B0,6,R_t,source,tail_gt_001,602,0.02781743954992545,0.46583358575448136,0.018548279305859054,-0.01841353259937888,0.02781743954992545,0.0,0.0,0.0,0.46583358575448136,0.8488833607997435
NR_both,B0,NR_both_minus_B0,6,R_t,source,positive,16236,0.0057133015569806045,0.5299725031606672,0.0017436793552426443,-0.0003906084020619539,0.0057133015569806045,0.0,0.0,0.0,0.5299725031606672,0.9657629964267812
NR_both,B0,NR_both_minus_B0,6,R_t,aligned,all,32982,0.004029875280735825,0.5356242095774171,0.0010531029036897615,1.4780018690055238e-05,0.0040288375143614896,1.0377663743352597e-06,0.025758456890745407,-0.0002758304831518288,0.5353483790942652,1.0
NR_both,B0,NR_both_minus_B0,6,R_t,aligned,zero,16746,0.0009271345080877787,0.014394499820875706,0.00043345142661007106,0.00043345142661007106,0.0009605808344175644,-3.3446326329785695e-05,-3.4818856603635484,0.0010572946027597608,0.015451794423635467,0.028863063804877388
NR_both,B0,NR_both_minus_B0,6,R_t,aligned,small_positive,15634,0.0018919750248174005,0.05596298947752584,0.0010404725463442463,0.0002799558583056237,0.0019112268972371791,-1.925187241977864e-05,-1.0073043890083677,0.0011447020655432766,0.05710769154306912,0.10667388521786013
NR_both,B0,NR_both_minus_B0,6,R_t,aligned,tail_gt_001,602,0.027800509098060085,0.46526672027901556,0.018618130548068962,-0.018518160967320545,0.027726382998245248,7.41260998148377e-05,0.2673486109584733,-0.0024778271514548367,0.4627888931275607,0.8644630509772626
NR_both,B0,NR_both_minus_B0,6,R_t,aligned,positive,16236,0.005665980294920121,0.5212297097565414,0.001692218673286737,-0.00041704256057999807,0.0056587298482396065,7.250446680514069e-06,0.1281285177939573,-0.0013331250859114352,0.5198965846706299,0.9711369361951229
NR_both,N_only,NR_both_minus_N_only,6,N_t,source,all,32982,0.003764674357115683,0.46744639958483236,0.0008692645215085704,6.758078480495541e-05,0.003764674357115683,0.0,0.0,0.0,0.46744639958483236,1.0
NR_both,N_only,NR_both_minus_N_only,6,N_t,source,zero,19976,0.0009587810341503486,0.018363159163213523,0.00041062115704908994,0.00041062115704908994,0.0009587810341503486,0.0,0.0,0.0,0.018363159163213523,0.03928398887984369
NR_both,N_only,NR_both_minus_N_only,6,N_t,source,small_positive,12608,0.0017888429756138227,0.04034508548520796,0.0009237866176765105,0.0002241014022643355,0.0017888429756138227,0.0,0.0,0.0,0.04034508548520796,0.08630954377023951
NR_both,N_only,NR_both_minus_N_only,6,N_t,source,tail_gt_001,398,0.032046533178878366,0.40873815493641086,0.02216184055155177,-0.022108264493779707,0.032046533178878366,0.0,0.0,0.0,0.40873815493641086,0.8744064673499168
NR_both,N_only,NR_both_minus_N_only,6,N_t,source,positive,13006,0.005876132079813036,0.44908324042161873,0.0015736978483148587,-0.00045929715429613886,0.005876132079813036,0.0,0.0,0.0,0.44908324042161873,0.9607160111201561
NR_both,N_only,NR_both_minus_N_only,6,N_t,aligned,all,32982,0.003713871978503745,0.4549156161882968,0.0008266410243317067,3.293693170912604e-05,0.003713871978503745,0.0,0.0,0.0,0.4549156161882968,1.0
NR_both,N_only,NR_both_minus_N_only,6,N_t,aligned,zero,19976,0.0008038381672980892,0.012907608244922094,0.00038113574785655685,0.00038113574785655685,0.0008038381672980892,0.0,0.0,0.0,0.012907608244922094,0.028373631912384012
NR_both,N_only,NR_both_minus_N_only,6,N_t,aligned,small_positive,12608,0.0016363454019682397,0.033759512069433104,0.0008582330966166044,0.0001823195273879665,0.0016363454019682397,0.0,0.0,0.0,0.033759512069433104,0.07421049282128733
NR_both,N_only,NR_both_minus_N_only,6,N_t,aligned,tail_gt_001,398,0.03202733191561574,0.4082484958739415,0.02218619015875281,-0.022175694519747904,0.03202733191561574,0.0,0.0,0.0,0.4082484958739415,0.8974158752663285
NR_both,N_only,NR_both_minus_N_only,6,N_t,aligned,positive,13006,0.005829659564935136,0.4420080079433746,0.0015108954763436698,-0.0005018638949371201,0.005829659564935136,0.0,0.0,0.0,0.4420080079433746,0.9716263680876157
NR_both,N_only,NR_both_minus_N_only,6,R_t,source,all,32982,0.004078992384064513,0.5487604154658112,0.0010904266014636432,3.9783947058286925e-05,0.004078992384064513,0.0,0.0,0.0,0.5487604154658112,1.0
NR_both,N_only,NR_both_minus_N_only,6,R_t,source,zero,16746,0.0010592140156236499,0.01878791230514385,0.000457068682536385,0.000457068682536385,0.0010592140156236499,0.0,0.0,0.0,0.01878791230514385,0.03423700357321851
NR_both,N_only,NR_both_minus_N_only,6,R_t,source,small_positive,15634,0.002025469737632449,0.06413891740618605,0.0010966044434944618,0.00030337908461994364,0.002025469737632449,0.0,0.0,0.0,0.06413891740618605,0.11687963562703808
NR_both,N_only,NR_both_minus_N_only,6,R_t,source,tail_gt_001,602,0.02781743954992545,0.46583358575448136,0.018548279305859054,-0.01841353259937888,0.02781743954992545,0.0,0.0,0.0,0.46583358575448136,0.8488833607997435
NR_both,N_only,NR_both_minus_N_only,6,R_t,source,positive,16236,0.0057133015569806045,0.5299725031606672,0.0017436793552426443,-0.0003906084020619539,0.0057133015569806045,0.0,0.0,0.0,0.5299725031606672,0.9657629964267812
NR_both,N_only,NR_both_minus_N_only,6,R_t,aligned,all,32982,0.004029875280735825,0.5356242095774171,0.0010531029036897615,1.4780018690055238e-05,0.0040288375143614896,1.0377663743352597e-06,0.025758456890745407,-0.0002758304831518288,0.5353483790942652,1.0
NR_both,N_only,NR_both_minus_N_only,6,R_t,aligned,zero,16746,0.0009271345080877787,0.014394499820875706,0.00043345142661007106,0.00043345142661007106,0.0009605808344175644,-3.3446326329785695e-05,-3.4818856603635484,0.0010572946027597608,0.015451794423635467,0.028863063804877388
NR_both,N_only,NR_both_minus_N_only,6,R_t,aligned,small_positive,15634,0.0018919750248174005,0.05596298947752584,0.0010404725463442463,0.0002799558583056237,0.0019112268972371791,-1.925187241977864e-05,-1.0073043890083677,0.0011447020655432766,0.05710769154306912,0.10667388521786013
NR_both,N_only,NR_both_minus_N_only,6,R_t,aligned,tail_gt_001,602,0.027800509098060085,0.46526672027901556,0.018618130548068962,-0.018518160967320545,0.027726382998245248,7.41260998148377e-05,0.2673486109584733,-0.0024778271514548367,0.4627888931275607,0.8644630509772626
NR_both,N_only,NR_both_minus_N_only,6,R_t,aligned,positive,16236,0.005665980294920121,0.5212297097565414,0.001692218673286737,-0.00041704256057999807,0.0056587298482396065,7.250446680514069e-06,0.1281285177939573,-0.0013331250859114352,0.5198965846706299,0.9711369361951229
NR_both,R_only,NR_both_minus_R_only,6,N_t,source,all,32982,0.003764674357115683,0.46744639958483236,0.0008692645215085704,6.758078480495541e-05,0.003764674357115683,0.0,0.0,0.0,0.46744639958483236,1.0
NR_both,R_only,NR_both_minus_R_only,6,N_t,source,zero,19976,0.0009587810341503486,0.018363159163213523,0.00041062115704908994,0.00041062115704908994,0.0009587810341503486,0.0,0.0,0.0,0.018363159163213523,0.03928398887984369
NR_both,R_only,NR_both_minus_R_only,6,N_t,source,small_positive,12608,0.0017888429756138227,0.04034508548520796,0.0009237866176765105,0.0002241014022643355,0.0017888429756138227,0.0,0.0,0.0,0.04034508548520796,0.08630954377023951
NR_both,R_only,NR_both_minus_R_only,6,N_t,source,tail_gt_001,398,0.032046533178878366,0.40873815493641086,0.02216184055155177,-0.022108264493779707,0.032046533178878366,0.0,0.0,0.0,0.40873815493641086,0.8744064673499168
NR_both,R_only,NR_both_minus_R_only,6,N_t,source,positive,13006,0.005876132079813036,0.44908324042161873,0.0015736978483148587,-0.00045929715429613886,0.005876132079813036,0.0,0.0,0.0,0.44908324042161873,0.9607160111201561
NR_both,R_only,NR_both_minus_R_only,6,N_t,aligned,all,32982,0.003713871978503745,0.4549156161882968,0.0008266410243317067,3.293693170912604e-05,0.0037119168268373607,1.9551516663844117e-06,0.05267229190719647,-0.0004788505969999246,0.45443676559129687,1.0
NR_both,R_only,NR_both_minus_R_only,6,N_t,aligned,zero,19976,0.0008038381672980892,0.012907608244922094,0.00038113574785655685,0.00038113574785655685,0.0008318570261473629,-2.8018858849273697e-05,-3.368230112696091,0.0009155063274057761,0.01382311457232787,0.030418125510469487
NR_both,R_only,NR_both_minus_R_only,6,N_t,aligned,small_positive,12608,0.0016363454019682397,0.033759512069433104,0.0008582330966166044,0.0001823195273879665,0.001682809526564403,-4.6464124596163215e-05,-2.761104204765441,0.0019444262877569285,0.03570393835719003,0.07856745109681727
NR_both,R_only,NR_both_minus_R_only,6,N_t,aligned,tail_gt_001,398,0.03202733191561574,0.4082484958739415,0.02218619015875281,-0.022175694519747904,0.03189609830512028,0.00013123361049546117,0.41144095193108576,-0.003338783212162577,0.40490971266177894,0.8910144233927132
NR_both,R_only,NR_both_minus_R_only,6,N_t,aligned,positive,13006,0.005829659564935136,0.4420080079433746,0.0015108954763436698,-0.0005018638949371201,0.005820457189864402,9.202375070733841e-06,0.1581039902974979,-0.0013943569244055931,0.440613651018969,0.9695818744895305
NR_both,R_only,NR_both_minus_R_only,6,R_t,source,all,32982,0.004078992384064513,0.5487604154658112,0.0010904266014636432,3.9783947058286925e-05,0.004078992384064513,0.0,0.0,0.0,0.5487604154658112,1.0
NR_both,R_only,NR_both_minus_R_only,6,R_t,source,zero,16746,0.0010592140156236499,0.01878791230514385,0.000457068682536385,0.000457068682536385,0.0010592140156236499,0.0,0.0,0.0,0.01878791230514385,0.03423700357321851
NR_both,R_only,NR_both_minus_R_only,6,R_t,source,small_positive,15634,0.002025469737632449,0.06413891740618605,0.0010966044434944618,0.00030337908461994364,0.002025469737632449,0.0,0.0,0.0,0.06413891740618605,0.11687963562703808
NR_both,R_only,NR_both_minus_R_only,6,R_t,source,tail_gt_001,602,0.02781743954992545,0.46583358575448136,0.018548279305859054,-0.01841353259937888,0.02781743954992545,0.0,0.0,0.0,0.46583358575448136,0.8488833607997435
NR_both,R_only,NR_both_minus_R_only,6,R_t,source,positive,16236,0.0057133015569806045,0.5299725031606672,0.0017436793552426443,-0.0003906084020619539,0.0057133015569806045,0.0,0.0,0.0,0.5299725031606672,0.9657629964267812
NR_both,R_only,NR_both_minus_R_only,6,R_t,aligned,all,32982,0.004029875280735825,0.5356242095774171,0.0010531029036897615,1.4780018690055238e-05,0.004029875280735825,0.0,0.0,0.0,0.5356242095774171,1.0
NR_both,R_only,NR_both_minus_R_only,6,R_t,aligned,zero,16746,0.0009271345080877787,0.014394499820875706,0.00043345142661007106,0.00043345142661007106,0.0009271345080877787,0.0,0.0,0.0,0.014394499820875706,0.026874251692678913
NR_both,R_only,NR_both_minus_R_only,6,R_t,aligned,small_positive,15634,0.0018919750248174005,0.05596298947752584,0.0010404725463442463,0.0002799558583056237,0.0018919750248174005,0.0,0.0,0.0,0.05596298947752584,0.10448181481878512
NR_both,R_only,NR_both_minus_R_only,6,R_t,aligned,tail_gt_001,602,0.027800509098060085,0.46526672027901556,0.018618130548068962,-0.018518160967320545,0.027800509098060085,0.0,0.0,0.0,0.46526672027901556,0.868643933488536
NR_both,R_only,NR_both_minus_R_only,6,R_t,aligned,positive,16236,0.005665980294920121,0.5212297097565414,0.001692218673286737,-0.00041704256057999807,0.005665980294920121,0.0,0.0,0.0,0.5212297097565414,0.9731257483073211
N_only,B0,N_only_minus_B0,24,N_t,source,all,28680,0.003795218919999953,0.4130977331428105,0.0008733654239528911,6.412097927692928e-05,0.003795218919999953,0.0,0.0,0.0,0.4130977331428105,1.0
N_only,B0,N_only_minus_B0,24,N_t,source,zero,17383,0.0009666006503833618,0.016241229235500296,0.0004016509214385142,0.0004016509214385142,0.0009666006503833618,0.0,0.0,0.0,0.016241229235500296,0.039315706508332736
N_only,B0,N_only_minus_B0,24,N_t,source,small_positive,10931,0.0018448414688122172,0.037203003132433014,0.0009354982904442652,0.00024491725044125463,0.0018448414688122172,0.0,0.0,0.0,0.037203003132433014,0.09005859908597393
N_only,B0,N_only_minus_B0,24,N_t,source,tail_gt_001,366,0.03134740560529251,0.3596535007748772,0.02142155895835236,-0.021366390017149493,0.03134740560529251,0.0,0.0,0.0,0.3596535007748772,0.8706256944056933
N_only,B0,N_only_minus_B0,24,N_t,source,positive,11297,0.005927003541018186,0.3968565039073102,0.001599205310401277,-0.00045524548833348325,0.005927003541018186,0.0,0.0,0.0,0.3968565039073102,0.9606842934916672
N_only,B0,N_only_minus_B0,24,N_t,aligned,all,28680,0.0037555222490158278,0.40450121036662123,0.0008419300225488983,3.606284159193089e-05,0.003751278596995849,4.243652019978936e-06,0.11312548269215572,-0.000913637266455436,0.4035875731001658,1.0
N_only,B0,N_only_minus_B0,24,N_t,aligned,zero,17383,0.0008146116052508966,0.011535220907778341,0.00038258407144121665,0.00038258407144121665,0.0008396591383791716,-2.504753312827497e-05,-2.9830596706927115,0.0007202715800019369,0.012255492487780278,0.030366377224252655
N_only,B0,N_only_minus_B0,24,N_t,aligned,small_positive,10931,0.0016696098748513728,0.030471224273953504,0.0008779897606379207,0.0002084378536251555,0.0017097851604683794,-4.017528561700654e-05,-2.3497271204530157,0.0014840817652311059,0.03195530603918461,0.07917812184780444
N_only,B0,N_only_minus_B0,24,N_t,aligned,tail_gt_001,366,0.03147098434584497,0.3624947651848893,0.021581388140182015,-0.021569974849679416,0.031335343554275634,0.00013564079156933723,0.4328683722085058,-0.0031179906116883815,0.35937677457320094,0.890455500927943
N_only,B0,N_only_minus_B0,24,N_t,aligned,positive,11297,0.005897879808171791,0.392965989458843,0.0015487380838133775,-0.000497138764008683,0.005885605672359578,1.2274135812212657e-05,0.20854499087248346,-0.0016339088464574214,0.39133208061238556,0.9696336227757475
N_only,B0,N_only_minus_B0,24,R_t,source,all,28680,0.0034904335913754463,0.34941207248840406,0.0009168035247756344,4.117972955495236e-05,0.0034904335913754463,0.0,0.0,0.0,0.34941207248840406,1.0
N_only,B0,N_only_minus_B0,24,R_t,source,zero,15128,0.0009248943969720083,0.01294093967788365,0.0004216756169799506,0.0004216756169799506,0.0009248943969720083,0.0,0.0,0.0,0.01294093967788365,0.03703632672369419
N_only,B0,N_only_minus_B0,24,R_t,source,small_positive,13195,0.001710070796846581,0.03858669440835188,0.000952213588109283,0.00016311360149707081,0.001710070796846581,0.0,0.0,0.0,0.03858669440835188,0.1104332032191946
N_only,B0,N_only_minus_B0,24,R_t,source,tail_gt_001,357,0.02888615917014086,0.29788443840216855,0.020589238268320754,-0.020589238268320754,0.02888615917014086,0.0,0.0,0.0,0.29788443840216855,0.8525304700571112
N_only,B0,N_only_minus_B0,24,R_t,source,positive,13552,0.0049827856915112805,0.33647113281052043,0.0014695112423917134,-0.00038356508928841937,0.0049827856915112805,0.0,0.0,0.0,0.33647113281052043,0.9629636732763059
N_only,B0,N_only_minus_B0,24,R_t,aligned,all,28680,0.0034605923896103333,0.34346306702399043,0.0008986405205826444,3.769912180419696e-05,0.0034605923896103333,0.0,0.0,0.0,0.34346306702399043,1.0
N_only,B0,N_only_minus_B0,24,R_t,aligned,zero,15128,0.0008406448708539153,0.010690712509653245,0.0004193525109931975,0.0004193525109931975,0.0008406448708539153,0.0,0.0,0.0,0.010690712509653245,0.03112623608204871
N_only,B0,N_only_minus_B0,24,R_t,aligned,small_positive,13195,0.00161866242720898,0.034571797962740194,0.0009150766324610419,0.00015853392995232858,0.00161866242720898,0.0,0.0,0.0,0.034571797962740194,0.1006565225842038
N_only,B0,N_only_minus_B0,24,R_t,aligned,tail_gt_001,357,0.028901482256367364,0.298200556551597,0.020601146158772267,-0.020601146158772267,0.028901482256367364,0.0,0.0,0.0,0.298200556551597,0.8682172413337476
N_only,B0,N_only_minus_B0,24,R_t,aligned,positive,13552,0.004955322488471698,0.33277235451433723,0.00143366627390829,-0.0003883378079221312,0.004955322488471698,0.0,0.0,0.0,0.33277235451433723,0.9688737639179514
R_only,B0,R_only_minus_B0,24,N_t,source,all,28680,0.003795218919999953,0.4130977331428105,0.0008733654239528911,6.412097927692928e-05,0.003795218919999953,0.0,0.0,0.0,0.4130977331428105,1.0
R_only,B0,R_only_minus_B0,24,N_t,source,zero,17383,0.0009666006503833618,0.016241229235500296,0.0004016509214385142,0.0004016509214385142,0.0009666006503833618,0.0,0.0,0.0,0.016241229235500296,0.039315706508332736
R_only,B0,R_only_minus_B0,24,N_t,source,small_positive,10931,0.0018448414688122172,0.037203003132433014,0.0009354982904442652,0.00024491725044125463,0.0018448414688122172,0.0,0.0,0.0,0.037203003132433014,0.09005859908597393
R_only,B0,R_only_minus_B0,24,N_t,source,tail_gt_001,366,0.03134740560529251,0.3596535007748772,0.02142155895835236,-0.021366390017149493,0.03134740560529251,0.0,0.0,0.0,0.3596535007748772,0.8706256944056933
R_only,B0,R_only_minus_B0,24,N_t,source,positive,11297,0.005927003541018186,0.3968565039073102,0.001599205310401277,-0.00045524548833348325,0.005927003541018186,0.0,0.0,0.0,0.3968565039073102,0.9606842934916672
R_only,B0,R_only_minus_B0,24,N_t,aligned,all,28680,0.003751278596995849,0.4035875731001658,0.0008524173122341514,5.152600198449813e-05,0.003751278596995849,0.0,0.0,0.0,0.4035875731001658,1.0
R_only,B0,R_only_minus_B0,24,N_t,aligned,zero,17383,0.0008396591383791716,0.012255492487780278,0.00039476846167128105,0.00039476846167128105,0.0008396591383791716,0.0,0.0,0.0,0.012255492487780278,0.030366377224252655
R_only,B0,R_only_minus_B0,24,N_t,aligned,small_positive,10931,0.0017097851604683794,0.03195530603918461,0.0008913154518734022,0.0002240412846728685,0.0017097851604683794,0.0,0.0,0.0,0.03195530603918461,0.07917812184780444
R_only,B0,R_only_minus_B0,24,N_t,aligned,tail_gt_001,366,0.031335343554275634,0.35937677457320094,0.021426500385834487,-0.021402977363594526,0.031335343554275634,0.0,0.0,0.0,0.35937677457320094,0.890455500927943
R_only,B0,R_only_minus_B0,24,N_t,aligned,positive,11297,0.005885605672359578,0.39133208061238556,0.0015566139989062215,-0.0004766304711265356,0.005885605672359578,0.0,0.0,0.0,0.39133208061238556,0.9696336227757475
R_only,B0,R_only_minus_B0,24,R_t,source,all,28680,0.0034904335913754463,0.34941207248840406,0.0009168035247756344,4.117972955495236e-05,0.0034904335913754463,0.0,0.0,0.0,0.34941207248840406,1.0
R_only,B0,R_only_minus_B0,24,R_t,source,zero,15128,0.0009248943969720083,0.01294093967788365,0.0004216756169799506,0.0004216756169799506,0.0009248943969720083,0.0,0.0,0.0,0.01294093967788365,0.03703632672369419
