case,horizon,space,P71_group,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
NB_P48,osi_target_t24h,component_clipped,.5<=p<=1,240,0.01686317109813775,0.009898314909437012,0.06824796947641643,-0.003020038273807508,0.01686317109813775,0.0,0.0,0.0
NB_P48,osi_target_t24h,aligned,p=0,6360,0.015718826426371447,0.004230663460718134,1.5714383668544218,-0.00036311258720842616,0.015730271752918162,-1.1445326546715567e-05,-0.0727598780649985,0.002289251460944053
NB_P48,osi_target_t24h,aligned,0<p<.01,10440,0.012560800376062886,0.003341382892938483,1.647157491551428,-0.0003682902289215798,0.012560423372948465,3.7700311442123713e-07,0.0030015159778296052,-9.887493893456778e-05
NB_P48,osi_target_t24h,aligned,.01<=p<.1,7320,0.012282712350596772,0.003975353093486258,1.1043319660725182,0.0008433574025405714,0.012305047626049245,-2.2335275452473394e-05,-0.18151311665945968,0.004019956548251713
NB_P48,osi_target_t24h,aligned,.1<=p<.5,4320,0.012761918571993314,0.006387241119139295,0.7035835635569716,0.0006839084298823376,0.012747113393359611,1.4805178633702995e-05,0.11614534347372807,-0.0016315161480859874
NB_P48,osi_target_t24h,aligned,.5<=p<=1,240,0.024137802915329677,0.013005401312224192,0.1398320470990315,-0.0013393537532137107,0.02407842248883497,5.9380426494705374e-05,0.24661261144596214,-0.000687144006831425
NB_P48,osi_target_t48h,component_clipped,p=0,5088,0.015759049729691835,0.004032083046698583,1.2635928349721968,-0.0005089813882459196,0.01578495889674735,-2.5909167055516297e-05,-0.16413832449607701,0.004158315496556764
NB_P48,osi_target_t48h,component_clipped,0<p<.01,8352,0.011563228168283706,0.003187600006424599,1.1167312678507881,-0.00014464987998166084,0.011597304138948545,-3.407597066483817e-05,-0.2938266536478662,0.006591545557924405
NB_P48,osi_target_t48h,component_clipped,.01<=p<.1,5856,0.011722779051271448,0.0031226804276572153,0.8047523010989426,0.000611923935623538,0.011819436195316968,-9.66571440455203e-05,-0.8177813429359415,0.013325464387646146
NB_P48,osi_target_t48h,component_clipped,.1<=p<.5,3456,0.00915169444902123,0.0036475476795407493,0.28945213501217815,-9.55786801395431e-05,0.008954253481607003,0.00019744096741422697,2.2049964055606885,-0.012354701905295529
NB_P48,osi_target_t48h,component_clipped,.5<=p<=1,192,0.008792690713805425,0.005738899525544582,0.014843790717818913,-0.004315222347533589,0.007644089322720343,0.0011486013910850818,15.026006926307378,-0.0036248272156633003
NB_P48,osi_target_t48h,aligned,p=0,5088,0.015688843298759483,0.0038640410658653764,1.2523593230218182,-0.0006929090858883108,0.01570317597019333,-1.4332671433848337e-05,-0.09127243725125522,0.002289251460944053
NB_P48,osi_target_t48h,aligned,0<p<.01,8352,0.011925534420543829,0.0031201589090737794,1.1878078363924878,-0.0002636699537100543,0.01192503806036217,4.963601816579399e-07,0.004162336247026666,-9.887493893456778e-05
NB_P48,osi_target_t48h,aligned,.01<=p<.1,5856,0.011559364215807342,0.0033036459389564577,0.7824722846875127,0.0008483066265250042,0.011589019331396612,-2.9655115589270753e-05,-0.25588977584091177,0.004019956548251713
NB_P48,osi_target_t48h,aligned,.1<=p<.5,3456,0.008493876962344384,0.003835363673394578,0.24933638886259274,0.0008147342073911823,0.008466041792518494,2.783516982588982e-05,0.32878611407858305,-0.0016315161480860707
NB_P48,osi_target_t48h,aligned,.5<=p<=1,192,0.007090654527101843,0.004570758008615934,0.009653257271560294,-0.0018350329373079592,0.006833630556821861,0.00025702397027998255,3.7611627983517693,-0.0006871440068314388
