pair,horizon,fipsCode,countyName,stateAbbr,improved_splits,worsened_splits,split42_sse_reduction,split20260917_sse_reduction,split20260918_sse_reduction
I1_minus_B0,1,18091,LaPorte County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18093,Lawrence County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18095,Madison County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18097,Marion County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18099,Marshall County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18101,Martin County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18103,Miami County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18105,Monroe County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18107,Montgomery County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18109,Morgan County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18111,Newton County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18113,Noble County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18117,Orange County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18121,Parke County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18123,Perry County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18125,Pike County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18127,Porter County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18129,Posey County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18131,Pulaski County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18133,Putnam County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18135,Randolph County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18137,Ripley County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18139,Rush County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18141,St. Joseph County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18143,Scott County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18145,Shelby County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18147,Spencer County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18149,Starke County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18151,Steuben County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18153,Sullivan County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18155,Switzerland County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18157,Tippecanoe County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18159,Tipton County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18161,Union County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18163,Vanderburgh County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18165,Vermillion County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18167,Vigo County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18169,Wabash County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18171,Warren County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18173,Warrick County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18175,Washington County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18177,Wayne County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18179,Wells County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18181,White County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,18183,Whitley County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,1,39017,Butler County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39023,Clark County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39025,Clermont County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39027,Clinton County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39029,Columbiana County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39031,Coshocton County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39033,Crawford County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39035,Cuyahoga County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39037,Darke County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39039,Defiance County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39045,Fairfield County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39049,Franklin County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39051,Fulton County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39053,Gallia County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39055,Geauga County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39059,Guernsey County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39061,Hamilton County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39063,Hancock County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39065,Hardin County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39069,Henry County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39073,Hocking County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39075,Holmes County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39077,Huron County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39081,Jefferson County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39085,Lake County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39087,Lawrence County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39089,Licking County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39091,Logan County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39093,Lorain County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39095,Lucas County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39097,Madison County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39099,Mahoning County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39101,Marion County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39103,Medina County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39105,Meigs County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39107,Mercer County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39109,Miami County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39111,Monroe County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39113,Montgomery County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39115,Morgan County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39117,Morrow County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39119,Muskingum County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39121,Noble County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39123,Ottawa County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39125,Paulding County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39127,Perry County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39129,Pickaway County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39131,Pike County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39133,Portage County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39135,Preble County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39137,Putnam County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39139,Richland County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39141,Ross County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39143,Sandusky County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39145,Scioto County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39147,Seneca County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39149,Shelby County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39151,Stark County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39153,Summit County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39155,Trumbull County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39157,Tuscarawas County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39159,Union County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39161,Van Wert County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39163,Vinton County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39165,Warren County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39167,Washington County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39169,Wayne County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39171,Williams County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39173,Wood County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,39175,Wyandot County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,1,42005,Armstrong County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42007,Beaver County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42009,Bedford County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42013,Blair County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42015,Bradford County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42019,Butler County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42021,Cambria County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42023,Cameron County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42025,Carbon County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42027,Centre County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42029,Chester County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42031,Clarion County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42033,Clearfield County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42035,Clinton County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42039,Crawford County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42041,Cumberland County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42043,Dauphin County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42045,Delaware County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42047,Elk County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42049,Erie County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42051,Fayette County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42053,Forest County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42055,Franklin County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42057,Fulton County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42059,Greene County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42061,Huntingdon County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42063,Indiana County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42065,Jefferson County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42067,Juniata County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42069,Lackawanna County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42075,Lebanon County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42077,Lehigh County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42079,Luzerne County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42081,Lycoming County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42083,McKean County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42085,Mercer County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42089,Monroe County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42091,Montgomery County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42095,Northampton County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42097,Northumberland County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42101,Philadelphia County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42103,Pike County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42109,Snyder County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42113,Sullivan County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42115,Susquehanna County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42119,Union County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42121,Venango County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42125,Washington County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42127,Wayne County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42129,Westmoreland County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42131,Wyoming County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,42133,York County,PA,0,0,0.0,0.0,0.0
I1_minus_B0,1,54007,Braxton County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54009,Brooke County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54013,Calhoun County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54015,Clay County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54019,Fayette County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54023,Grant County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54025,Greenbrier County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54027,Hampshire County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54029,Hancock County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54031,Hardy County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54033,Harrison County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54035,Jackson County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54037,Jefferson County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54039,Kanawha County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54041,Lewis County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54043,Lincoln County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54045,Logan County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54047,McDowell County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54053,Mason County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54055,Mercer County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54057,Mineral County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54059,Mingo County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54063,Monroe County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54067,Nicholas County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54069,Ohio County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54071,Pendleton County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54073,Pleasants County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54075,Pocahontas County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54077,Preston County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54079,Putnam County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54081,Raleigh County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54083,Randolph County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54085,Ritchie County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54087,Roane County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54089,Summers County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54091,Taylor County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54093,Tucker County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54095,Tyler County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54097,Upshur County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54099,Wayne County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54101,Webster County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54103,Wetzel County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54105,Wirt County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54107,Wood County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,1,54109,Wyoming County,WV,0,0,0.0,0.0,0.0
I1_minus_B0,6,18009,Blackford County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18013,Brown County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18023,Clinton County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18025,Crawford County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18027,Daviess County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18029,Dearborn County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18033,DeKalb County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18035,Delaware County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18037,Dubois County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18039,Elkhart County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18041,Fayette County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18043,Floyd County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18045,Fountain County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18047,Franklin County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18051,Gibson County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18059,Hancock County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18061,Harrison County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18065,Henry County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18067,Howard County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18069,Huntington County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18071,Jackson County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18073,Jasper County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18077,Jefferson County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18083,Knox County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18085,Kosciusko County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18087,LaGrange County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18089,Lake County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18091,LaPorte County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18093,Lawrence County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18095,Madison County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18097,Marion County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18099,Marshall County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18101,Martin County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18103,Miami County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18105,Monroe County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18107,Montgomery County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18109,Morgan County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18111,Newton County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18113,Noble County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18117,Orange County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18121,Parke County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18123,Perry County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18125,Pike County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18127,Porter County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18129,Posey County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18131,Pulaski County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18133,Putnam County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18135,Randolph County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18137,Ripley County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18139,Rush County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18141,St. Joseph County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18143,Scott County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18145,Shelby County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18147,Spencer County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18149,Starke County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18151,Steuben County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18153,Sullivan County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18155,Switzerland County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18157,Tippecanoe County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18159,Tipton County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18161,Union County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18163,Vanderburgh County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18165,Vermillion County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18167,Vigo County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18169,Wabash County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18171,Warren County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18173,Warrick County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18175,Washington County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18177,Wayne County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18179,Wells County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18181,White County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,18183,Whitley County,IN,0,0,0.0,0.0,0.0
I1_minus_B0,6,39017,Butler County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39023,Clark County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39025,Clermont County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39027,Clinton County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39029,Columbiana County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39031,Coshocton County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39033,Crawford County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39035,Cuyahoga County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39037,Darke County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39039,Defiance County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39045,Fairfield County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39049,Franklin County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39051,Fulton County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39053,Gallia County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39055,Geauga County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39059,Guernsey County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39061,Hamilton County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39063,Hancock County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39065,Hardin County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39069,Henry County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39073,Hocking County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39075,Holmes County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39077,Huron County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39081,Jefferson County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39085,Lake County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39087,Lawrence County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39089,Licking County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39091,Logan County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39093,Lorain County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39095,Lucas County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39097,Madison County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39099,Mahoning County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39101,Marion County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39103,Medina County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39105,Meigs County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39107,Mercer County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39109,Miami County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39111,Monroe County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39113,Montgomery County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39115,Morgan County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39117,Morrow County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39119,Muskingum County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39121,Noble County,OH,0,0,0.0,0.0,0.0
I1_minus_B0,6,39123,Ottawa County,OH,0,0,0.0,0.0,0.0
