cv_seed,candidate,horizon,n,rmse,mae,sse,sae,bias
20260918,B0,48,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,52.35274310806423,9.232167604194413e-06
20260918,I1,1,34177,0.01055449106533266,0.003229156298840456,3.8072248948900858,110.36287482547026,-5.968048855843743e-05
20260918,I1,6,32982,0.00954921332229313,0.0030963344331429855,3.0075453029124564,102.12330227392195,-4.027044658716905e-05
20260918,I1,24,28680,0.008030970870658143,0.0027950065193870217,1.8497594228353134,80.16078697601978,-1.3201457042298306e-05
20260918,I1,48,22944,0.007313159737981613,0.002156003913490247,1.2270980140246306,49.46735379112023,-0.0001396090652224994
20260918,I2,1,34177,0.01055449106533266,0.003229156298840456,3.8072248948900858,110.36287482547026,-5.968048855843743e-05
20260918,I2,6,32982,0.00954921332229313,0.0030963344331429855,3.0075453029124564,102.12330227392195,-4.027044658716905e-05
20260918,I2,24,28680,0.007918134856272884,0.00263796584027466,1.7981459333889054,75.65686029907725,-0.00015679471340414498
20260918,I2,48,22944,0.007313159737981613,0.002156003913490247,1.2270980140246306,49.46735379112023,-0.0001396090652224994
20260918,I3,1,34177,0.01055449106533266,0.003229156298840456,3.8072248948900858,110.36287482547026,-5.968048855843743e-05
20260918,I3,6,32982,0.00954921332229313,0.0030963344331429855,3.0075453029124564,102.12330227392195,-4.027044658716905e-05
20260918,I3,24,28680,0.007942174103312357,0.002679105817416192,1.8090807536964937,76.83675484349638,-0.00013078154641495748
20260918,I3,48,22944,0.007313159737981613,0.002156003913490247,1.2270980140246306,49.46735379112023,-0.0001396090652224994
