cv_seed,pair,horizon,direction,rank,fipsCode,countyName,stateAbbr,sse_reduction
20260917,I2_minus_I1,24,worsened,3,54109,Wyoming County,WV,-0.009828831453970798
20260917,I2_minus_I1,24,worsened,4,18013,Brown County,IN,-0.006728347560483058
20260917,I2_minus_I1,24,worsened,5,42023,Cameron County,PA,-0.00634645459629914
20260917,I2_minus_I1,24,worsened,6,54103,Wetzel County,WV,-0.0057799536804825115
20260917,I2_minus_I1,24,worsened,7,39091,Logan County,OH,-0.005637818742637659
20260917,I2_minus_I1,24,worsened,8,39107,Mercer County,OH,-0.0052890182795890875
20260917,I2_minus_I1,24,worsened,9,42047,Elk County,PA,-0.00394714808113255
20260917,I2_minus_I1,24,worsened,10,18117,Orange County,IN,-0.00384115775898089
20260917,I2_minus_I1,24,improved,1,39157,Tuscarawas County,OH,0.012540398505629546
20260917,I2_minus_I1,24,improved,2,18121,Parke County,IN,0.00402244805066948
20260917,I2_minus_I1,24,improved,3,54007,Braxton County,WV,0.00333492035753169
20260917,I2_minus_I1,24,improved,4,39055,Geauga County,OH,0.0028924394921572266
20260917,I2_minus_I1,24,improved,5,54099,Wayne County,WV,0.0026133248551265167
20260917,I2_minus_I1,24,improved,6,42035,Clinton County,PA,0.0024574176143293764
20260917,I2_minus_I1,24,improved,7,54071,Pendleton County,WV,0.002343780323034641
20260917,I2_minus_I1,24,improved,8,54069,Ohio County,WV,0.002293361629560285
20260917,I2_minus_I1,24,improved,9,39159,Union County,OH,0.0022598658083707
20260917,I2_minus_I1,24,improved,10,54013,Calhoun County,WV,0.0022210903919079317
20260917,I3_minus_B0,24,worsened,1,54015,Clay County,WV,-0.008337637462688174
20260917,I3_minus_B0,24,worsened,2,39149,Shelby County,OH,-0.006442306166871591
20260917,I3_minus_B0,24,worsened,3,54109,Wyoming County,WV,-0.0043057823244146455
20260917,I3_minus_B0,24,worsened,4,18013,Brown County,IN,-0.0033138275036822262
20260917,I3_minus_B0,24,worsened,5,42023,Cameron County,PA,-0.002932893959207185
20260917,I3_minus_B0,24,worsened,6,54103,Wetzel County,WV,-0.002729358762961551
20260917,I3_minus_B0,24,worsened,7,39091,Logan County,OH,-0.0026600721816094144
20260917,I3_minus_B0,24,worsened,8,39107,Mercer County,OH,-0.0023400062161710537
20260917,I3_minus_B0,24,worsened,9,18117,Orange County,IN,-0.0018670297976184531
20260917,I3_minus_B0,24,worsened,10,42047,Elk County,PA,-0.0018539842522281025
20260917,I3_minus_B0,24,improved,1,39157,Tuscarawas County,OH,0.006926871511529639
20260917,I3_minus_B0,24,improved,2,18121,Parke County,IN,0.002113534502294373
20260917,I3_minus_B0,24,improved,3,54007,Braxton County,WV,0.0016912311887158082
20260917,I3_minus_B0,24,improved,4,39055,Geauga County,OH,0.001663762227727749
20260917,I3_minus_B0,24,improved,5,39159,Union County,OH,0.001598735186821962
20260917,I3_minus_B0,24,improved,6,54069,Ohio County,WV,0.0014568778498631665
20260917,I3_minus_B0,24,improved,7,54099,Wayne County,WV,0.0014073641362273084
20260917,I3_minus_B0,24,improved,8,42035,Clinton County,PA,0.0013926300381796172
20260917,I3_minus_B0,24,improved,9,54071,Pendleton County,WV,0.0013096754934793058
20260917,I3_minus_B0,24,improved,10,39117,Morrow County,OH,0.0012645997155650186
20260917,I3_minus_B0,48,worsened,1,54071,Pendleton County,WV,-0.001489906835228632
20260917,I3_minus_B0,48,worsened,2,54059,Mingo County,WV,-0.0013142014169876398
20260917,I3_minus_B0,48,worsened,3,39127,Perry County,OH,-0.0010524625854063073
20260917,I3_minus_B0,48,worsened,4,42029,Chester County,PA,-0.0009411985629538301
20260917,I3_minus_B0,48,worsened,5,54073,Pleasants County,WV,-0.0008213740980978672
20260917,I3_minus_B0,48,worsened,6,39101,Marion County,OH,-0.0007410132082789869
20260917,I3_minus_B0,48,worsened,7,54031,Hardy County,WV,-0.0006743321449024535
20260917,I3_minus_B0,48,worsened,8,39149,Shelby County,OH,-0.0006369654839254082
20260917,I3_minus_B0,48,worsened,9,54045,Logan County,WV,-0.0005925371303550754
20260917,I3_minus_B0,48,worsened,10,42049,Erie County,PA,-0.0005240415442328934
20260917,I3_minus_B0,48,improved,1,42035,Clinton County,PA,0.003069075199444055
20260917,I3_minus_B0,48,improved,2,54033,Harrison County,WV,0.002263590861606126
20260917,I3_minus_B0,48,improved,3,39157,Tuscarawas County,OH,0.0013071206381442893
20260917,I3_minus_B0,48,improved,4,54095,Tyler County,WV,0.001264941124964461
20260917,I3_minus_B0,48,improved,5,18111,Newton County,IN,0.00111289546863915
20260917,I3_minus_B0,48,improved,6,54099,Wayne County,WV,0.0009831138520551347
20260917,I3_minus_B0,48,improved,7,42053,Forest County,PA,0.0009301981341042981
20260917,I3_minus_B0,48,improved,8,54043,Lincoln County,WV,0.0009236183219687591
20260917,I3_minus_B0,48,improved,9,54087,Roane County,WV,0.0008791093982890574
20260917,I3_minus_B0,48,improved,10,54041,Lewis County,WV,0.0008419053984994561
20260917,I3_minus_I1,24,worsened,1,54015,Clay County,WV,-0.008337637462688174
20260917,I3_minus_I1,24,worsened,2,39149,Shelby County,OH,-0.006442306166871591
20260917,I3_minus_I1,24,worsened,3,54109,Wyoming County,WV,-0.0043057823244146455
20260917,I3_minus_I1,24,worsened,4,18013,Brown County,IN,-0.0033138275036822262
20260917,I3_minus_I1,24,worsened,5,42023,Cameron County,PA,-0.002932893959207185
20260917,I3_minus_I1,24,worsened,6,54103,Wetzel County,WV,-0.002729358762961551
20260917,I3_minus_I1,24,worsened,7,39091,Logan County,OH,-0.0026600721816094144
20260917,I3_minus_I1,24,worsened,8,39107,Mercer County,OH,-0.0023400062161710537
20260917,I3_minus_I1,24,worsened,9,18117,Orange County,IN,-0.0018670297976184531
20260917,I3_minus_I1,24,worsened,10,42047,Elk County,PA,-0.0018539842522281025
20260917,I3_minus_I1,24,improved,1,39157,Tuscarawas County,OH,0.006926871511529639
20260917,I3_minus_I1,24,improved,2,18121,Parke County,IN,0.002113534502294373
20260917,I3_minus_I1,24,improved,3,54007,Braxton County,WV,0.0016912311887158082
20260917,I3_minus_I1,24,improved,4,39055,Geauga County,OH,0.001663762227727749
20260917,I3_minus_I1,24,improved,5,39159,Union County,OH,0.001598735186821962
20260917,I3_minus_I1,24,improved,6,54069,Ohio County,WV,0.0014568778498631665
20260917,I3_minus_I1,24,improved,7,54099,Wayne County,WV,0.0014073641362273084
20260917,I3_minus_I1,24,improved,8,42035,Clinton County,PA,0.0013926300381796172
20260917,I3_minus_I1,24,improved,9,54071,Pendleton County,WV,0.0013096754934793058
20260917,I3_minus_I1,24,improved,10,39117,Morrow County,OH,0.0012645997155650186
20260917,I3_minus_I2,24,worsened,1,39157,Tuscarawas County,OH,-0.005613526994099907
20260917,I3_minus_I2,24,worsened,2,18121,Parke County,IN,-0.0019089135483751074
20260917,I3_minus_I2,24,worsened,3,54007,Braxton County,WV,-0.0016436891688158817
20260917,I3_minus_I2,24,worsened,4,39055,Geauga County,OH,-0.0012286772644294775
20260917,I3_minus_I2,24,worsened,5,54099,Wayne County,WV,-0.0012059607188992082
20260917,I3_minus_I2,24,worsened,6,42035,Clinton County,PA,-0.0010647875761497592
20260917,I3_minus_I2,24,worsened,7,54071,Pendleton County,WV,-0.0010341048295553351
20260917,I3_minus_I2,24,worsened,8,54013,Calhoun County,WV,-0.001000181686028223
20260917,I3_minus_I2,24,worsened,9,54091,Taylor County,WV,-0.0009355986940661636
20260917,I3_minus_I2,24,worsened,10,42051,Fayette County,PA,-0.0008749456415635955
20260917,I3_minus_I2,24,improved,1,54015,Clay County,WV,0.008577579466676755
20260917,I3_minus_I2,24,improved,2,39149,Shelby County,OH,0.008369408878676342
20260917,I3_minus_I2,24,improved,3,54109,Wyoming County,WV,0.005523049129556153
20260917,I3_minus_I2,24,improved,4,18013,Brown County,IN,0.003414520056800832
20260917,I3_minus_I2,24,improved,5,42023,Cameron County,PA,0.003413560637091955
20260917,I3_minus_I2,24,improved,6,54103,Wetzel County,WV,0.0030505949175209605
20260917,I3_minus_I2,24,improved,7,39091,Logan County,OH,0.0029777465610282446
20260917,I3_minus_I2,24,improved,8,39107,Mercer County,OH,0.002949012063418034
20260917,I3_minus_I2,24,improved,9,54075,Pocahontas County,WV,0.0021013912965887026
20260917,I3_minus_I2,24,improved,10,42047,Elk County,PA,0.002093163828904447
20260918,I1_minus_B0,48,worsened,1,54101,Webster County,WV,-0.0074588299796787515
20260918,I1_minus_B0,48,worsened,2,42023,Cameron County,PA,-0.00310306412716819
20260918,I1_minus_B0,48,worsened,3,54105,Wirt County,WV,-0.0015941526202315377
20260918,I1_minus_B0,48,worsened,4,54103,Wetzel County,WV,-0.0012606569987763244
20260918,I1_minus_B0,48,worsened,5,54045,Logan County,WV,-0.0009832940226940775
20260918,I1_minus_B0,48,worsened,6,54071,Pendleton County,WV,-0.0009513917916810222
20260918,I1_minus_B0,48,worsened,7,42029,Chester County,PA,-0.0008703961306703589
20260918,I1_minus_B0,48,worsened,8,42049,Erie County,PA,-0.0008488668424769114
20260918,I1_minus_B0,48,worsened,9,39149,Shelby County,OH,-0.0008447749871882994
20260918,I1_minus_B0,48,worsened,10,42039,Crawford County,PA,-0.000821512807140011
20260918,I1_minus_B0,48,improved,1,54007,Braxton County,WV,0.005628856296850268
20260918,I1_minus_B0,48,improved,2,54083,Randolph County,WV,0.004309917637982823
20260918,I1_minus_B0,48,improved,3,39157,Tuscarawas County,OH,0.0038225120156841277
20260918,I1_minus_B0,48,improved,4,18087,LaGrange County,IN,0.0036378412428202415
20260918,I1_minus_B0,48,improved,5,42113,Sullivan County,PA,0.0026676649237981223
20260918,I1_minus_B0,48,improved,6,54033,Harrison County,WV,0.002573533643023478
20260918,I1_minus_B0,48,improved,7,42035,Clinton County,PA,0.0021861097312370105
20260918,I1_minus_B0,48,improved,8,18013,Brown County,IN,0.0019775931146269847
20260918,I1_minus_B0,48,improved,9,54019,Fayette County,WV,0.001824017239623242
20260918,I1_minus_B0,48,improved,10,39119,Muskingum County,OH,0.0014909717293374695
20260918,I2_minus_I1,24,worsened,1,18013,Brown County,IN,-0.010320960506863736
20260918,I2_minus_I1,24,worsened,2,39119,Muskingum County,OH,-0.00926979716619164
20260918,I2_minus_I1,24,worsened,3,39127,Perry County,OH,-0.003667507884230311
20260918,I2_minus_I1,24,worsened,4,54105,Wirt County,WV,-0.0035083451570277814
20260918,I2_minus_I1,24,worsened,5,54009,Brooke County,WV,-0.0026902924109624107
20260918,I2_minus_I1,24,worsened,6,18121,Parke County,IN,-0.0022946495531040306
20260918,I2_minus_I1,24,worsened,7,42049,Erie County,PA,-0.002277570981853412
20260918,I2_minus_I1,24,worsened,8,39101,Marion County,OH,-0.0019873574284346024
20260918,I2_minus_I1,24,worsened,9,18117,Orange County,IN,-0.0019765185206351045
20260918,I2_minus_I1,24,worsened,10,54103,Wetzel County,WV,-0.0018896684146235548
20260918,I2_minus_I1,24,improved,1,39157,Tuscarawas County,OH,0.0265879283128794
20260918,I2_minus_I1,24,improved,2,54071,Pendleton County,WV,0.008346489005607579
20260918,I2_minus_I1,24,improved,3,54013,Calhoun County,WV,0.005282142722338401
20260918,I2_minus_I1,24,improved,4,42057,Fulton County,PA,0.003744805667199383
20260918,I2_minus_I1,24,improved,5,42035,Clinton County,PA,0.0033292861435038987
20260918,I2_minus_I1,24,improved,6,54015,Clay County,WV,0.0028897159733269617
20260918,I2_minus_I1,24,improved,7,42063,Indiana County,PA,0.0026571785781555313
20260918,I2_minus_I1,24,improved,8,18027,Daviess County,IN,0.0025149809111763423
20260918,I2_minus_I1,24,improved,9,39055,Geauga County,OH,0.0024499189798339077
20260918,I2_minus_I1,24,improved,10,54085,Ritchie County,WV,0.0023607129900243204
20260918,I3_minus_B0,24,worsened,1,18013,Brown County,IN,-0.005030530832065935
20260918,I3_minus_B0,24,worsened,2,39119,Muskingum County,OH,-0.004505507421817878
20260918,I3_minus_B0,24,worsened,3,39127,Perry County,OH,-0.0017310723602772578
20260918,I3_minus_B0,24,worsened,4,54105,Wirt County,WV,-0.0014574887911885282
20260918,I3_minus_B0,24,worsened,5,54009,Brooke County,WV,-0.0011736106920263475
20260918,I3_minus_B0,24,worsened,6,18121,Parke County,IN,-0.0011025391972628862
20260918,I3_minus_B0,24,worsened,7,39101,Marion County,OH,-0.0010169860642092743
20260918,I3_minus_B0,24,worsened,8,18117,Orange County,IN,-0.00096770391737196
20260918,I3_minus_B0,24,worsened,9,42049,Erie County,PA,-0.000899460898028477
20260918,I3_minus_B0,24,worsened,10,54103,Wetzel County,WV,-0.000788301537447458
20260918,I3_minus_B0,24,improved,1,39157,Tuscarawas County,OH,0.014516026964336431
20260918,I3_minus_B0,24,improved,2,54071,Pendleton County,WV,0.004776271463512435
20260918,I3_minus_B0,24,improved,3,54013,Calhoun County,WV,0.0037311798148289
20260918,I3_minus_B0,24,improved,4,54015,Clay County,WV,0.0023755136279099975
20260918,I3_minus_B0,24,improved,5,42057,Fulton County,PA,0.002136267184541168
20260918,I3_minus_B0,24,improved,6,42035,Clinton County,PA,0.0018249898758014365
20260918,I3_minus_B0,24,improved,7,42063,Indiana County,PA,0.0015661618142724107
20260918,I3_minus_B0,24,improved,8,18027,Daviess County,IN,0.0014506214625519204
20260918,I3_minus_B0,24,improved,9,39055,Geauga County,OH,0.0014341680394847076
20260918,I3_minus_B0,24,improved,10,39089,Licking County,OH,0.001263534636224757
20260918,I3_minus_B0,48,worsened,1,54101,Webster County,WV,-0.0074588299796787515
20260918,I3_minus_B0,48,worsened,2,42023,Cameron County,PA,-0.00310306412716819
20260918,I3_minus_B0,48,worsened,3,54105,Wirt County,WV,-0.0015941526202315377
20260918,I3_minus_B0,48,worsened,4,54103,Wetzel County,WV,-0.0012606569987763244
20260918,I3_minus_B0,48,worsened,5,54045,Logan County,WV,-0.0009832940226940775
20260918,I3_minus_B0,48,worsened,6,54071,Pendleton County,WV,-0.0009513917916810222
20260918,I3_minus_B0,48,worsened,7,42029,Chester County,PA,-0.0008703961306703589
20260918,I3_minus_B0,48,worsened,8,42049,Erie County,PA,-0.0008488668424769114
20260918,I3_minus_B0,48,worsened,9,39149,Shelby County,OH,-0.0008447749871882994
20260918,I3_minus_B0,48,worsened,10,42039,Crawford County,PA,-0.000821512807140011
20260918,I3_minus_B0,48,improved,1,54007,Braxton County,WV,0.005628856296850268
20260918,I3_minus_B0,48,improved,2,54083,Randolph County,WV,0.004309917637982823
20260918,I3_minus_B0,48,improved,3,39157,Tuscarawas County,OH,0.0038225120156841277
20260918,I3_minus_B0,48,improved,4,18087,LaGrange County,IN,0.0036378412428202415
20260918,I3_minus_B0,48,improved,5,42113,Sullivan County,PA,0.0026676649237981223
20260918,I3_minus_B0,48,improved,6,54033,Harrison County,WV,0.002573533643023478
20260918,I3_minus_B0,48,improved,7,42035,Clinton County,PA,0.0021861097312370105
20260918,I3_minus_B0,48,improved,8,18013,Brown County,IN,0.0019775931146269847
20260918,I3_minus_B0,48,improved,9,54019,Fayette County,WV,0.001824017239623242
20260918,I3_minus_B0,48,improved,10,39119,Muskingum County,OH,0.0014909717293374695
20260918,I3_minus_I1,24,worsened,1,18013,Brown County,IN,-0.005030530832065935
20260918,I3_minus_I1,24,worsened,2,39119,Muskingum County,OH,-0.004505507421817878
20260918,I3_minus_I1,24,worsened,3,39127,Perry County,OH,-0.0017310723602772578
20260918,I3_minus_I1,24,worsened,4,54105,Wirt County,WV,-0.0014574887911885282
20260918,I3_minus_I1,24,worsened,5,54009,Brooke County,WV,-0.0011736106920263475
20260918,I3_minus_I1,24,worsened,6,18121,Parke County,IN,-0.0011025391972628862
20260918,I3_minus_I1,24,worsened,7,39101,Marion County,OH,-0.0010169860642092743
20260918,I3_minus_I1,24,worsened,8,18117,Orange County,IN,-0.00096770391737196
20260918,I3_minus_I1,24,worsened,9,42049,Erie County,PA,-0.000899460898028477
20260918,I3_minus_I1,24,worsened,10,54103,Wetzel County,WV,-0.000788301537447458
20260918,I3_minus_I1,24,improved,1,39157,Tuscarawas County,OH,0.014516026964336431
20260918,I3_minus_I1,24,improved,2,54071,Pendleton County,WV,0.004776271463512435
