split_seed,domain,mode,horizon,comparison,slice_type,slice_value,counties,countyName,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,fraction_of_net_sse_reduction
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18165,1,Vermillion County,143,0.013825526003225896,0.003519761904735821,0.027333759205020184,-0.0014254004179726908,0.01381153208402865,0.003500773151489385,0.02727845384666585,-0.0015018569867498663,-1.3993919197246435e-05,-0.10121798761205669,5.530535835433434e-05,29,0.0006658729943404064
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18167,1,Vigo County,143,0.0014408676285633838,0.000613013602044031,0.0002968822317949874,2.5215103814589915e-05,0.0013644393859795084,0.0005904441388430631,0.00026622236183573573,-2.5336903538688437e-06,-7.642824258387543e-05,-5.3043208875528824,3.0659869959251656e-05,31,0.00036914288277555994
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18169,1,Wabash County,143,0.0015717432804095014,0.0005366926307309056,0.00035326390235027613,0.00021227051152591104,0.0016928897459252974,0.0005515550306358471,0.0004098202239358395,0.00018791866699948348,0.00012114646551579598,7.707776901341834,-5.655632158556339e-05,26,-0.0006809345120192437
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18171,1,Warren County,143,0.0044893369323995135,0.00220068720664756,0.0028820428912426973,0.001577879767681907,0.004555749365897753,0.0022272936315439976,0.0029679438767375222,0.0015992782014349312,6.641243349823911e-05,1.4793372495377044,-8.590098549482493e-05,63,-0.001034242397667208
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18173,1,Warrick County,143,0.0012459453305111643,0.0005329699648780965,0.00022199030662702816,0.00028041974296511474,0.0017160322823102307,0.0008160472537005308,0.0004211016515321128,0.0006428947954098548,0.0004700869517990664,37.72934014738893,-0.00019911134490508466,38,-0.002397287919005112
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18175,1,Washington County,143,0.003943752071513174,0.0012553509203824004,0.0022241047974237162,-4.463302459693943e-05,0.004022666640894694,0.001292601849358634,0.0023140041072386816,-4.44249725343269e-05,7.891456938152047e-05,2.001002293007792,-8.98993098149654e-05,33,-0.001082381967984039
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18177,1,Wayne County,143,0.0016898675396010377,0.0008847260135743433,0.0004083582790998088,0.0007210896499379797,0.0016884453931005456,0.0008713079954452,0.0004076712419039912,0.0007146646388018434,-1.4221465004921312e-06,-0.08415727666014616,6.870371958175815e-07,47,8.271884106984292e-06
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18179,1,Wells County,143,0.0046041360561671655,0.0013936283516142072,0.0030313238417888915,-0.0007650272410760663,0.004627389826762878,0.0014329606206110188,0.0030620213350624867,-0.0008470259254579734,2.325377059571223e-05,0.5050626287327997,-3.069749327359525e-05,47,-0.00036959586508549224
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18181,1,White County,143,0.0018081935208423075,0.000748448274875274,0.0004675476246607024,0.00024958983342139015,0.0018090108339617224,0.000742694122389253,0.0004679703882268967,0.00026726275611861123,8.173131194149068e-07,0.04520053357088827,-4.2276356619429896e-07,27,-5.090046427621863e-06
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18183,1,Whitley County,143,0.0027353781793446903,0.0006263424372551326,0.0010699680111170154,-0.0001175623329321173,0.00272526056807405,0.000644759044930412,0.001062067458437599,-8.870259578133952e-05,-1.0117611270640467e-05,-0.3698797975007717,7.900552679416476e-06,28,9.512215138146517e-05
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,39017,1,Butler County,143,0.0008446344179587799,0.00030526818056112717,0.00010201724390008106,-6.235599432978154e-05,0.0008149758415689935,0.00029927064836773496,9.497854399477576e-05,-5.36868745358351e-05,-2.9658576389786384e-05,-3.511409878543903,7.038699905305299e-06,24,8.474549883902631e-05
