horizon,fipsCode,countyName,improved_splits,worsened_splits,minimum_rmse_change_pct,maximum_rmse_change_pct
osi_target_t48h,18135,Randolph County,0,0,0.0,0.0
osi_target_t48h,18137,Ripley County,0,0,0.0,0.0
osi_target_t48h,18139,Rush County,0,0,0.0,0.0
osi_target_t48h,18141,St. Joseph County,0,0,0.0,0.0
osi_target_t48h,18143,Scott County,0,0,0.0,0.0
osi_target_t48h,18145,Shelby County,0,0,0.0,0.0
osi_target_t48h,18147,Spencer County,0,0,0.0,0.0
osi_target_t48h,18149,Starke County,0,0,0.0,0.0
osi_target_t48h,18151,Steuben County,0,0,0.0,0.0
osi_target_t48h,18153,Sullivan County,0,0,0.0,0.0
osi_target_t48h,18155,Switzerland County,0,0,0.0,0.0
osi_target_t48h,18157,Tippecanoe County,0,0,0.0,0.0
osi_target_t48h,18159,Tipton County,0,0,0.0,0.0
osi_target_t48h,18161,Union County,0,0,0.0,0.0
osi_target_t48h,18163,Vanderburgh County,0,0,0.0,0.0
osi_target_t48h,18165,Vermillion County,0,0,0.0,0.0
osi_target_t48h,18167,Vigo County,0,0,0.0,0.0
osi_target_t48h,18169,Wabash County,0,0,0.0,0.0
osi_target_t48h,18171,Warren County,0,0,0.0,0.0
osi_target_t48h,18173,Warrick County,0,0,0.0,0.0
osi_target_t48h,18175,Washington County,0,0,0.0,0.0
osi_target_t48h,18177,Wayne County,0,0,0.0,0.0
osi_target_t48h,18179,Wells County,0,0,0.0,0.0
osi_target_t48h,18181,White County,0,0,0.0,0.0
osi_target_t48h,18183,Whitley County,0,0,0.0,0.0
osi_target_t48h,39017,Butler County,0,0,0.0,0.0
osi_target_t48h,39023,Clark County,0,0,0.0,0.0
osi_target_t48h,39025,Clermont County,0,0,0.0,0.0
osi_target_t48h,39027,Clinton County,0,0,0.0,0.0
osi_target_t48h,39029,Columbiana County,0,0,0.0,0.0
osi_target_t48h,39031,Coshocton County,0,0,0.0,0.0
osi_target_t48h,39033,Crawford County,0,0,0.0,0.0
osi_target_t48h,39035,Cuyahoga County,0,0,0.0,0.0
osi_target_t48h,39037,Darke County,0,0,0.0,0.0
osi_target_t48h,39039,Defiance County,0,0,0.0,0.0
osi_target_t48h,39045,Fairfield County,0,0,0.0,0.0
osi_target_t48h,39049,Franklin County,0,0,0.0,0.0
osi_target_t48h,39051,Fulton County,0,0,0.0,0.0
osi_target_t48h,39053,Gallia County,0,0,0.0,0.0
osi_target_t48h,39055,Geauga County,0,0,0.0,0.0
osi_target_t48h,39059,Guernsey County,0,0,0.0,0.0
osi_target_t48h,39061,Hamilton County,0,0,0.0,0.0
osi_target_t48h,39063,Hancock County,0,0,0.0,0.0
osi_target_t48h,39065,Hardin County,0,0,0.0,0.0
osi_target_t48h,39069,Henry County,0,0,0.0,0.0
osi_target_t48h,39073,Hocking County,0,0,0.0,0.0
osi_target_t48h,39075,Holmes County,0,0,0.0,0.0
osi_target_t48h,39077,Huron County,0,0,0.0,0.0
osi_target_t48h,39081,Jefferson County,0,0,0.0,0.0
osi_target_t48h,39085,Lake County,0,0,0.0,0.0
osi_target_t48h,39087,Lawrence County,0,0,0.0,0.0
osi_target_t48h,39089,Licking County,0,0,0.0,0.0
osi_target_t48h,39091,Logan County,0,0,0.0,0.0
osi_target_t48h,39093,Lorain County,0,0,0.0,0.0
osi_target_t48h,39095,Lucas County,0,0,0.0,0.0
osi_target_t48h,39097,Madison County,0,0,0.0,0.0
osi_target_t48h,39099,Mahoning County,0,0,0.0,0.0
osi_target_t48h,39101,Marion County,0,0,0.0,0.0
osi_target_t48h,39103,Medina County,0,0,0.0,0.0
osi_target_t48h,39105,Meigs County,0,0,0.0,0.0
osi_target_t48h,39107,Mercer County,0,0,0.0,0.0
osi_target_t48h,39109,Miami County,0,0,0.0,0.0
osi_target_t48h,39111,Monroe County,0,0,0.0,0.0
osi_target_t48h,39113,Montgomery County,0,0,0.0,0.0
osi_target_t48h,39115,Morgan County,0,0,0.0,0.0
osi_target_t48h,39117,Morrow County,0,0,0.0,0.0
osi_target_t48h,39119,Muskingum County,0,0,0.0,0.0
osi_target_t48h,39121,Noble County,0,0,0.0,0.0
osi_target_t48h,39123,Ottawa County,0,0,0.0,0.0
osi_target_t48h,39125,Paulding County,0,0,0.0,0.0
osi_target_t48h,39127,Perry County,0,0,0.0,0.0
osi_target_t48h,39129,Pickaway County,0,0,0.0,0.0
osi_target_t48h,39131,Pike County,0,0,0.0,0.0
osi_target_t48h,39133,Portage County,0,0,0.0,0.0
osi_target_t48h,39135,Preble County,0,0,0.0,0.0
osi_target_t48h,39137,Putnam County,0,0,0.0,0.0
osi_target_t48h,39139,Richland County,0,0,0.0,0.0
osi_target_t48h,39141,Ross County,0,0,0.0,0.0
osi_target_t48h,39143,Sandusky County,0,0,0.0,0.0
osi_target_t48h,39145,Scioto County,0,0,0.0,0.0
osi_target_t48h,39147,Seneca County,0,0,0.0,0.0
osi_target_t48h,39149,Shelby County,0,0,0.0,0.0
osi_target_t48h,39151,Stark County,0,0,0.0,0.0
osi_target_t48h,39153,Summit County,0,0,0.0,0.0
osi_target_t48h,39155,Trumbull County,0,0,0.0,0.0
osi_target_t48h,39157,Tuscarawas County,0,0,0.0,0.0
osi_target_t48h,39159,Union County,0,0,0.0,0.0
osi_target_t48h,39161,Van Wert County,0,0,0.0,0.0
osi_target_t48h,39163,Vinton County,0,0,0.0,0.0
osi_target_t48h,39165,Warren County,0,0,0.0,0.0
osi_target_t48h,39167,Washington County,0,0,0.0,0.0
osi_target_t48h,39169,Wayne County,0,0,0.0,0.0
osi_target_t48h,39171,Williams County,0,0,0.0,0.0
osi_target_t48h,39173,Wood County,0,0,0.0,0.0
osi_target_t48h,39175,Wyandot County,0,0,0.0,0.0
osi_target_t48h,42005,Armstrong County,0,0,0.0,0.0
osi_target_t48h,42007,Beaver County,0,0,0.0,0.0
osi_target_t48h,42009,Bedford County,0,0,0.0,0.0
osi_target_t48h,42013,Blair County,0,0,0.0,0.0
osi_target_t48h,42015,Bradford County,0,0,0.0,0.0
osi_target_t48h,42019,Butler County,0,0,0.0,0.0
osi_target_t48h,42021,Cambria County,0,0,0.0,0.0
osi_target_t48h,42023,Cameron County,0,0,0.0,0.0
osi_target_t48h,42025,Carbon County,0,0,0.0,0.0
osi_target_t48h,42027,Centre County,0,0,0.0,0.0
osi_target_t48h,42029,Chester County,0,0,0.0,0.0
osi_target_t48h,42031,Clarion County,0,0,0.0,0.0
osi_target_t48h,42033,Clearfield County,0,0,0.0,0.0
osi_target_t48h,42035,Clinton County,0,0,0.0,0.0
osi_target_t48h,42039,Crawford County,0,0,0.0,0.0
osi_target_t48h,42041,Cumberland County,0,0,0.0,0.0
osi_target_t48h,42043,Dauphin County,0,0,0.0,0.0
osi_target_t48h,42045,Delaware County,0,0,0.0,0.0
osi_target_t48h,42047,Elk County,0,0,0.0,0.0
osi_target_t48h,42049,Erie County,0,0,0.0,0.0
osi_target_t48h,42051,Fayette County,0,0,0.0,0.0
osi_target_t48h,42053,Forest County,0,0,0.0,0.0
osi_target_t48h,42055,Franklin County,0,0,0.0,0.0
osi_target_t48h,42057,Fulton County,0,0,0.0,0.0
osi_target_t48h,42059,Greene County,0,0,0.0,0.0
osi_target_t48h,42061,Huntingdon County,0,0,0.0,0.0
osi_target_t48h,42063,Indiana County,0,0,0.0,0.0
osi_target_t48h,42065,Jefferson County,0,0,0.0,0.0
osi_target_t48h,42067,Juniata County,0,0,0.0,0.0
osi_target_t48h,42069,Lackawanna County,0,0,0.0,0.0
osi_target_t48h,42075,Lebanon County,0,0,0.0,0.0
osi_target_t48h,42077,Lehigh County,0,0,0.0,0.0
osi_target_t48h,42079,Luzerne County,0,0,0.0,0.0
osi_target_t48h,42081,Lycoming County,0,0,0.0,0.0
osi_target_t48h,42083,McKean County,0,0,0.0,0.0
osi_target_t48h,42085,Mercer County,0,0,0.0,0.0
osi_target_t48h,42089,Monroe County,0,0,0.0,0.0
osi_target_t48h,42091,Montgomery County,0,0,0.0,0.0
osi_target_t48h,42095,Northampton County,0,0,0.0,0.0
osi_target_t48h,42097,Northumberland County,0,0,0.0,0.0
osi_target_t48h,42101,Philadelphia County,0,0,0.0,0.0
osi_target_t48h,42103,Pike County,0,0,0.0,0.0
osi_target_t48h,42109,Snyder County,0,0,0.0,0.0
osi_target_t48h,42113,Sullivan County,0,0,0.0,0.0
osi_target_t48h,42115,Susquehanna County,0,0,0.0,0.0
osi_target_t48h,42119,Union County,0,0,0.0,0.0
osi_target_t48h,42121,Venango County,0,0,0.0,0.0
osi_target_t48h,42125,Washington County,0,0,0.0,0.0
osi_target_t48h,42127,Wayne County,0,0,0.0,0.0
osi_target_t48h,42129,Westmoreland County,0,0,0.0,0.0
osi_target_t48h,42131,Wyoming County,0,0,0.0,0.0
osi_target_t48h,42133,York County,0,0,0.0,0.0
osi_target_t48h,54007,Braxton County,0,0,0.0,0.0
osi_target_t48h,54009,Brooke County,0,0,0.0,0.0
osi_target_t48h,54013,Calhoun County,0,0,0.0,0.0
osi_target_t48h,54015,Clay County,0,0,0.0,0.0
osi_target_t48h,54019,Fayette County,0,0,0.0,0.0
osi_target_t48h,54023,Grant County,0,0,0.0,0.0
osi_target_t48h,54025,Greenbrier County,0,0,0.0,0.0
osi_target_t48h,54027,Hampshire County,0,0,0.0,0.0
osi_target_t48h,54029,Hancock County,0,0,0.0,0.0
osi_target_t48h,54031,Hardy County,0,0,0.0,0.0
osi_target_t48h,54033,Harrison County,0,0,0.0,0.0
osi_target_t48h,54035,Jackson County,0,0,0.0,0.0
osi_target_t48h,54037,Jefferson County,0,0,0.0,0.0
osi_target_t48h,54039,Kanawha County,0,0,0.0,0.0
osi_target_t48h,54041,Lewis County,0,0,0.0,0.0
osi_target_t48h,54043,Lincoln County,0,0,0.0,0.0
osi_target_t48h,54045,Logan County,0,0,0.0,0.0
osi_target_t48h,54047,McDowell County,0,0,0.0,0.0
osi_target_t48h,54053,Mason County,0,0,0.0,0.0
osi_target_t48h,54055,Mercer County,0,0,0.0,0.0
osi_target_t48h,54057,Mineral County,0,0,0.0,0.0
osi_target_t48h,54059,Mingo County,0,0,0.0,0.0
osi_target_t48h,54063,Monroe County,0,0,0.0,0.0
osi_target_t48h,54067,Nicholas County,0,0,0.0,0.0
osi_target_t48h,54069,Ohio County,0,0,0.0,0.0
osi_target_t48h,54071,Pendleton County,0,0,0.0,0.0
osi_target_t48h,54073,Pleasants County,0,0,0.0,0.0
osi_target_t48h,54075,Pocahontas County,0,0,0.0,0.0
osi_target_t48h,54077,Preston County,0,0,0.0,0.0
osi_target_t48h,54079,Putnam County,0,0,0.0,0.0
osi_target_t48h,54081,Raleigh County,0,0,0.0,0.0
osi_target_t48h,54083,Randolph County,0,0,0.0,0.0
osi_target_t48h,54085,Ritchie County,0,0,0.0,0.0
osi_target_t48h,54087,Roane County,0,0,0.0,0.0
osi_target_t48h,54089,Summers County,0,0,0.0,0.0
osi_target_t48h,54091,Taylor County,0,0,0.0,0.0
osi_target_t48h,54093,Tucker County,0,0,0.0,0.0
osi_target_t48h,54095,Tyler County,0,0,0.0,0.0
osi_target_t48h,54097,Upshur County,0,0,0.0,0.0
osi_target_t48h,54099,Wayne County,0,0,0.0,0.0
osi_target_t48h,54101,Webster County,0,0,0.0,0.0
osi_target_t48h,54103,Wetzel County,0,0,0.0,0.0
osi_target_t48h,54105,Wirt County,0,0,0.0,0.0
osi_target_t48h,54107,Wood County,0,0,0.0,0.0
osi_target_t48h,54109,Wyoming County,0,0,0.0,0.0
