outer_fold,kind,target,inner_fold,best_iteration,refit_rounds,actual_trees,training_rows,training_counties,validation_rows,weight_mean,row_weight_ess,model_id
1,a,P_anchor_a_t01h,4,83,138,138,16016,112,4862,0.012074071081176505,1580.9525651858198,e19d79b7833ea3ee2411959c2ff74fde3bff31377a84c20fdace847384fb0c7b
1,b,P_excess_b_t01h,0,58,115,115,20592,144,6864,0.9228526686056006,20050.082294328626,4c9fb906c8fbfdcc82f138369d6bb923f38f17d4881197c7aedea1456485441d
1,b,P_excess_b_t01h,2,271,115,115,20592,144,6864,0.9198796240257583,20019.899374409983,4c9fb906c8fbfdcc82f138369d6bb923f38f17d4881197c7aedea1456485441d
1,b,P_excess_b_t01h,3,7,115,115,20592,144,6864,0.9186471589018724,20021.742738366444,4c9fb906c8fbfdcc82f138369d6bb923f38f17d4881197c7aedea1456485441d
1,b,P_excess_b_t01h,4,124,115,115,20592,144,6864,0.9225311485075818,20101.340374147465,4c9fb906c8fbfdcc82f138369d6bb923f38f17d4881197c7aedea1456485441d
2,direct,P_direct_l2_t01h,0,83,139,139,20449,143,6864,1.0,20449.0,f54295534d7c45fbafbe2127c896cddb45a2e7d4373afc4f39e0c5fcd4516ea7
2,direct,P_direct_l2_t01h,1,231,139,139,20592,144,6721,1.0,20592.0,f54295534d7c45fbafbe2127c896cddb45a2e7d4373afc4f39e0c5fcd4516ea7
2,direct,P_direct_l2_t01h,3,98,139,139,20449,143,6864,1.0,20449.0,f54295534d7c45fbafbe2127c896cddb45a2e7d4373afc4f39e0c5fcd4516ea7
2,direct,P_direct_l2_t01h,4,145,139,139,20449,143,6864,1.0,20449.0,f54295534d7c45fbafbe2127c896cddb45a2e7d4373afc4f39e0c5fcd4516ea7
2,a,P_anchor_a_t01h,0,171,103,103,15730,110,5577,0.015900277550404,760.218408421251,c5ab0c1809da318319b7f3f29ab9e9c3761d1b2974a1e51083e7fc46ce66d29b
2,a,P_anchor_a_t01h,1,60,103,103,15587,109,5720,0.01719661854779065,839.7699597351784,c5ab0c1809da318319b7f3f29ab9e9c3761d1b2974a1e51083e7fc46ce66d29b
2,a,P_anchor_a_t01h,3,145,103,103,16159,113,5148,0.015848595037235368,842.7204897053582,c5ab0c1809da318319b7f3f29ab9e9c3761d1b2974a1e51083e7fc46ce66d29b
2,a,P_anchor_a_t01h,4,36,103,103,16445,115,4862,0.011349418542867133,1645.5655098931245,c5ab0c1809da318319b7f3f29ab9e9c3761d1b2974a1e51083e7fc46ce66d29b
2,b,P_excess_b_t01h,0,29,132,132,20449,143,6864,0.9217062437520591,19920.98648945369,bb93744fefbe214d9554da141b3197a96cd9394964b562cacf79c78785fb992d
2,b,P_excess_b_t01h,1,216,132,132,20592,144,6721,0.9198796240257583,20019.899374409983,bb93744fefbe214d9554da141b3197a96cd9394964b562cacf79c78785fb992d
2,b,P_excess_b_t01h,3,52,132,132,20449,143,6864,0.9174713248895636,19892.87152234544,bb93744fefbe214d9554da141b3197a96cd9394964b562cacf79c78785fb992d
2,b,P_excess_b_t01h,4,233,132,132,20449,143,6864,0.9213824752617462,19972.45083298586,bb93744fefbe214d9554da141b3197a96cd9394964b562cacf79c78785fb992d
3,direct,P_direct_l2_t01h,0,130,273,273,20449,143,6864,1.0,20449.0,04c731f7863d3c0022a1996fb53d6804a7b46360202cd2d2ed665df2b9e330bd
3,direct,P_direct_l2_t01h,1,45,273,273,20592,144,6721,1.0,20592.0,04c731f7863d3c0022a1996fb53d6804a7b46360202cd2d2ed665df2b9e330bd
3,direct,P_direct_l2_t01h,2,600,273,273,20449,143,6864,1.0,20449.0,04c731f7863d3c0022a1996fb53d6804a7b46360202cd2d2ed665df2b9e330bd
3,direct,P_direct_l2_t01h,4,320,273,273,20449,143,6864,1.0,20449.0,04c731f7863d3c0022a1996fb53d6804a7b46360202cd2d2ed665df2b9e330bd
3,a,P_anchor_a_t01h,0,161,96,96,15873,111,5577,0.015428857447791924,778.5049647893017,1b3bbd3f6ee679195324d5bc90c158d58144ceceaaa7d832d61f0ae99b1bf610
3,a,P_anchor_a_t01h,1,56,96,96,15730,110,5720,0.016709127889724035,860.1812718355434,1b3bbd3f6ee679195324d5bc90c158d58144ceceaaa7d832d61f0ae99b1bf610
3,a,P_anchor_a_t01h,2,142,96,96,16159,113,5291,0.015848595037235368,842.7204897053582,1b3bbd3f6ee679195324d5bc90c158d58144ceceaaa7d832d61f0ae99b1bf610
3,a,P_anchor_a_t01h,4,28,96,96,16588,116,4862,0.010937549815432624,2067.1821921702644,1b3bbd3f6ee679195324d5bc90c158d58144ceceaaa7d832d61f0ae99b1bf610
3,b,P_excess_b_t01h,0,60,369,369,20449,143,6864,0.9204651599909434,19922.83189464363,3d7d43fb55fd38277f8de8cd3305258d33f2f49dd241b47c5a0e92cf8a98840a
3,b,P_excess_b_t01h,1,483,369,369,20592,144,6721,0.9186471589018724,20021.742738366444,3d7d43fb55fd38277f8de8cd3305258d33f2f49dd241b47c5a0e92cf8a98840a
3,b,P_excess_b_t01h,2,708,369,369,20449,143,6864,0.9174713248895636,19892.87152234544,3d7d43fb55fd38277f8de8cd3305258d33f2f49dd241b47c5a0e92cf8a98840a
3,b,P_excess_b_t01h,4,225,369,369,20449,143,6864,0.9201413915006307,19974.465411472796,3d7d43fb55fd38277f8de8cd3305258d33f2f49dd241b47c5a0e92cf8a98840a
4,direct,P_direct_l2_t01h,0,302,245,245,20449,143,6864,1.0,20449.0,80c709576230cb8af1e01fe860042c95a9b97d0c3525d55250e645674ad3f330
4,direct,P_direct_l2_t01h,1,47,245,245,20592,144,6721,1.0,20592.0,80c709576230cb8af1e01fe860042c95a9b97d0c3525d55250e645674ad3f330
4,direct,P_direct_l2_t01h,2,280,245,245,20449,143,6864,1.0,20449.0,80c709576230cb8af1e01fe860042c95a9b97d0c3525d55250e645674ad3f330
4,direct,P_direct_l2_t01h,3,351,245,245,20449,143,6864,1.0,20449.0,80c709576230cb8af1e01fe860042c95a9b97d0c3525d55250e645674ad3f330
4,a,P_anchor_a_t01h,0,245,116,116,16159,113,5577,0.010857478494929452,1510.0733136440367,12a231ee5242158409cbf6c6da03f065473a8673857faad0680d12e47ed06639
4,a,P_anchor_a_t01h,1,77,116,116,16016,112,5720,0.012074071081176505,1580.9525651858198,12a231ee5242158409cbf6c6da03f065473a8673857faad0680d12e47ed06639
4,a,P_anchor_a_t01h,2,98,116,116,16445,115,5291,0.011349418542867133,1645.5655098931245,12a231ee5242158409cbf6c6da03f065473a8673857faad0680d12e47ed06639
4,a,P_anchor_a_t01h,3,45,116,116,16588,116,5148,0.010937549815432624,2067.1821921702644,12a231ee5242158409cbf6c6da03f065473a8673857faad0680d12e47ed06639
4,b,P_excess_b_t01h,0,119,272,272,20449,143,6864,0.9243763103631262,20002.429142041503,80c4c172b7b12033626efc20e10d3408de5dcd9676b6869da7ed0439e04a107f
4,b,P_excess_b_t01h,1,151,272,272,20592,144,6721,0.9225311485075818,20101.340374147465,80c4c172b7b12033626efc20e10d3408de5dcd9676b6869da7ed0439e04a107f
4,b,P_excess_b_t01h,2,295,272,272,20449,143,6864,0.9213824752617462,19972.45083298586,80c4c172b7b12033626efc20e10d3408de5dcd9676b6869da7ed0439e04a107f
4,b,P_excess_b_t01h,3,523,272,272,20449,143,6864,0.9201413915006307,19974.465411472796,80c4c172b7b12033626efc20e10d3408de5dcd9676b6869da7ed0439e04a107f
