horizon,fipsCode,countyName,stateAbbr,fold,n,rmse,sse,mae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
1,18091,LaPorte County,IN,0,143,0.0014261429450928805,0.0002908453690768618,0.0007364066287027149,-0.0001309226684404158,0.0014005168098258534,2.5626135267027127e-05,1.829762776657673,-1.0358400228377483e-05
1,18093,Lawrence County,IN,1,143,0.0076980758425072675,0.008474233149810138,0.0024338342964665637,-0.0020396787990566707,0.007670349975337741,2.7725867169526436e-05,0.36146808501140715,-6.093271939473094e-05
1,18095,Madison County,IN,0,143,0.0013903229697379798,0.0002764187083058881,0.0005996032278979791,-2.153220072234997e-05,0.0013994770218047992,-9.154052066819322e-06,-0.6541052067445929,3.6519303361389876e-06
1,18097,Marion County,IN,1,143,0.0006288674704937355,5.655282424866208e-05,0.0002792557323851163,1.4630484399355766e-05,0.0005996221597953555,2.924531069838001e-05,4.877289843384225,-5.13764121263857e-06
1,18099,Marshall County,IN,3,143,0.00886026948118819,0.011226125664936304,0.0027205364169357016,-0.0017342927672231588,0.008844847870728619,1.542161045957162e-05,0.1743569893452701,-3.9044923480746965e-05
1,18101,Martin County,IN,4,143,0.0033435077446426578,0.001598603297503417,0.0018296192420937238,0.0006707882351755279,0.0032310512894938776,0.00011245645514878014,3.4804911798969274,-0.00010572727924978986
1,18103,Miami County,IN,0,143,0.0025714387444351824,0.0009455585019426815,0.0012562633177669222,0.0010891891594200771,0.0026716134207096683,-0.00010017467627448581,-3.749594739192319,7.510661062670851e-05
1,18105,Monroe County,IN,3,143,0.0021555184192974214,0.000664415130798055,0.0007720659781254826,-0.00037506991909043474,0.002092929995932693,6.25884233647284e-05,2.990469030801801,-3.802422739195542e-05
1,18107,Montgomery County,IN,1,143,0.0010362847836897526,0.00015356571986568915,0.0004921755705460336,0.0002568990730512439,0.0010778222708475152,-4.153748715776261e-05,-3.853834558929714,1.2557501331800734e-05
1,18109,Morgan County,IN,2,143,0.0034069349282164025,0.0016598304015294294,0.0013366797263796332,0.0010373790270789339,0.0030549096255537557,0.00035202530266264685,11.52326405069466,-0.0003252867882263882
1,18111,Newton County,IN,2,143,0.0033845914134398233,0.001638130642138073,0.002270014493207516,0.0017865265423955682,0.0034714415737905394,-8.685016035071607e-05,-2.5018471002489773,8.51490016964382e-05
1,18113,Noble County,IN,1,143,0.0010580823938225888,0.00016009398435277959,0.0006512936512364282,-8.916272290152145e-05,0.0010466296317187338,1.145276210385497e-05,1.0942516585401574,-3.4469815559675483e-06
