horizon,fipsCode,outer_fold,n,sse,rmse
osi_target_t48h,39033,4,96,0.00042628302719896016,0.0021072371010375573
osi_target_t48h,39035,4,96,0.003851293101532687,0.00633384847263485
osi_target_t48h,39037,0,96,2.1903715250206576e-05,0.000477664841204568
osi_target_t48h,39039,1,96,8.744037322546634e-05,0.0009543779236228213
osi_target_t48h,39045,2,96,0.00011769716057036842,0.001107254301989688
osi_target_t48h,39049,1,96,3.361474993781375e-05,0.0005917378179443662
osi_target_t48h,39051,2,96,9.933530453073093e-06,0.00032167417607393466
osi_target_t48h,39053,4,96,0.0010414930127455898,0.0032937646469402195
osi_target_t48h,39055,0,96,0.002628250586592691,0.005232361825887732
osi_target_t48h,39059,0,96,0.011800177434117012,0.011086862267509184
osi_target_t48h,39061,2,96,8.307922497813539e-05,0.0009302733971915157
osi_target_t48h,39063,0,96,3.671356243654813e-05,0.0006184116283248371
osi_target_t48h,39065,3,96,0.00020811325537872403,0.0014723608288035382
osi_target_t48h,39069,0,96,8.180318514796322e-05,0.000923101571853255
osi_target_t48h,39073,2,96,0.0004831570713691522,0.002243409494518407
osi_target_t48h,39075,3,96,0.0010624822954699653,0.003326788828757466
osi_target_t48h,39077,1,96,0.0005520302024290484,0.002397981361194436
osi_target_t48h,39081,4,96,0.004556933904099223,0.006889706924175626
osi_target_t48h,39085,2,96,0.00012159608263367417,0.00112544473909981
osi_target_t48h,39087,3,96,0.00016891821904753917,0.0013264858769490159
osi_target_t48h,39089,1,96,0.00031756711759891183,0.0018187882802354974
osi_target_t48h,39091,3,96,0.06250395041229283,0.02551632451578238
osi_target_t48h,39093,3,96,6.095648631424887e-05,0.0007968459067515871
osi_target_t48h,39095,1,96,9.985329451671261e-05,0.0010198717980947848
osi_target_t48h,39097,4,96,0.0007036553118622941,0.002707349780116876
osi_target_t48h,39099,0,96,0.00023107908836813665,0.0015514747297871434
osi_target_t48h,39101,0,96,0.004567801137903197,0.006897917211242703
osi_target_t48h,39103,4,96,0.0008949648784006009,0.003053285249804369
osi_target_t48h,39105,1,96,0.0017710284096826951,0.00429513825165866
osi_target_t48h,39107,3,96,0.00031301115108747237,0.0018056945544105286
osi_target_t48h,39109,1,96,0.0001504254835910205,0.0012517715928793867
osi_target_t48h,39111,2,96,0.002327635426050502,0.004924043293340619
osi_target_t48h,39113,4,96,0.0001824617289052715,0.001378638099513397
osi_target_t48h,39115,2,96,0.14323414643833987,0.0386267052533957
osi_target_t48h,39117,4,96,0.006349483345369847,0.008132678003847763
osi_target_t48h,39119,1,96,0.007525552063806212,0.008853878660299942
osi_target_t48h,39121,1,96,0.0029194239972402366,0.005514586715060262
osi_target_t48h,39123,0,96,3.2501840213203746e-05,0.0005818598074744515
osi_target_t48h,39125,1,96,0.013674561531528167,0.01193496331317159
osi_target_t48h,39127,0,96,0.004199238673486228,0.006613778762211625
osi_target_t48h,39129,2,96,0.0001254751617424782,0.0011432554110160516
osi_target_t48h,39131,3,96,0.00033155034704521267,0.0018583997009221757
osi_target_t48h,39133,0,96,0.0005658888270210838,0.0024278952369222243
osi_target_t48h,39135,0,96,0.002916722803834887,0.005512034942434001
osi_target_t48h,39137,0,96,0.0002618319958988946,0.0016514892139965127
osi_target_t48h,39139,2,96,0.008665685177733905,0.009500923846380844
osi_target_t48h,39141,3,96,0.00012195596327880121,0.001127108964336418
osi_target_t48h,39143,4,96,3.2669782300256206e-05,0.0005833611508271146
osi_target_t48h,39145,3,96,0.00015924423097446992,0.0012879417970742034
osi_target_t48h,39147,4,96,0.00012862097831277083,0.0011574981025577087
osi_target_t48h,39149,3,96,0.11727159091083615,0.034951095433303325
osi_target_t48h,39151,4,96,0.0005952572219597354,0.002490099608867199
osi_target_t48h,39153,0,96,0.00016919951838072846,0.001327589915272253
osi_target_t48h,39155,1,96,0.00028793703666647134,0.0017318614644198332
osi_target_t48h,39157,2,96,0.028762080009727145,0.017309101654948023
osi_target_t48h,39159,3,96,0.0001130411288013611,0.0010851321386575515
osi_target_t48h,39161,3,96,0.0018613769448485849,0.004403333189244948
osi_target_t48h,39163,2,96,0.0013958924247213856,0.0038132067988568058
osi_target_t48h,39165,2,96,0.00012597370264996833,0.0011455243643286263
osi_target_t48h,39167,4,96,0.0026236637853409173,0.005227794094768961
osi_target_t48h,39169,4,96,0.001459764835213013,0.0038994722335382198
osi_target_t48h,39171,3,96,0.00026551548250525485,0.0016630653252642858
osi_target_t48h,39173,1,96,4.043434890613514e-05,0.0006489923993691357
osi_target_t48h,39175,2,96,0.0005921018883310372,0.002483491091880199
osi_target_t48h,42005,3,96,0.003558468762068984,0.0060882988542135955
osi_target_t48h,42007,0,96,0.0009469981655401793,0.0031407903821135323
osi_target_t48h,42009,0,96,3.5361469561624964e-05,0.0006069173265502697
osi_target_t48h,42013,0,96,0.00016188291671666554,0.0012985685898192925
osi_target_t48h,42015,4,96,0.0017570855741224256,0.004278197603014841
osi_target_t48h,42019,1,96,0.0002447742771855642,0.0015967880429212558
osi_target_t48h,42021,2,96,0.0003759696991064058,0.0019789772692879507
osi_target_t48h,42023,2,96,7.185230558881265e-05,0.0008651367039665649
osi_target_t48h,42025,1,96,0.0002525175431399802,0.0016218480429358337
osi_target_t48h,42027,0,96,0.00024897587337433744,0.0016104343143955552
osi_target_t48h,42029,1,96,0.014104741854673985,0.012121237326260083
osi_target_t48h,42031,4,96,0.0029882587190730933,0.0055792199266873075
osi_target_t48h,42033,2,96,0.0007157015028742667,0.0027304256057020873
osi_target_t48h,42035,3,96,0.00010701727975538654,0.0010558235320285662
osi_target_t48h,42039,1,96,0.0066194898500695236,0.008303795473851553
osi_target_t48h,42041,3,96,8.619455898502211e-05,0.0009475547421797401
osi_target_t48h,42043,0,96,0.00018615704650604375,0.0013925285997438697
osi_target_t48h,42045,2,96,0.003709534776368423,0.006216187517589679
osi_target_t48h,42047,4,96,0.002422676327057415,0.005023565640078908
osi_target_t48h,42049,0,96,0.0025803925159981218,0.005184504673381419
osi_target_t48h,42051,4,96,0.0017437903106246812,0.0042619810419968355
osi_target_t48h,42053,3,96,0.48221884609117754,0.07087392313197029
osi_target_t48h,42055,1,96,0.00010176,0.0010295630140987001
osi_target_t48h,42057,4,96,1.6274066165983066e-05,0.0004117299145827561
osi_target_t48h,42059,3,96,0.01842106233579587,0.013852294611286379
osi_target_t48h,42061,2,96,3.554708643792609e-05,0.0006085081350278429
osi_target_t48h,42063,2,96,0.0005763854862721928,0.0024503092625221836
osi_target_t48h,42065,0,96,0.000515829399089238,0.002318021334496204
osi_target_t48h,42067,4,96,0.0011018366927210048,0.0033878408388200785
osi_target_t48h,42069,2,96,0.0009350172505855129,0.003120859341100208
osi_target_t48h,42075,1,96,0.004812928895855139,0.007080584439048166
osi_target_t48h,42077,4,96,0.0011783092187485152,0.003503434652161176
osi_target_t48h,42079,1,96,5.153238740455764e-05,0.0007326634303217329
osi_target_t48h,42081,0,96,8.8598033777777e-05,0.0009606748592448837
osi_target_t48h,42083,2,96,0.0009734898196487668,0.0031844181500981705
osi_target_t48h,42085,4,96,0.00044710889791740123,0.0021580973919881983
osi_target_t48h,42089,1,96,0.006696124017028821,0.0083517238845672
osi_target_t48h,42091,1,96,0.000652147075682565,0.0026063765470527695
osi_target_t48h,42095,0,96,0.0015338468368422732,0.003997195418929004
osi_target_t48h,42097,3,96,0.00017899228300331105,0.0013654680325628852
osi_target_t48h,42101,0,96,0.0032765272498533,0.005842130791583827
osi_target_t48h,42103,0,96,0.0007124345895143089,0.002724186785221243
osi_target_t48h,42109,2,96,0.006417009903363926,0.00817580902174463
osi_target_t48h,42113,2,96,0.0008434072296428038,0.002964033059101378
osi_target_t48h,42115,3,96,0.0029944220568287145,0.005584970584103296
osi_target_t48h,42119,4,96,0.0008589356676651051,0.0029911948345398994
osi_target_t48h,42121,1,96,0.000831854192530081,0.00294366231739563
osi_target_t48h,42125,4,96,0.0003909526473901844,0.002018024630750185
osi_target_t48h,42127,3,96,0.0005212639716045066,0.0023302002140474848
osi_target_t48h,42129,3,96,0.0001339945151954662,0.0011814297270480258
osi_target_t48h,42131,3,96,0.0007425839308072046,0.0027812316119377248
osi_target_t48h,42133,3,96,0.00036796189886387643,0.0019577886623685183
osi_target_t48h,54007,4,96,0.07595864286407483,0.028128915072704923
osi_target_t48h,54009,0,96,7.328037508534002e-05,0.0008736917308022847
osi_target_t48h,54013,2,96,0.08608639067259583,0.029945504440113763
osi_target_t48h,54015,2,96,0.47888956763561485,0.07062883969175993
osi_target_t48h,54019,2,96,0.005603920397674473,0.0076402991308658266
osi_target_t48h,54023,4,96,1.3164250652872125e-05,0.00037030745464737536
osi_target_t48h,54025,0,96,1.8043128969976334e-05,0.0004335311524030541
osi_target_t48h,54027,4,96,2.2887477863925594e-05,0.00048827372215717787
osi_target_t48h,54029,4,96,0.00027564030406841125,0.0016944772549017245
osi_target_t48h,54031,4,96,1.6390968621490037e-05,0.00041320607022871114
osi_target_t48h,54033,4,96,0.0013221627829716615,0.0037111358085211783
osi_target_t48h,54035,0,96,0.001805286768173367,0.004336481350335305
osi_target_t48h,54037,1,96,0.0010763891094971566,0.0033484901907071566
osi_target_t48h,54039,3,96,0.014296728320561974,0.01220345251718493
osi_target_t48h,54041,4,96,0.029971957908845204,0.01766940561772818
osi_target_t48h,54043,2,96,0.017165897911582878,0.013372039357517174
osi_target_t48h,54045,4,96,0.010345134095395041,0.010380838766385804
osi_target_t48h,54047,3,96,0.008464054070192045,0.009389740672555009
osi_target_t48h,54053,1,96,6.39611583682975e-05,0.0008162487772342647
osi_target_t48h,54055,0,96,8.404861032077027e-05,0.0009356849670204303
osi_target_t48h,54057,0,96,0.00010781847651272465,0.0010597684324138372
osi_target_t48h,54059,1,96,0.021961059812623526,0.015124848419565348
osi_target_t48h,54063,2,96,0.0006281111818301705,0.0025578946050865627
osi_target_t48h,54067,3,96,0.009134638172387133,0.009754613316906312
osi_target_t48h,54069,3,96,0.0016084955989355474,0.004093307035748962
osi_target_t48h,54071,0,96,3.3e-07,5.863019699779287e-05
osi_target_t48h,54073,2,96,0.002096433488391974,0.004673098419401885
osi_target_t48h,54075,4,96,0.0003000135284193282,0.0017678068110047176
osi_target_t48h,54077,0,96,2.6378891508259526e-05,0.0005241947346909385
osi_target_t48h,54079,2,96,0.00034497130483591347,0.0018956400217448367
osi_target_t48h,54081,1,96,0.0015005065281835672,0.003953514428359342
osi_target_t48h,54083,0,96,0.00012533676919951017,0.0011426247616029641
osi_target_t48h,54085,3,96,0.02160535138447792,0.015001858004537693
osi_target_t48h,54087,0,96,0.13690024627633832,0.037763000834748164
osi_target_t48h,54089,1,96,0.00016846636178389444,0.0013247105099790295
osi_target_t48h,54091,1,96,7.630235309214025e-05,0.0008915246368122014
osi_target_t48h,54093,2,96,7.915140663742496e-06,0.000287140004029366
osi_target_t48h,54095,4,96,0.017883126030874143,0.013648537021293003
osi_target_t48h,54097,3,96,0.0002292690766882542,0.0015453865370307783
osi_target_t48h,54099,1,96,0.006505501351959731,0.008231988768390897
osi_target_t48h,54101,1,96,0.006158918529597738,0.008009706695627278
osi_target_t48h,54103,3,96,0.011945728731843146,0.011155029103056288
osi_target_t48h,54105,2,96,0.032899490211793496,0.018512239816929652
osi_target_t48h,54107,3,96,0.00010001674203196365,0.0010207061589081134
osi_target_t48h,54109,3,96,0.0003671853649617887,0.0019557217469991224
