case,horizon,fold,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
NB_P24,osi_target_t01h,2,6864,0.007777514497735883,0.002933927535101036,0.415201518817744,0.0005973381503205452,0.007761474753413234,1.6039744322649332e-05,0.20665846159708678,-0.001710793069957306
NB_P24,osi_target_t01h,3,6721,0.015032129724212489,0.0031182710785919265,1.5187102545101592,-0.00019563513155799341,0.01505342403434827,-2.1294310135781466e-05,-0.14145824954636677,0.004305816126047413
NB_P24,osi_target_t01h,4,6864,0.012275106359066696,0.003709473691568557,1.034255412771607,-0.0009601439110044893,0.012313227750585852,-3.812139151915597e-05,-0.3095970633479328,0.006433912134234943
NB_P24,osi_target_t06h,0,6624,0.010293064777865084,0.0032271894297482328,0.7017941370212688,-0.0015972364738331471,0.010312043794288087,-1.8979016423002412e-05,-0.1840470890311252,0.002590412532980535
NB_P24,osi_target_t06h,1,6624,0.008014807341268084,0.003139759371668006,0.42550679361767896,0.0011158636485488406,0.008076008870614463,-6.120152934637954e-05,-0.7578189960769977,0.006523199681406078
NB_P24,osi_target_t06h,2,6624,0.007655825200739391,0.0028393709588770103,0.38824363255632643,0.0005987171415705405,0.007638938905608458,1.688629513093339e-05,0.22105550704869525,-0.0017107930699572504
NB_P24,osi_target_t06h,3,6486,0.01156261316570581,0.002812789169840604,0.8671394346033199,6.470110072519167e-05,0.011591284930020433,-2.8671764314622955e-05,-0.24735622053743134,0.004305816126047413
NB_P24,osi_target_t06h,4,6624,0.01209803368161548,0.003629252847725202,0.9695046632009932,-0.0009674408775476587,0.012138110319232735,-4.0076637617254135e-05,-0.3301719671615855,0.006433912134235165
NB_P24,osi_target_t24h,0,5760,0.010217488051030194,0.003068695409360471,0.601327077540162,-0.0017111197612040769,0.010292288527218797,-7.48004761886023e-05,-0.7267623326997374,0.00883665247435117
NB_P24,osi_target_t24h,1,5760,0.00649460475477176,0.002815005511455011,0.24295617170325473,0.0010162132402121572,0.006936390394075493,-0.0004417856393037333,-6.369099981469772,0.034177655683116426
NB_P24,osi_target_t24h,2,5760,0.006531556504239489,0.0026091777907417224,0.24572868692010147,0.0009650666230703126,0.006425406407371111,0.00010615009686837807,1.652037087437841,-0.007922205320759712
NB_P24,osi_target_t24h,3,5640,0.006058215335037773,0.002437111671441555,0.20699912797767378,0.000314450926735338,0.006297646551881186,-0.00023943121684341304,-3.8019157612440457,0.0166852578235806
NB_P24,osi_target_t24h,4,5760,0.011842342220584506,0.0035107869011192926,0.807788558991965,-0.001184642323071176,0.011983782189686838,-0.00014143996910233152,-1.1802615139655526,0.019411005890402566
NB_P24,osi_target_t48h,0,4608,0.009747827678557438,0.0024350176144370735,0.43785282562951905,-0.0014853907878811885,0.009747827678557438,0.0,0.0,0.0
NB_P24,osi_target_t48h,1,4608,0.005400262868545189,0.0022557715794543267,0.1343823623395795,0.0006667636521539717,0.005400262868545189,0.0,0.0,0.0
NB_P24,osi_target_t48h,2,4608,0.004382269551473135,0.0017654079598535012,0.08849335183150948,0.0006658304568994628,0.004382269551473135,0.0,0.0,0.0
NB_P24,osi_target_t48h,3,4512,0.003945728344992405,0.0015838545188318462,0.070246300042214,0.00019026635052231554,0.003945728344992405,0.0,0.0,0.0
NB_P24,osi_target_t48h,4,4608,0.012320193244812688,0.0031957518067621967,0.6994352406045459,-0.0014532217372648887,0.012320193244812688,0.0,0.0,0.0
