horizon,component,fold,train_rows,valid_rows,best_round,rmse,mae
osi_target_t24h,D_t,4,22920,5760,1367,0.010579957414981802,0.003694110793374359
osi_target_t24h,R_t,0,22920,5760,200,0.0015642628650978246,0.0005645643242987039
osi_target_t24h,R_t,1,23040,5640,243,0.002742248372427778,0.000766968603211843
osi_target_t24h,R_t,2,22920,5760,765,0.005448117027117571,0.0010983797615383357
osi_target_t24h,R_t,3,22920,5760,73,0.002452329710588575,0.0007941132985787968
osi_target_t24h,R_t,4,22920,5760,819,0.003576239735403013,0.0008315333826151985
osi_target_t48h,P_t,0,18336,4608,718,0.005517805276895865,0.0021644697888941397
osi_target_t48h,P_t,1,18432,4512,117,0.009142815274093993,0.0027316811709148132
osi_target_t48h,P_t,2,18336,4608,1957,0.02120481338914869,0.00514140141924349
osi_target_t48h,P_t,3,18336,4608,145,0.0078061837179378025,0.0028500351594346707
osi_target_t48h,P_t,4,18336,4608,253,0.011132284397252548,0.002892052697337862
osi_target_t48h,N_t,0,18336,4608,312,0.0014788085733877401,0.0003919803858116065
osi_target_t48h,N_t,1,18432,4512,458,0.0023274310407025286,0.0005375665694787421
osi_target_t48h,N_t,2,18336,4608,675,0.006281929320721706,0.0008773862501720778
osi_target_t48h,N_t,3,18336,4608,41,0.0019940782793150306,0.0005198100184092687
osi_target_t48h,N_t,4,18336,4608,331,0.0027404363941416375,0.0005457995228478904
osi_target_t48h,D_t,0,18336,4608,141,0.0055180559571735835,0.0023191316098438598
osi_target_t48h,D_t,1,18432,4512,416,0.008210849168803283,0.002812963216501207
osi_target_t48h,D_t,2,18336,4608,1912,0.018590698522805954,0.0053303954686821685
osi_target_t48h,D_t,3,18336,4608,66,0.00724343622865094,0.0029113016108671622
osi_target_t48h,D_t,4,18336,4608,845,0.009407758421104376,0.003087963526156411
osi_target_t48h,R_t,0,18336,4608,94,0.0014102433093594383,0.000476798716926296
osi_target_t48h,R_t,1,18432,4512,242,0.002306051494638648,0.0006152164853646289
osi_target_t48h,R_t,2,18336,4608,377,0.005459173819444574,0.0009455872154184608
osi_target_t48h,R_t,3,18336,4608,61,0.0021997317136150493,0.0006593781677107629
osi_target_t48h,R_t,4,18336,4608,369,0.0033546903094134263,0.0006741559473816394
