split_seed,horizon,mode,term_a,term_b,term_type,sse_term,total_osi_sse,N_signed_allocation
42,24,C1,D,D,square,0.2525245482478836,2.0685730828839315,0.17254221437654135
42,24,C1,D,R,twice_cross,-0.02774718785120013,2.0685730828839315,0.17254221437654135
42,24,C1,D,b,twice_cross,0.00017637009306976426,2.0685730828839315,0.17254221437654135
42,24,C1,R,R,square,0.0034941207248840407,2.0685730828839315,0.17254221437654135
42,24,C1,R,b,twice_cross,3.300440261520554e-05,2.0685730828839315,0.17254221437654135
42,24,C1,b,b,square,0.0021586662052819755,2.0685730828839315,0.17254221437654135
42,24,C3,P,P,square,0.8254330119045683,2.0092579764861345,0.16924674069034845
42,24,C3,P,N,twice_cross,0.2036933424947856,2.0092579764861345,0.16924674069034845
42,24,C3,P,D,twice_cross,0.7150284656046869,2.0092579764861345,0.16924674069034845
42,24,C3,P,R,twice_cross,-0.043154861879992186,2.0092579764861345,0.16924674069034845
42,24,C3,P,b,twice_cross,-0.000625179971474078,2.0092579764861345,0.16924674069034845
42,24,C3,N,N,square,0.04943947770477031,2.0092579764861345,0.16924674069034845
42,24,C3,N,D,twice_cross,0.04565471598582181,2.0092579764861345,0.16924674069034845
42,24,C3,N,R,twice_cross,-0.009558734391049708,2.0092579764861345,0.16924674069034845
42,24,C3,N,b,twice_cross,-0.0001747981184014257,2.0092579764861345,0.16924674069034845
42,24,C3,D,D,square,0.24637760043958123,2.0092579764861345,0.16924674069034845
42,24,C3,D,R,twice_cross,-0.02848367802250163,2.0092579764861345,0.16924674069034845
42,24,C3,D,b,twice_cross,-0.00035860394232371595,2.0092579764861345,0.16924674069034845
42,24,C3,R,R,square,0.0034346306702399045,2.0092579764861345,0.16924674069034845
42,24,C3,R,b,twice_cross,6.031351077516217e-05,2.0092579764861345,0.16924674069034845
42,24,C3,b,b,square,0.0024922744966482443,2.0092579764861345,0.16924674069034845
42,24,main,P,P,square,0.8525091047783212,2.0685730828839315,0.17254221437654135
42,24,main,P,N,twice_cross,0.2082093413161371,2.0685730828839315,0.17254221437654135
42,24,main,P,D,twice_cross,0.733653566643907,2.0685730828839315,0.17254221437654135
42,24,main,P,R,twice_cross,-0.04312141700004307,2.0685730828839315,0.17254221437654135
42,24,main,P,b,twice_cross,0.00041235019612318754,2.0685730828839315,0.17254221437654135
42,24,main,N,N,square,0.05060447230999428,2.0685730828839315,0.17254221437654135
42,24,main,N,D,twice_cross,0.045576419453122116,2.0685730828839315,0.17254221437654135
42,24,main,N,R,twice_cross,-0.009766427382571613,2.0685730828839315,0.17254221437654135
42,24,main,N,b,twice_cross,-0.0001438492535934176,2.0685730828839315,0.17254221437654135
42,24,main,D,D,square,0.2525245482478836,2.0685730828839315,0.17254221437654135
42,24,main,D,R,twice_cross,-0.02774718785120013,2.0685730828839315,0.17254221437654135
42,24,main,D,b,twice_cross,0.00017637009306976426,2.0685730828839315,0.17254221437654135
42,24,main,R,R,square,0.0034941207248840407,2.0685730828839315,0.17254221437654135
42,24,main,R,b,twice_cross,3.300440261520554e-05,2.0685730828839315,0.17254221437654135
42,24,main,b,b,square,0.0021586662052819755,2.0685730828839315,0.17254221437654135
42,48,C1,P,P,square,0.5595949001556949,1.357242962755131,0.11665961945815834
42,48,C1,P,N,twice_cross,0.13922538349569794,1.357242962755131,0.11665961945815834
42,48,C1,P,D,twice_cross,0.47937695021166077,1.357242962755131,0.11665961945815834
42,48,C1,P,R,twice_cross,-0.0315490384995666,1.357242962755131,0.11665961945815834
42,48,C1,P,b,twice_cross,0.00021619575930321544,1.357242962755131,0.11665961945815834
42,48,C1,N,N,square,0.03401383127829875,1.357242962755131,0.11665961945815834
42,48,C1,N,D,twice_cross,0.03335445276178666,1.357242962755131,0.11665961945815834
42,48,C1,N,R,twice_cross,-0.007187921916949288,1.357242962755131,0.11665961945815834
42,48,C1,N,b,twice_cross,-0.00010033798081618775,1.357242962755131,0.11665961945815834
42,48,C1,D,D,square,0.1661236806364793,1.357242962755131,0.11665961945815834
42,48,C1,D,R,twice_cross,-0.020477058876051345,1.357242962755131,0.11665961945815834
42,48,C1,D,b,twice_cross,0.0001579728720312303,1.357242962755131,0.11665961945815834
42,48,C1,R,R,square,0.0024824382171502977,1.357242962755131,0.11665961945815834
42,48,C1,R,b,twice_cross,2.1149839653653156e-05,1.357242962755131,0.11665961945815834
42,48,C1,b,b,square,0.0019903648007576704,1.357242962755131,0.11665961945815834
42,48,C3,P,P,square,0.5599150105756574,1.3739659344317916,0.11765175703051438
42,48,C3,P,N,twice_cross,0.1406743284655185,1.3739659344317916,0.11765175703051438
42,48,C3,P,D,twice_cross,0.4923608576535186,1.3739659344317916,0.11765175703051438
42,48,C3,P,R,twice_cross,-0.03256746004164536,1.3739659344317916,0.11765175703051438
42,48,C3,P,b,twice_cross,-0.0004777403650838005,1.3739659344317916,0.11765175703051438
42,48,C3,N,N,square,0.03355993549951067,1.3739659344317916,0.11765175703051438
42,48,C3,N,D,twice_cross,0.034833094262302626,1.3739659344317916,0.11765175703051438
42,48,C3,N,R,twice_cross,-0.007200612535117012,1.3739659344317916,0.11765175703051438
42,48,C3,N,b,twice_cross,-0.00012316713069671542,1.3739659344317916,0.11765175703051438
42,48,C3,D,D,square,0.16977937740495386,1.3739659344317916,0.11765175703051438
42,48,C3,D,R,twice_cross,-0.021204529430353433,1.3739659344317916,0.11765175703051438
42,48,C3,D,b,twice_cross,-0.0002616419595948366,1.3739659344317916,0.11765175703051438
42,48,C3,R,R,square,0.002486011824620049,1.3739659344317916,0.11765175703051438
42,48,C3,R,b,twice_cross,4.559455417804401e-05,1.3739659344317916,0.11765175703051438
42,48,C3,b,b,square,0.0021468756540231823,1.3739659344317916,0.11765175703051438
42,48,main,P,P,square,0.5595949001556949,1.357242962755131,0.11665961945815834
42,48,main,P,N,twice_cross,0.13922538349569794,1.357242962755131,0.11665961945815834
42,48,main,P,D,twice_cross,0.47937695021166077,1.357242962755131,0.11665961945815834
42,48,main,P,R,twice_cross,-0.0315490384995666,1.357242962755131,0.11665961945815834
42,48,main,P,b,twice_cross,0.00021619575930321544,1.357242962755131,0.11665961945815834
42,48,main,N,N,square,0.03401383127829875,1.357242962755131,0.11665961945815834
42,48,main,N,D,twice_cross,0.03335445276178666,1.357242962755131,0.11665961945815834
42,48,main,N,R,twice_cross,-0.007187921916949288,1.357242962755131,0.11665961945815834
42,48,main,N,b,twice_cross,-0.00010033798081618775,1.357242962755131,0.11665961945815834
42,48,main,D,D,square,0.1661236806364793,1.357242962755131,0.11665961945815834
42,48,main,D,R,twice_cross,-0.020477058876051345,1.357242962755131,0.11665961945815834
42,48,main,D,b,twice_cross,0.0001579728720312303,1.357242962755131,0.11665961945815834
42,48,main,R,R,square,0.0024824382171502977,1.357242962755131,0.11665961945815834
42,48,main,R,b,twice_cross,2.1149839653653156e-05,1.357242962755131,0.11665961945815834
42,48,main,b,b,square,0.0019903648007576704,1.357242962755131,0.11665961945815834
