horizon,fipsCode,countyName,stateAbbr,improved_splits,worsened_splits,unchanged_splits,split42_sse_reduction,split20260917_sse_reduction,split20260918_sse_reduction
osi_target_t06h,54071,Pendleton County,WV,0,3,0,-0.0008495788038685457,-0.001423716173980967,-0.002071232451298137
osi_target_t06h,54073,Pleasants County,WV,1,2,0,0.0002621718433870532,-2.3170942464408907e-05,-0.00020951013527185404
osi_target_t06h,54075,Pocahontas County,WV,1,2,0,1.6214541765353788e-05,-0.0014118383052056926,-0.0018161485070360226
osi_target_t06h,54077,Preston County,WV,0,3,0,-1.682142260262757e-05,-5.315390450467928e-05,-0.00023908245393315175
osi_target_t06h,54079,Putnam County,WV,1,2,0,-1.0108632301737924e-05,8.587363149491006e-07,-1.9619617686422426e-06
osi_target_t06h,54081,Raleigh County,WV,1,2,0,-3.1837840041985083e-05,7.245179089640215e-06,-1.3461286334898702e-05
osi_target_t06h,54083,Randolph County,WV,0,3,0,-0.0013114079048194994,-0.00036066240262585397,-0.002793814341696746
osi_target_t06h,54085,Ritchie County,WV,2,1,0,0.00037150467177670364,0.0007159187399107744,-0.0018511279263918982
osi_target_t06h,54087,Roane County,WV,0,3,0,-0.00024739868767926186,-0.0016730963446698888,-0.00019660356271512802
osi_target_t06h,54089,Summers County,WV,3,0,0,8.928467337276973e-05,0.00010090236389584156,5.5939868283201273e-05
osi_target_t06h,54091,Taylor County,WV,3,0,0,0.0009887993813227133,0.0016054678249642906,0.002186263395346418
osi_target_t06h,54093,Tucker County,WV,2,1,0,0.00016867432406293074,0.0002474855669297119,-9.636200425173266e-05
osi_target_t06h,54095,Tyler County,WV,0,3,0,-0.0011288472132781578,-0.0005213255719924842,-0.0009075677496446256
osi_target_t06h,54097,Upshur County,WV,0,3,0,-6.838654640412673e-05,-8.662528201872099e-06,-2.3477277824772024e-05
osi_target_t06h,54099,Wayne County,WV,3,0,0,0.0007308529983822264,0.0004965333810010523,0.0005145097182412007
osi_target_t06h,54101,Webster County,WV,1,2,0,-0.0006302031314470678,0.0006073199331288557,-0.0012793974745417928
osi_target_t06h,54103,Wetzel County,WV,0,3,0,-0.0010055609261161516,-0.0033887642704842104,-0.002307690659807387
osi_target_t06h,54105,Wirt County,WV,3,0,0,0.00017511571912320716,0.00024105495979318643,0.0005372710971211841
osi_target_t06h,54107,Wood County,WV,2,1,0,-1.7027924085566095e-05,1.691077949806809e-05,3.9458976953186454e-05
osi_target_t06h,54109,Wyoming County,WV,2,1,0,-0.0002829732729112359,0.0018011292299444995,0.0001546675981799958
osi_target_t24h,18009,Blackford County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18013,Brown County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18023,Clinton County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18025,Crawford County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18027,Daviess County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18029,Dearborn County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18033,DeKalb County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18035,Delaware County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18037,Dubois County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18039,Elkhart County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18041,Fayette County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18043,Floyd County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18045,Fountain County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18047,Franklin County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18051,Gibson County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18059,Hancock County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18061,Harrison County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18065,Henry County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18067,Howard County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18069,Huntington County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18071,Jackson County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18073,Jasper County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18077,Jefferson County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18083,Knox County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18085,Kosciusko County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18087,LaGrange County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18089,Lake County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18091,LaPorte County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18093,Lawrence County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18095,Madison County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18097,Marion County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18099,Marshall County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18101,Martin County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18103,Miami County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18105,Monroe County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18107,Montgomery County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18109,Morgan County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18111,Newton County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18113,Noble County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18117,Orange County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18121,Parke County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18123,Perry County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18125,Pike County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18127,Porter County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18129,Posey County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18131,Pulaski County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18133,Putnam County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18135,Randolph County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18137,Ripley County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18139,Rush County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18141,St. Joseph County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18143,Scott County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18145,Shelby County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18147,Spencer County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18149,Starke County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18151,Steuben County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18153,Sullivan County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18155,Switzerland County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18157,Tippecanoe County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18159,Tipton County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18161,Union County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18163,Vanderburgh County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18165,Vermillion County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18167,Vigo County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18169,Wabash County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18171,Warren County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18173,Warrick County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18175,Washington County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18177,Wayne County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18179,Wells County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18181,White County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,18183,Whitley County,IN,0,0,3,0.0,0.0,0.0
osi_target_t24h,39017,Butler County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39023,Clark County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39025,Clermont County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39027,Clinton County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39029,Columbiana County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39031,Coshocton County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39033,Crawford County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39035,Cuyahoga County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39037,Darke County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39039,Defiance County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39045,Fairfield County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39049,Franklin County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39051,Fulton County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39053,Gallia County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39055,Geauga County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39059,Guernsey County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39061,Hamilton County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39063,Hancock County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39065,Hardin County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39069,Henry County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39073,Hocking County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39075,Holmes County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39077,Huron County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39081,Jefferson County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39085,Lake County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39087,Lawrence County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39089,Licking County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39091,Logan County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39093,Lorain County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39095,Lucas County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39097,Madison County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39099,Mahoning County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39101,Marion County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39103,Medina County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39105,Meigs County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39107,Mercer County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39109,Miami County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39111,Monroe County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39113,Montgomery County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39115,Morgan County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39117,Morrow County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39119,Muskingum County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39121,Noble County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39123,Ottawa County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39125,Paulding County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39127,Perry County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39129,Pickaway County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39131,Pike County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39133,Portage County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39135,Preble County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39137,Putnam County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39139,Richland County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39141,Ross County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39143,Sandusky County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39145,Scioto County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39147,Seneca County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39149,Shelby County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39151,Stark County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39153,Summit County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39155,Trumbull County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39157,Tuscarawas County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39159,Union County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39161,Van Wert County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39163,Vinton County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39165,Warren County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39167,Washington County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39169,Wayne County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39171,Williams County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39173,Wood County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,39175,Wyandot County,OH,0,0,3,0.0,0.0,0.0
osi_target_t24h,42005,Armstrong County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42007,Beaver County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42009,Bedford County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42013,Blair County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42015,Bradford County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42019,Butler County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42021,Cambria County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42023,Cameron County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42025,Carbon County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42027,Centre County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42029,Chester County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42031,Clarion County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42033,Clearfield County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42035,Clinton County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42039,Crawford County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42041,Cumberland County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42043,Dauphin County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42045,Delaware County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42047,Elk County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42049,Erie County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42051,Fayette County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42053,Forest County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42055,Franklin County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42057,Fulton County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42059,Greene County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42061,Huntingdon County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42063,Indiana County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42065,Jefferson County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42067,Juniata County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42069,Lackawanna County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42075,Lebanon County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42077,Lehigh County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42079,Luzerne County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42081,Lycoming County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42083,McKean County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42085,Mercer County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42089,Monroe County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42091,Montgomery County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42095,Northampton County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42097,Northumberland County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42101,Philadelphia County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42103,Pike County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42109,Snyder County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42113,Sullivan County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42115,Susquehanna County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42119,Union County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42121,Venango County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42125,Washington County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42127,Wayne County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42129,Westmoreland County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42131,Wyoming County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,42133,York County,PA,0,0,3,0.0,0.0,0.0
osi_target_t24h,54007,Braxton County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54009,Brooke County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54013,Calhoun County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54015,Clay County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54019,Fayette County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54023,Grant County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54025,Greenbrier County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54027,Hampshire County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54029,Hancock County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54031,Hardy County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54033,Harrison County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54035,Jackson County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54037,Jefferson County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54039,Kanawha County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54041,Lewis County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54043,Lincoln County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54045,Logan County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54047,McDowell County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54053,Mason County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54055,Mercer County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54057,Mineral County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54059,Mingo County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54063,Monroe County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54067,Nicholas County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54069,Ohio County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54071,Pendleton County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54073,Pleasants County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54075,Pocahontas County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54077,Preston County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54079,Putnam County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54081,Raleigh County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54083,Randolph County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54085,Ritchie County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54087,Roane County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54089,Summers County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54091,Taylor County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54093,Tucker County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54095,Tyler County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54097,Upshur County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54099,Wayne County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54101,Webster County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54103,Wetzel County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54105,Wirt County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54107,Wood County,WV,0,0,3,0.0,0.0,0.0
osi_target_t24h,54109,Wyoming County,WV,0,0,3,0.0,0.0,0.0
osi_target_t48h,18009,Blackford County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18013,Brown County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18023,Clinton County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18025,Crawford County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18027,Daviess County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18029,Dearborn County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18033,DeKalb County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18035,Delaware County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18037,Dubois County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18039,Elkhart County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18041,Fayette County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18043,Floyd County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18045,Fountain County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18047,Franklin County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18051,Gibson County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18059,Hancock County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18061,Harrison County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18065,Henry County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18067,Howard County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18069,Huntington County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18071,Jackson County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18073,Jasper County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18077,Jefferson County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18083,Knox County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18085,Kosciusko County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18087,LaGrange County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18089,Lake County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18091,LaPorte County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18093,Lawrence County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18095,Madison County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18097,Marion County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18099,Marshall County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18101,Martin County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18103,Miami County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18105,Monroe County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18107,Montgomery County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18109,Morgan County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18111,Newton County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18113,Noble County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18117,Orange County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18121,Parke County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18123,Perry County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18125,Pike County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18127,Porter County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18129,Posey County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18131,Pulaski County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18133,Putnam County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18135,Randolph County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18137,Ripley County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18139,Rush County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18141,St. Joseph County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18143,Scott County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18145,Shelby County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18147,Spencer County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18149,Starke County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18151,Steuben County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18153,Sullivan County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18155,Switzerland County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18157,Tippecanoe County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18159,Tipton County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18161,Union County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18163,Vanderburgh County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18165,Vermillion County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18167,Vigo County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18169,Wabash County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18171,Warren County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18173,Warrick County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18175,Washington County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18177,Wayne County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18179,Wells County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18181,White County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,18183,Whitley County,IN,0,0,3,0.0,0.0,0.0
osi_target_t48h,39017,Butler County,OH,0,0,3,0.0,0.0,0.0
osi_target_t48h,39023,Clark County,OH,0,0,3,0.0,0.0,0.0
osi_target_t48h,39025,Clermont County,OH,0,0,3,0.0,0.0,0.0
osi_target_t48h,39027,Clinton County,OH,0,0,3,0.0,0.0,0.0
osi_target_t48h,39029,Columbiana County,OH,0,0,3,0.0,0.0,0.0
osi_target_t48h,39031,Coshocton County,OH,0,0,3,0.0,0.0,0.0
osi_target_t48h,39033,Crawford County,OH,0,0,3,0.0,0.0,0.0
osi_target_t48h,39035,Cuyahoga County,OH,0,0,3,0.0,0.0,0.0
osi_target_t48h,39037,Darke County,OH,0,0,3,0.0,0.0,0.0
osi_target_t48h,39039,Defiance County,OH,0,0,3,0.0,0.0,0.0
osi_target_t48h,39045,Fairfield County,OH,0,0,3,0.0,0.0,0.0
osi_target_t48h,39049,Franklin County,OH,0,0,3,0.0,0.0,0.0
osi_target_t48h,39051,Fulton County,OH,0,0,3,0.0,0.0,0.0
osi_target_t48h,39053,Gallia County,OH,0,0,3,0.0,0.0,0.0
osi_target_t48h,39055,Geauga County,OH,0,0,3,0.0,0.0,0.0
