config,horizon,rank,feature,importance
ET-A,osi_target_t24h,49,cumul_tp_since_onset,0.007544176518532137
ET-A,osi_target_t24h,50,R_t_max_72h,0.00725337812838831
ET-A,osi_target_t24h,51,pop_density,0.0071801164780214205
ET-A,osi_target_t24h,52,gust_peak4h_mean_next_24h,0.007067478220327108
ET-A,osi_target_t24h,53,gust_max_last6h_obs,0.006917083387546155
ET-A,osi_target_t24h,54,mslma_t,0.006867298534452553
ET-A,osi_target_t24h,55,wind_sin_t,0.006729623094103458
ET-A,osi_target_t24h,56,sp_t,0.006699443104640479
ET-A,osi_target_t24h,57,gust_gt30_frac_next_24h,0.0066741466312619305
ET-A,osi_target_t24h,58,gust_peak4h_mean_next_48h,0.006521983109033877
ET-A,osi_target_t24h,59,gust_max_next_48h,0.006097901984732023
ET-A,osi_target_t24h,60,n_utilities,0.006041583474323041
ET-A,osi_target_t24h,61,outage_pct_mean_72h,0.005895472564799028
ET-A,osi_target_t24h,62,d2m_t,0.005839017457443999
ET-A,osi_target_t24h,63,dewpoint_c_t,0.0058109816436978734
ET-A,osi_target_t24h,64,osi_mean_72h,0.005799952251162659
ET-A,osi_target_t24h,65,gust_mean_next_48h,0.005513074281464673
ET-A,osi_target_t24h,66,gust_gt30_next_24h,0.005451881261724246
ET-A,osi_target_t24h,67,rural_urban_code,0.005423783591810293
ET-A,osi_target_t24h,68,gust_gt40_next_24h,0.005404752540283752
ET-A,osi_target_t24h,69,hours_since_peak,0.005337839605123862
ET-A,osi_target_t24h,70,gust_trend_last6h_obs,0.005286668573019235
ET-A,osi_target_t24h,71,pressure_change_6h,0.005286584069322163
ET-A,osi_target_t24h,72,gust_max_obs,0.0052782205038367684
ET-A,osi_target_t24h,73,soil_moist_t,0.004924863115607826
ET-A,osi_target_t24h,74,pct_water,0.00486349515158363
ET-A,osi_target_t24h,75,last_R_t,0.004849503715726405
ET-A,osi_target_t24h,76,pct_developed,0.004722289518952793
ET-A,osi_target_t24h,77,pct_wetland,0.004651422839490797
ET-A,osi_target_t24h,78,is_metro,0.0045633691414772035
ET-A,osi_target_t24h,79,gust_at_t48h,0.00409634238630313
ET-A,osi_target_t24h,80,wind_speed_at_t48h,0.003983040966306737
ET-A,osi_target_t24h,81,gust_gt40_obs,0.003949121586804673
ET-A,osi_target_t24h,82,min_t2m_next_6h,0.0037557871826284154
ET-A,osi_target_t24h,83,hour_cos,0.0035871365562844966
ET-A,osi_target_t24h,84,cumul_gust_obs,0.003488305946544056
ET-A,osi_target_t24h,85,gust_gt30_obs,0.0033776824460611944
ET-A,osi_target_t24h,86,gust_mean_obs,0.003328525129014028
ET-A,osi_target_t24h,87,wind_speed_max_next_6h,0.0030639874559884686
ET-A,osi_target_t24h,88,hour_of_day,0.002959163852085235
ET-A,osi_target_t24h,89,is_worsening,0.0029480484216510977
ET-A,osi_target_t24h,90,tp_rate_next_6h,0.0029402051167624834
ET-A,osi_target_t24h,91,hour_sin,0.002927432888999019
ET-A,osi_target_t24h,92,total_tp_next_6h,0.00287500923050692
ET-A,osi_target_t24h,93,pressure_change_3h,0.0028512760223153087
ET-A,osi_target_t24h,94,temp_c_t,0.002838915349215566
ET-A,osi_target_t24h,95,wind_speed_at_t24h,0.0028112505081587915
ET-A,osi_target_t24h,96,diffuse_rad_t,0.0028077945196127115
ET-A,osi_target_t24h,97,t2m_t,0.0027703855077204527
ET-A,osi_target_t24h,98,t2m_at_t6h,0.002767007247309263
ET-A,osi_target_t24h,99,gust_mean_next_6h,0.0027221918284656837
ET-A,osi_target_t24h,100,sdswrf_t,0.0025219185856822195
ET-A,osi_target_t24h,101,min_t2m_next_1h,0.0024957014000018497
ET-A,osi_target_t24h,102,gust_peak4h_mean_next_6h,0.002458503727652769
ET-A,osi_target_t24h,103,gust_max_next_6h,0.0023460151166837897
ET-A,osi_target_t24h,104,gust_gt40_next_48h,0.002177406817284787
ET-A,osi_target_t24h,105,t2m_at_t1h,0.0021647746981826674
ET-A,osi_target_t24h,106,wind_speed_at_t6h,0.002060313972605296
ET-A,osi_target_t24h,107,temp_change_6h,0.002052355919653013
ET-A,osi_target_t24h,108,r2_t,0.002043836773342463
ET-A,osi_target_t24h,109,wind_cos_t,0.0019836099784157407
ET-A,osi_target_t24h,110,blh_t,0.001977224226605779
ET-A,osi_target_t24h,111,vpd_t,0.0019467942284124998
ET-A,osi_target_t24h,112,et0_t,0.00184868519929378
ET-A,osi_target_t24h,113,tp_at_t6h,0.0017979120241093435
ET-A,osi_target_t24h,114,gust_at_t6h,0.0015673202066082874
ET-A,osi_target_t24h,115,gust_at_t24h,0.001547362087777687
ET-A,osi_target_t24h,116,direct_rad_t,0.0014554868464202154
ET-A,osi_target_t24h,117,gust_gt30_next_6h,0.0014408417305095925
ET-A,osi_target_t24h,118,mcc_t,0.0014219376367257657
ET-A,osi_target_t24h,119,gust_gt40_next_6h,0.0014156190960085341
ET-A,osi_target_t24h,120,wind_speed_max_next_1h,0.0014031396278756133
ET-A,osi_target_t24h,121,gust_peak4h_mean_next_1h,0.0012969930133947716
ET-A,osi_target_t24h,122,lcc_t,0.0012871333795958497
ET-A,osi_target_t24h,123,gust_mean_next_1h,0.0012472880662291806
ET-A,osi_target_t24h,124,gust_gt30_frac_next_6h,0.001232890867565176
ET-A,osi_target_t24h,125,wind_speed_t,0.0011250687514257364
ET-A,osi_target_t24h,126,gust_max_next_1h,0.0011074985819660601
ET-A,osi_target_t24h,127,wind_speed_at_t1h,0.0010446156591987356
ET-A,osi_target_t24h,128,sdwe_t,0.0009749369660855249
ET-A,osi_target_t24h,129,gust_t,0.0009295170370821754
ET-A,osi_target_t24h,130,gust_at_t1h,0.0008579684072006593
ET-A,osi_target_t24h,131,gust_exceed30_x_hso,0.0007506923219391946
ET-A,osi_target_t24h,132,soil_moist_x_gust,0.0007039562035248988
ET-A,osi_target_t24h,133,tp_at_t48h,0.0006971414701007526
ET-A,osi_target_t24h,134,gust_exceed_30,0.0006958825163704183
ET-A,osi_target_t24h,135,is_snowing,0.000682489663466471
ET-A,osi_target_t24h,136,tp_at_t24h,0.0006601644733585973
ET-A,osi_target_t24h,137,hcc_t,0.0006256545934900132
ET-A,osi_target_t24h,138,tcc_t,0.0006157597093234295
ET-A,osi_target_t24h,139,gust_gt30_frac_next_1h,0.0005877224723869035
ET-A,osi_target_t24h,140,gust_gt30_next_1h,0.000575570484672804
ET-A,osi_target_t24h,141,gust_change_3h,0.0005749257545724109
ET-A,osi_target_t24h,142,tp_rate_next_1h,0.0004256327404728609
ET-A,osi_target_t24h,143,rain_t,0.0003931214239272529
ET-A,osi_target_t24h,144,total_tp_next_1h,0.0003882383896542938
ET-A,osi_target_t24h,145,tp_at_t1h,0.0002810185822555671
ET-A,osi_target_t24h,146,gust_gt40_next_1h,0.00024781391206929156
ET-A,osi_target_t24h,147,csnow_t,0.000229017979650561
ET-A,osi_target_t24h,148,icing_risk_t,0.0002015984515135037
ET-A,osi_target_t24h,149,gust_change_1h,0.00019900758143762815
ET-A,osi_target_t24h,150,wind_change_1h,0.0001685761053850592
ET-A,osi_target_t24h,151,tp_t,0.00016118204843867237
ET-A,osi_target_t24h,152,has_weather_at_t48h,8.684084096669061e-05
ET-A,osi_target_t24h,153,is_full_next_48h,8.557776555525085e-05
ET-A,osi_target_t24h,154,window_len_next_48h,1.7426120629800503e-05
ET-A,osi_target_t24h,155,window_len_next_6h,0.0
ET-A,osi_target_t24h,156,has_weather_at_t1h,0.0
ET-A,osi_target_t24h,157,is_full_next_24h,0.0
ET-A,osi_target_t24h,158,is_full_next_6h,0.0
ET-A,osi_target_t24h,159,is_full_next_1h,0.0
ET-A,osi_target_t24h,160,window_len_next_1h,0.0
ET-A,osi_target_t24h,161,has_weather_at_t24h,0.0
ET-A,osi_target_t24h,162,has_weather_at_t6h,0.0
ET-A,osi_target_t24h,163,window_len_next_24h,0.0
ET-B,osi_target_t24h,1,last_D_t,0.04129331545766991
ET-B,osi_target_t24h,2,last_P_t,0.037771788429689014
ET-B,osi_target_t24h,3,last_osi,0.0370283760860587
ET-B,osi_target_t24h,4,last_outage_pct,0.03545971492813514
ET-B,osi_target_t24h,5,storm_phase,0.03328674522996423
ET-B,osi_target_t24h,6,hours_since_obs,0.032175061652275655
ET-B,osi_target_t24h,7,pct_forest,0.029847605319674113
ET-B,osi_target_t24h,8,days_since_onset,0.025766250787708504
ET-B,osi_target_t24h,9,cumul_gust_since_onset,0.024329463198913524
ET-B,osi_target_t24h,10,wind_speed_max_next_48h,0.023553019318069333
ET-B,osi_target_t24h,11,osi_trend_last6h,0.02354443668166726
ET-B,osi_target_t24h,12,log_customers,0.020548762771379753
ET-B,osi_target_t24h,13,gust_gt30_since_onset,0.019594299840226096
ET-B,osi_target_t24h,14,gust_x_hso,0.01931327853441362
ET-B,osi_target_t24h,15,tp_rate_next_24h,0.018325121496157625
ET-B,osi_target_t24h,16,storm_onset_max_osi,0.01802356343595756
ET-B,osi_target_t24h,17,total_tp_next_24h,0.01786758205852277
ET-B,osi_target_t24h,18,gust_x_phase,0.017434421093368697
ET-B,osi_target_t24h,19,soil_gust_x_phase,0.01482191866896063
ET-B,osi_target_t24h,20,pct_forest_classified,0.012945863083160513
ET-B,osi_target_t24h,21,min_t2m_next_48h,0.012514637458917531
ET-B,osi_target_t24h,22,tree_canopy_pct,0.012481362668608439
ET-B,osi_target_t24h,23,gust_last_obs,0.011233205572457527
ET-B,osi_target_t24h,24,total_tp_next_48h,0.011215886982888066
ET-B,osi_target_t24h,25,pct_unmapped,0.01114438643466562
ET-B,osi_target_t24h,26,tree_canopy_std,0.011122733808916535
ET-B,osi_target_t24h,27,outage_pct_max_72h,0.010942705186030773
ET-B,osi_target_t24h,28,tp_rate_next_48h,0.010704129260038836
ET-B,osi_target_t24h,29,N_t_mean_72h,0.010438605244050903
ET-B,osi_target_t24h,30,storm_onset_mean_osi,0.010186084093785207
ET-B,osi_target_t24h,31,osi_max_72h,0.010172269568976624
ET-B,osi_target_t24h,32,forest_x_customers,0.009088099250985016
ET-B,osi_target_t24h,33,gust_gt30_next_48h,0.008762087790384449
ET-B,osi_target_t24h,34,t2m_at_t48h,0.008649105061961366
ET-B,osi_target_t24h,35,last_N_t,0.008548912990391804
ET-B,osi_target_t24h,36,wind_speed_max_next_24h,0.008526523768613148
ET-B,osi_target_t24h,37,pre_event_mean_osi,0.00840712835127062
ET-B,osi_target_t24h,38,N_t_max_72h,0.008386602596307965
ET-B,osi_target_t24h,39,osi_std_72h,0.008200050296439007
ET-B,osi_target_t24h,40,gust_max_next_24h,0.00801164903953666
ET-B,osi_target_t24h,41,wind_sin_t,0.007965095992124124
ET-B,osi_target_t24h,42,min_t2m_next_24h,0.007895039629782934
ET-B,osi_target_t24h,43,cumul_tp_since_onset,0.007851880011660537
ET-B,osi_target_t24h,44,R_t_max_72h,0.0078314358648704
ET-B,osi_target_t24h,45,gust_gt30_frac_next_48h,0.007668934500524706
ET-B,osi_target_t24h,46,R_t_mean_72h,0.007511416996552841
ET-B,osi_target_t24h,47,mslma_t,0.007340585337363004
ET-B,osi_target_t24h,48,pct_agriculture,0.007326967676509493
ET-B,osi_target_t24h,49,frac_zero_72h,0.0070626198150420105
ET-B,osi_target_t24h,50,gust_max_last6h_obs,0.007000785299565793
ET-B,osi_target_t24h,51,gust_trend_last6h_obs,0.0069384856825342464
ET-B,osi_target_t24h,52,gust_gt30_frac_next_24h,0.0066245504897888925
ET-B,osi_target_t24h,53,gust_peak4h_mean_next_24h,0.006459198667459756
ET-B,osi_target_t24h,54,pre_event_max_outage_pct,0.006280348554435726
ET-B,osi_target_t24h,55,t2m_at_t24h,0.006238472280765834
ET-B,osi_target_t24h,56,pop_density,0.006197993401510713
ET-B,osi_target_t24h,57,n_utilities,0.0057909032542746664
ET-B,osi_target_t24h,58,gust_gt30_next_24h,0.005695575908646715
ET-B,osi_target_t24h,59,sp_t,0.005658627368061124
ET-B,osi_target_t24h,60,gust_mean_next_24h,0.005632768310419653
ET-B,osi_target_t24h,61,gust_at_t48h,0.005335155827589309
ET-B,osi_target_t24h,62,rural_urban_code,0.005326901201970775
ET-B,osi_target_t24h,63,outage_pct_mean_72h,0.005303324811257572
ET-B,osi_target_t24h,64,pct_developed,0.004771809435697157
ET-B,osi_target_t24h,65,gust_peak4h_mean_next_48h,0.004711931402520243
ET-B,osi_target_t24h,66,is_metro,0.004684905810484184
ET-B,osi_target_t24h,67,d2m_t,0.004639266805451085
ET-B,osi_target_t24h,68,pressure_change_6h,0.004633707680658342
ET-B,osi_target_t24h,69,gust_gt40_next_24h,0.004632881944553673
ET-B,osi_target_t24h,70,gust_max_obs,0.004457899322087886
ET-B,osi_target_t24h,71,osi_mean_72h,0.004269656733731392
ET-B,osi_target_t24h,72,gust_max_next_48h,0.0042609617959960405
ET-B,osi_target_t24h,73,gust_gt40_obs,0.004232800404451683
ET-B,osi_target_t24h,74,dewpoint_c_t,0.004206376536791416
ET-B,osi_target_t24h,75,pct_water,0.003966321884282483
ET-B,osi_target_t24h,76,gust_mean_next_48h,0.0037907393390651375
ET-B,osi_target_t24h,77,hours_since_peak,0.003732455228380042
ET-B,osi_target_t24h,78,pct_wetland,0.0036737312529412443
ET-B,osi_target_t24h,79,is_worsening,0.003636717207228307
ET-B,osi_target_t24h,80,last_R_t,0.003574319793523471
ET-B,osi_target_t24h,81,pressure_change_3h,0.0035140080066443586
ET-B,osi_target_t24h,82,gust_mean_obs,0.003319195714349295
ET-B,osi_target_t24h,83,wind_speed_at_t48h,0.003248385602466354
ET-B,osi_target_t24h,84,gust_gt30_obs,0.003145566078341773
ET-B,osi_target_t24h,85,cumul_gust_obs,0.003134266564381308
ET-B,osi_target_t24h,86,soil_moist_t,0.002915718265167411
ET-B,osi_target_t24h,87,min_t2m_next_6h,0.0028395523588762767
ET-B,osi_target_t24h,88,total_tp_next_6h,0.002314065320220671
ET-B,osi_target_t24h,89,tp_rate_next_6h,0.002140318299695665
ET-B,osi_target_t24h,90,wind_cos_t,0.002139645344239736
ET-B,osi_target_t24h,91,gust_gt40_next_48h,0.001999169776507173
ET-B,osi_target_t24h,92,wind_speed_at_t24h,0.0018371281550043847
ET-B,osi_target_t24h,93,hour_of_day,0.0017903494248521223
ET-B,osi_target_t24h,94,gust_mean_next_6h,0.0016780939916749074
ET-B,osi_target_t24h,95,wind_speed_max_next_6h,0.0016639982912017531
ET-B,osi_target_t24h,96,min_t2m_next_1h,0.0016151248446251356
ET-B,osi_target_t24h,97,hour_sin,0.001543238422130381
ET-B,osi_target_t24h,98,temp_c_t,0.0014692992957567388
ET-B,osi_target_t24h,99,gust_peak4h_mean_next_6h,0.0013835858037289425
ET-B,osi_target_t24h,100,diffuse_rad_t,0.001374472753260502
ET-B,osi_target_t24h,101,wind_speed_at_t6h,0.0013085614587625982
ET-B,osi_target_t24h,102,gust_max_next_6h,0.0012970422090965077
ET-B,osi_target_t24h,103,t2m_t,0.0012343309061517344
ET-B,osi_target_t24h,104,t2m_at_t6h,0.0012326132298103548
ET-B,osi_target_t24h,105,hour_cos,0.0012269650572856033
ET-B,osi_target_t24h,106,gust_at_t24h,0.001162636594819377
ET-B,osi_target_t24h,107,temp_change_6h,0.0011620193544381238
ET-B,osi_target_t24h,108,t2m_at_t1h,0.00111434905318305
ET-B,osi_target_t24h,109,sdswrf_t,0.001007795564244916
ET-B,osi_target_t24h,110,blh_t,0.0009001812329591584
ET-B,osi_target_t24h,111,wind_speed_max_next_1h,0.0008699037950261834
ET-B,osi_target_t24h,112,gust_gt30_next_6h,0.0008555154015644217
ET-B,osi_target_t24h,113,gust_gt30_frac_next_6h,0.0008323438563648889
ET-B,osi_target_t24h,114,mcc_t,0.0008047882750655446
ET-B,osi_target_t24h,115,tp_at_t6h,0.000777592867860541
ET-B,osi_target_t24h,116,gust_mean_next_1h,0.0007073994148254963
ET-B,osi_target_t24h,117,lcc_t,0.0006929163339420713
ET-B,osi_target_t24h,118,gust_max_next_1h,0.0006839805054789286
ET-B,osi_target_t24h,119,r2_t,0.0006505662072523055
ET-B,osi_target_t24h,120,soil_moist_x_gust,0.0006121082566399801
ET-B,osi_target_t24h,121,et0_t,0.0006063422753424377
ET-B,osi_target_t24h,122,wind_speed_at_t1h,0.0006044858129972745
ET-B,osi_target_t24h,123,vpd_t,0.000551233531237809
ET-B,osi_target_t24h,124,gust_peak4h_mean_next_1h,0.0005476505816496197
ET-B,osi_target_t24h,125,sdwe_t,0.0005262540856671597
ET-B,osi_target_t24h,126,gust_gt30_frac_next_1h,0.0004853705976300477
ET-B,osi_target_t24h,127,gust_at_t6h,0.00046329620686727887
ET-B,osi_target_t24h,128,wind_speed_t,0.0004587596834853619
ET-B,osi_target_t24h,129,gust_gt30_next_1h,0.0003959727341261166
ET-B,osi_target_t24h,130,gust_gt40_next_6h,0.00038942134634847267
ET-B,osi_target_t24h,131,gust_at_t1h,0.0003886954874950464
ET-B,osi_target_t24h,132,gust_t,0.0003846931795483426
ET-B,osi_target_t24h,133,hcc_t,0.0003729844455322374
ET-B,osi_target_t24h,134,tcc_t,0.00036668134211169113
ET-B,osi_target_t24h,135,gust_exceed30_x_hso,0.00034666705143935846
ET-B,osi_target_t24h,136,direct_rad_t,0.00034106394383453945
ET-B,osi_target_t24h,137,gust_exceed_30,0.00032141854871684146
ET-B,osi_target_t24h,138,tp_rate_next_1h,0.000256969392745847
ET-B,osi_target_t24h,139,rain_t,0.0002080413669161369
ET-B,osi_target_t24h,140,total_tp_next_1h,0.00020313324101279399
ET-B,osi_target_t24h,141,tp_at_t48h,0.0001933757845285658
ET-B,osi_target_t24h,142,tp_at_t24h,0.00016993108854076712
ET-B,osi_target_t24h,143,gust_change_3h,0.00016010215083464674
ET-B,osi_target_t24h,144,tp_t,0.0001293961966974298
ET-B,osi_target_t24h,145,tp_at_t1h,8.141237652026641e-05
ET-B,osi_target_t24h,146,gust_gt40_next_1h,6.96489308980571e-05
ET-B,osi_target_t24h,147,is_full_next_48h,5.367373161376526e-05
ET-B,osi_target_t24h,148,csnow_t,5.302940757712601e-05
ET-B,osi_target_t24h,149,is_snowing,4.5196541183858515e-05
ET-B,osi_target_t24h,150,icing_risk_t,4.453353012038667e-05
ET-B,osi_target_t24h,151,has_weather_at_t48h,4.3200482069536484e-05
ET-B,osi_target_t24h,152,gust_change_1h,3.234437339047166e-05
ET-B,osi_target_t24h,153,wind_change_1h,2.023476258258353e-05
ET-B,osi_target_t24h,154,window_len_next_48h,5.6909430880764045e-06
ET-B,osi_target_t24h,155,window_len_next_6h,0.0
ET-B,osi_target_t24h,156,has_weather_at_t1h,0.0
ET-B,osi_target_t24h,157,is_full_next_24h,0.0
ET-B,osi_target_t24h,158,is_full_next_6h,0.0
ET-B,osi_target_t24h,159,is_full_next_1h,0.0
ET-B,osi_target_t24h,160,window_len_next_1h,0.0
ET-B,osi_target_t24h,161,has_weather_at_t24h,0.0
ET-B,osi_target_t24h,162,has_weather_at_t6h,0.0
ET-B,osi_target_t24h,163,window_len_next_24h,0.0
ET-A,osi_target_t48h,1,pct_forest,0.052236392047710446
ET-A,osi_target_t48h,2,log_customers,0.03185835055433314
ET-A,osi_target_t48h,3,osi_trend_last6h,0.02856956235423309
ET-A,osi_target_t48h,4,gust_gt30_frac_next_24h,0.027567759641111245
ET-A,osi_target_t48h,5,gust_gt30_next_24h,0.024811930827706576
ET-A,osi_target_t48h,6,tp_rate_next_48h,0.023845760046806826
ET-A,osi_target_t48h,7,total_tp_next_48h,0.021409401756930815
ET-A,osi_target_t48h,8,tree_canopy_pct,0.02118412282405904
ET-A,osi_target_t48h,9,pre_event_mean_osi,0.02073520569652664
ET-A,osi_target_t48h,10,pct_forest_classified,0.02073250819813194
ET-A,osi_target_t48h,11,gust_mean_next_48h,0.020559527036627896
ET-A,osi_target_t48h,12,wind_speed_max_next_24h,0.01681425957655613
ET-A,osi_target_t48h,13,pct_unmapped,0.016580195985891347
ET-A,osi_target_t48h,14,pre_event_max_outage_pct,0.015813068230703983
ET-A,osi_target_t48h,15,gust_gt30_frac_next_48h,0.015000940963959052
ET-A,osi_target_t48h,16,frac_zero_72h,0.01428331417591202
ET-A,osi_target_t48h,17,min_t2m_next_24h,0.014271880421853168
ET-A,osi_target_t48h,18,R_t_mean_72h,0.014118737372623542
ET-A,osi_target_t48h,19,gust_gt30_next_48h,0.013993922303906243
ET-A,osi_target_t48h,20,tree_canopy_std,0.013877869815308147
ET-A,osi_target_t48h,21,last_D_t,0.013715030457249968
ET-A,osi_target_t48h,22,forest_x_customers,0.013119478116836754
ET-A,osi_target_t48h,23,gust_gt40_next_48h,0.012435363141183393
ET-A,osi_target_t48h,24,gust_peak4h_mean_next_24h,0.012367975492471121
ET-A,osi_target_t48h,25,hours_since_obs,0.012243031288831386
ET-A,osi_target_t48h,26,last_osi,0.012000723540239233
ET-A,osi_target_t48h,27,soil_moist_t,0.011542820178015934
ET-A,osi_target_t48h,28,sp_t,0.0112624394384122
ET-A,osi_target_t48h,29,storm_phase,0.011060249134608019
ET-A,osi_target_t48h,30,pct_agriculture,0.010979660909305916
ET-A,osi_target_t48h,31,storm_onset_mean_osi,0.01041129607633435
ET-A,osi_target_t48h,32,N_t_mean_72h,0.010172182158660817
ET-A,osi_target_t48h,33,gust_last_obs,0.00950429485757754
ET-A,osi_target_t48h,34,cumul_gust_since_onset,0.009348007583578103
ET-A,osi_target_t48h,35,pressure_change_6h,0.00929384942750441
ET-A,osi_target_t48h,36,t2m_at_t48h,0.009260785690445316
ET-A,osi_target_t48h,37,gust_max_next_24h,0.009258947406654878
ET-A,osi_target_t48h,38,gust_mean_next_24h,0.009213263218349383
ET-A,osi_target_t48h,39,R_t_max_72h,0.009048687118256349
ET-A,osi_target_t48h,40,min_t2m_next_48h,0.009010156942544367
ET-A,osi_target_t48h,41,last_outage_pct,0.008910162946601593
ET-A,osi_target_t48h,42,last_P_t,0.008885852930102236
ET-A,osi_target_t48h,43,gust_gt40_next_24h,0.008523550322980538
ET-A,osi_target_t48h,44,osi_std_72h,0.008137803248022329
ET-A,osi_target_t48h,45,pct_developed,0.007834787370416823
ET-A,osi_target_t48h,46,outage_pct_max_72h,0.007467757062854221
ET-A,osi_target_t48h,47,pop_density,0.007423082158647032
ET-A,osi_target_t48h,48,days_since_onset,0.0073690884677593054
ET-A,osi_target_t48h,49,storm_onset_max_osi,0.007361454634894439
ET-A,osi_target_t48h,50,wind_sin_t,0.007089624899624245
ET-A,osi_target_t48h,51,t2m_at_t24h,0.007014430633723704
ET-A,osi_target_t48h,52,n_utilities,0.006974796153196973
ET-A,osi_target_t48h,53,wind_speed_max_next_48h,0.006945969020774146
ET-A,osi_target_t48h,54,rural_urban_code,0.006857491509784395
ET-A,osi_target_t48h,55,last_R_t,0.006757434704726214
ET-A,osi_target_t48h,56,last_N_t,0.006750837567805467
ET-A,osi_target_t48h,57,osi_mean_72h,0.006467764724355675
ET-A,osi_target_t48h,58,gust_peak4h_mean_next_48h,0.006335801898562599
ET-A,osi_target_t48h,59,osi_max_72h,0.006153252102560503
ET-A,osi_target_t48h,60,gust_max_obs,0.006099044617857585
ET-A,osi_target_t48h,61,pct_wetland,0.005962103859726612
ET-A,osi_target_t48h,62,hours_since_peak,0.005813096549952148
ET-A,osi_target_t48h,63,gust_trend_last6h_obs,0.005795989684443657
ET-A,osi_target_t48h,64,N_t_max_72h,0.00574594037547273
ET-A,osi_target_t48h,65,gust_gt40_obs,0.005639059633842427
ET-A,osi_target_t48h,66,cumul_tp_since_onset,0.005547121527040662
ET-A,osi_target_t48h,67,pressure_change_3h,0.005430641071249468
ET-A,osi_target_t48h,68,cumul_gust_obs,0.005422406811776617
ET-A,osi_target_t48h,69,gust_gt30_since_onset,0.005272867648381494
ET-A,osi_target_t48h,70,pct_water,0.005237247012221232
ET-A,osi_target_t48h,71,is_worsening,0.005062581675945306
ET-A,osi_target_t48h,72,gust_max_next_48h,0.004966905155596663
ET-A,osi_target_t48h,73,gust_x_hso,0.00494322888961328
ET-A,osi_target_t48h,74,outage_pct_mean_72h,0.004897092616271741
ET-A,osi_target_t48h,75,gust_max_last6h_obs,0.004840430645094142
ET-A,osi_target_t48h,76,gust_gt30_obs,0.004788370581846045
ET-A,osi_target_t48h,77,is_metro,0.004694266303421971
ET-A,osi_target_t48h,78,t2m_at_t6h,0.004606901966949329
ET-A,osi_target_t48h,79,min_t2m_next_6h,0.0044733721868721954
