horizon,model,rmse,mae,n,fold,component,baseline_rmse,rmse_change_pct_vs_lightgbm,improved_vs_lightgbm
osi_target_t48h,catboost,0.001396270833182169,0.0004773471300385136,4608,0,R_t,0.0014339634556949667,-2.6285622805171216,True
osi_target_t48h,simple_average,0.0013891425257433077,0.0004972313666805613,4608,0,R_t,0.0014339634556949667,-3.125667517791564,True
osi_target_t48h,static_convex,0.0013968927960967918,0.0005014720536841422,4608,0,R_t,0.0014339634556949667,-2.585188586985898,True
osi_target_t48h,safe_convex,0.0013968927960967923,0.0005014720536841423,4608,0,R_t,0.0014339634556949667,-2.585188586985865,True
osi_target_t48h,lightgbm,0.0022769490274857983,0.0007135706813397752,4512,1,R_t,0.0022769490274857983,0.0,False
osi_target_t48h,xgboost,0.0023194293627532537,0.0005952848760243085,4512,1,R_t,0.0022769490274857983,1.8656691368432732,False
osi_target_t48h,catboost,0.0022981011131150485,0.0006313590840194555,4512,1,R_t,0.0022769490274857983,0.928966146097987,False
osi_target_t48h,simple_average,0.002278669610887792,0.0006396371515953287,4512,1,R_t,0.0022769490274857983,0.07556530169203768,False
osi_target_t48h,static_convex,0.0022829649468726156,0.0006413358326373867,4512,1,R_t,0.0022769490274857983,0.2642096645202541,False
osi_target_t48h,safe_convex,0.0022829649468726156,0.0006413358326373867,4512,1,R_t,0.0022769490274857983,0.2642096645202541,False
osi_target_t48h,lightgbm,0.0055020006804184915,0.0009977401057541758,4608,2,R_t,0.0055020006804184915,0.0,False
osi_target_t48h,xgboost,0.0055054507625730345,0.0008959603378410812,4608,2,R_t,0.0055020006804184915,0.06270595652271282,False
osi_target_t48h,catboost,0.005455911944088253,0.0009280378934638368,4608,2,R_t,0.0055020006804184915,-0.8376723124420504,True
osi_target_t48h,simple_average,0.0054749718975728575,0.0009332729728628698,4608,2,R_t,0.0055020006804184915,-0.49125371688573116,True
osi_target_t48h,static_convex,0.00546833193368555,0.0009413872121164324,4608,2,R_t,0.0055020006804184915,-0.6119364334644328,True
osi_target_t48h,safe_convex,0.00546833193368555,0.0009413872121164332,4608,2,R_t,0.0055020006804184915,-0.6119364334644328,True
osi_target_t48h,lightgbm,0.0022046591221680308,0.0007274653940373804,4608,3,R_t,0.0022046591221680308,0.0,False
osi_target_t48h,xgboost,0.0021984754962305693,0.0006289528677410648,4608,3,R_t,0.0022046591221680308,-0.28047991071656897,True
osi_target_t48h,catboost,0.002193359516646032,0.000695310733396241,4608,3,R_t,0.0022046591221680308,-0.5125329992460181,True
osi_target_t48h,simple_average,0.0021833357462203947,0.0006795420285739997,4608,3,R_t,0.0022046591221680308,-0.9671960500935328,True
osi_target_t48h,static_convex,0.002183704264992444,0.0007007416301819506,4608,3,R_t,0.0022046591221680308,-0.9504805965186991,True
osi_target_t48h,safe_convex,0.002183704264992444,0.0007007416301819506,4608,3,R_t,0.0022046591221680308,-0.9504805965186991,True
osi_target_t48h,lightgbm,0.0033633594625300934,0.0007753508656632204,4608,4,R_t,0.0033633594625300934,0.0,False
osi_target_t48h,xgboost,0.0033549631617775712,0.0006690753431519776,4608,4,R_t,0.0033633594625300934,-0.249640302978682,True
osi_target_t48h,catboost,0.003349623804371767,0.0006769450753797025,4608,4,R_t,0.0033633594625300934,-0.4083910242526856,True
osi_target_t48h,simple_average,0.0033420294296355154,0.0006973822303238984,4608,4,R_t,0.0033633594625300934,-0.6341883207016008,True
osi_target_t48h,static_convex,0.003342836171255567,0.0006970285224183202,4608,4,R_t,0.0033633594625300934,-0.6102021357862086,True
osi_target_t48h,safe_convex,0.003342836171255567,0.0006970285224183202,4608,4,R_t,0.0033633594625300934,-0.6102021357862086,True
