domain,mode,horizon,comparison,slice_type,slice_value,counties,countyName,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,fraction_of_net_sse_reduction,focus_name
OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,39119,1,Muskingum County,143,0.02570617896463824,0.017602908567665814,0.09449549208556737,0.017576335141092386,0.026082109815749967,0.017687337929907152,0.09727953269904024,0.017660764503333724,0.00037593085111172625,1.462414354264241,-0.0027840406134728712,120,-0.03351967177902206,Muskingum OH
OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,42053,1,Forest County,143,0.09523359914620216,0.03442158667300922,1.296929692106551,-0.02674722685808619,0.09413286581485097,0.03420007280432822,1.2671224889918935,-0.026158350867554837,-0.0011007333313511891,-1.1558245631999586,0.029807203114657455,143,0.35887682823981115,Forest PA
OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,54013,1,Calhoun County,143,0.04308755682068436,0.021623101967256114,0.26548487004692556,-0.02012593412255579,0.043186635042322584,0.021675668668231313,0.2667072188178634,-0.02027209516743594,9.90782216382241e-05,0.22994625118930578,-0.0012223487709378533,103,-0.01471700139827257,Calhoun WV
OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,54015,1,Clay County,143,0.05073104312598738,0.026853356181596132,0.36803033934106305,-0.024117463079891346,0.050411612307364954,0.026552081665171288,0.3634102837262139,-0.0241221602510466,-0.00031943081862242234,-0.6296555303015094,0.004620055614849128,100,0.055625175531254796,Clay WV
OSI,v18_rule,osi_target_t01h,F2_minus_F1,county,18013,1,Brown County,143,0.02893711554084355,0.012980652305464168,0.11974200178285048,-0.008956908512216985,0.02892942207308759,0.013086795663050937,0.1196783389920472,-0.00883089960290037,-7.693467755958555e-06,-0.026586850873577816,6.366279080327608e-05,93,0.0024352598181121505,Brown IN
OSI,v18_rule,osi_target_t01h,F2_minus_F1,county,39115,1,Morgan County,143,0.03167802250732182,0.0067051800806543676,0.14350008672633746,-0.005493635323208305,0.031664786178197714,0.006647932880791443,0.1433801917706703,-0.0054830247155613215,-1.3236329124102775e-05,-0.04178395012202074,0.00011989495566716579,94,0.004586279744361466,Morgan OH
OSI,v18_rule,osi_target_t01h,F2_minus_F1,county,39117,1,Morrow County,143,0.017564112990908494,0.010174056725547661,0.04411522331750827,-0.004090928893513703,0.017959500045327124,0.009890422007655407,0.04612374078856901,-0.00565943079611382,0.00039538705441862984,2.2511074406278864,-0.0020085174710607404,143,-0.07683078026480031,Morrow OH
OSI,v18_rule,osi_target_t01h,F2_minus_F1,county,39119,1,Muskingum County,143,0.025820596681371245,0.01757791974205615,0.09533855945643169,0.017554143518279924,0.026082109815749967,0.017687337929907152,0.09727953269904024,0.017660764503333724,0.00026151313437872137,1.0128082538363392,-0.0019409732426085569,121,-0.0742470458193018,Muskingum OH
OSI,v18_rule,osi_target_t01h,F2_minus_F1,county,42053,1,Forest County,143,0.09317909323340269,0.03373281930349396,1.2415751084592785,-0.025740584333169135,0.09413286581485097,0.03420007280432822,1.2671224889918935,-0.026158350867554837,0.0009537725814482839,1.0235907523366894,-0.02554738053261496,143,-0.9772507375830631,Forest PA
OSI,v18_rule,osi_target_t01h,F2_minus_F1,county,54013,1,Calhoun County,143,0.043480605939552074,0.02180724290115187,0.27035052228049733,-0.020376567547669602,0.043186635042322584,0.021675668668231313,0.2667072188178634,-0.02027209516743594,-0.00029397089722948966,-0.6760965972695376,0.003643303462633918,102,0.13936540349224952,Calhoun WV
OSI,v18_rule,osi_target_t01h,F2_minus_F1,county,54015,1,Clay County,143,0.05060357677193438,0.02688796557805702,0.36618324344216713,-0.023685053781791823,0.050411612307364954,0.026552081665171288,0.3634102837262139,-0.0241221602510466,-0.0001919644645694274,-0.37934959703459503,0.002772959715953205,103,0.10607259418412143,Clay WV
OSI,v18_rule,osi_target_t06h,F1_minus_F0,county,18013,1,Brown County,138,0.029351519443587378,0.013303917037489343,0.11888861372332574,-0.009370951366489072,0.029450409275904667,0.013350827414262018,0.11969107169952425,-0.00938157256348005,9.888983231728932e-05,0.33691554710602034,-0.0008024579761985173,87,-0.053196990113892305,Brown IN
OSI,v18_rule,osi_target_t06h,F1_minus_F0,county,39115,1,Morgan County,138,0.032220149321129855,0.006711274171056097,0.14326304707407483,-0.005908036069981697,0.03222567552959474,0.006742298837237745,0.14331219454074354,-0.0058985026319822685,5.526208464882998e-06,0.017151405506554696,-4.9147466668703066e-05,89,-0.0032581111734766494,Morgan OH
OSI,v18_rule,osi_target_t06h,F1_minus_F0,county,39117,1,Morrow County,138,0.017069820561840556,0.009385217585454428,0.04021027081385398,-0.004274646708400798,0.01672556030606685,0.00946760906230208,0.0386047227221593,-0.0031640780479480516,-0.0003442602557737068,-2.0167772386740723,0.001605548091694678,138,0.10643588635740729,Morrow OH
OSI,v18_rule,osi_target_t06h,F1_minus_F0,county,39119,1,Muskingum County,138,0.025857300507084593,0.017512591586528452,0.09226679855288744,0.017485055354644393,0.026003673938429266,0.0175246313421885,0.09331436604486806,0.017499993661029077,0.0001463734313446735,0.5660816422215831,-0.0010475674919806222,116,-0.06944592635059296,Muskingum OH
OSI,v18_rule,osi_target_t06h,F1_minus_F0,county,42053,1,Forest County,138,0.06964146777760079,0.023962826598750347,0.6692908967221679,-0.01601041026879387,0.0685457990502025,0.02365637619226684,0.6483966663054422,-0.01537456749113314,-0.0010956687273982885,-1.5732993033651943,0.020894230416725668,138,1.3851319344864617,Forest PA
OSI,v18_rule,osi_target_t06h,F1_minus_F0,county,54013,1,Calhoun County,138,0.043860031056610724,0.022350367673629266,0.2654709207515863,-0.020911314651320744,0.04426069017189033,0.022558457032207397,0.2703431998399055,-0.02114505669374528,0.00040065911527960296,0.913494828041661,-0.00487227908831922,99,-0.3229958330295436,Calhoun WV
OSI,v18_rule,osi_target_t06h,F1_minus_F0,county,54015,1,Clay County,138,0.05161442723669263,0.02751103712622733,0.3676387756581136,-0.025306550949082164,0.05146849253555551,0.027459049321279155,0.3655627898957895,-0.02494632581247726,-0.00014593470113712093,-0.28274013478420956,0.002075985762324095,96,0.13762240185848143,Clay WV
OSI,v18_rule,osi_target_t06h,F2_minus_F0,county,18013,1,Brown County,138,0.029351519443587378,0.013303917037489343,0.11888861372332574,-0.009370951366489072,0.02943124372239271,0.013377074851358013,0.1195353387724695,-0.009334739808287182,7.972427880533275e-05,0.271618915533689,-0.0006467250491437593,89,-0.014452691282924864,Brown IN
OSI,v18_rule,osi_target_t06h,F2_minus_F0,county,39115,1,Morgan County,138,0.032220149321129855,0.006711274171056097,0.14326304707407483,-0.005908036069981697,0.032224566464522306,0.006759112633940671,0.14330233036804532,-0.00581137241155531,4.417143392450307e-06,0.013709257981475709,-3.928329397048791e-05,89,-0.0008778836092455754,Morgan OH
OSI,v18_rule,osi_target_t06h,F2_minus_F0,county,39117,1,Morrow County,138,0.017069820561840556,0.009385217585454428,0.04021027081385398,-0.004274646708400798,0.016631791963926442,0.00888880595132438,0.03817307754252329,-0.004504517956755921,-0.0004380285979141141,-2.5660996044289064,0.0020371932713306867,138,0.04552618685974137,Morrow OH
OSI,v18_rule,osi_target_t06h,F2_minus_F0,county,39119,1,Muskingum County,138,0.025857300507084593,0.017512591586528452,0.09226679855288744,0.017485055354644393,0.026290653655720267,0.01766143231793179,0.09538538881101517,0.017633896086047735,0.0004333531486356741,1.6759411854185613,-0.003118590258127732,115,-0.0696927114518462,Muskingum OH
OSI,v18_rule,osi_target_t06h,F2_minus_F0,county,42053,1,Forest County,138,0.06964146777760079,0.023962826598750347,0.6692908967221679,-0.01601041026879387,0.06899869105176959,0.023905652271333958,0.6569930726263418,-0.015572563597720959,-0.0006427767258311984,-0.9229798657947597,0.012297824095826138,138,0.27482568572843546,Forest PA
OSI,v18_rule,osi_target_t06h,F2_minus_F0,county,54013,1,Calhoun County,138,0.043860031056610724,0.022350367673629266,0.2654709207515863,-0.020911314651320744,0.043961679553853834,0.022429530985623742,0.26670283914901083,-0.021029383713654645,0.00010164849724311059,0.23175655555718322,-0.0012319183974245362,98,-0.027530302571865634,Calhoun WV
OSI,v18_rule,osi_target_t06h,F2_minus_F0,county,54015,1,Clay County,138,0.05161442723669263,0.02751103712622733,0.3676387756581136,-0.025306550949082164,0.05130309575083716,0.027290912316642716,0.3632170534395001,-0.025219352857409155,-0.000311331485855465,-0.6031869431152748,0.0044217222186134775,95,0.09881445948178312,Clay WV
OSI,v18_rule,osi_target_t06h,F2_minus_F1,county,18013,1,Brown County,138,0.029450409275904667,0.013350827414262018,0.11969107169952425,-0.00938157256348005,0.02943124372239271,0.013377074851358013,0.1195353387724695,-0.009334739808287182,-1.9165553511956562e-05,-0.06507737577567951,0.00015573292705475805,88,0.005250060188453664,Brown IN
OSI,v18_rule,osi_target_t06h,F2_minus_F1,county,39115,1,Morgan County,138,0.03222567552959474,0.006742298837237745,0.14331219454074354,-0.0058985026319822685,0.032224566464522306,0.006759112633940671,0.14330233036804532,-0.00581137241155531,-1.1090650724326911e-06,-0.0034415572496393487,9.864172698215157e-06,89,0.0003325404675449379,Morgan OH
OSI,v18_rule,osi_target_t06h,F2_minus_F1,county,39117,1,Morrow County,138,0.01672556030606685,0.00946760906230208,0.0386047227221593,-0.0031640780479480516,0.016631791963926442,0.00888880595132438,0.03817307754252329,-0.004504517956755921,-9.37683421404073e-05,-0.5606290038988715,0.0004316451796360088,138,0.014551599433741605,Morrow OH
OSI,v18_rule,osi_target_t06h,F2_minus_F1,county,39119,1,Muskingum County,138,0.026003673938429266,0.0175246313421885,0.09331436604486806,0.017499993661029077,0.026290653655720267,0.01766143231793179,0.09538538881101517,0.017633896086047735,0.0002869797172910006,1.1036121971476076,-0.00207102276614711,116,-0.06981820980033988,Muskingum OH
OSI,v18_rule,osi_target_t06h,F2_minus_F1,county,42053,1,Forest County,138,0.0685457990502025,0.02365637619226684,0.6483966663054422,-0.01537456749113314,0.06899869105176959,0.023905652271333958,0.6569930726263418,-0.015572563597720959,0.0004528920015670901,0.6607144534640286,-0.00859640632089953,138,-0.28980159458029764,Forest PA
OSI,v18_rule,osi_target_t06h,F2_minus_F1,county,54013,1,Calhoun County,138,0.04426069017189033,0.022558457032207397,0.2703431998399055,-0.02114505669374528,0.043961679553853834,0.022429530985623742,0.26670283914901083,-0.021029383713654645,-0.00029901061803649237,-0.67556700285345,0.003640360690894684,98,0.12272364679922665,Calhoun WV
OSI,v18_rule,osi_target_t06h,F2_minus_F1,county,54015,1,Clay County,138,0.05146849253555551,0.027459049321279155,0.3655627898957895,-0.02494632581247726,0.05130309575083716,0.027290912316642716,0.3632170534395001,-0.025219352857409155,-0.00016539678471834407,-0.32135540904775217,0.0023457364562893823,98,0.07907934317216701,Clay WV
OSI,v18_rule,osi_target_t24h,F1_minus_F0,county,18013,1,Brown County,120,0.03153700980103376,0.01482460369417611,0.1193499584628599,-0.01075469130344238,0.03153700980103376,0.01482460369417611,0.1193499584628599,-0.01075469130344238,0.0,0.0,0.0,0,,Brown IN
OSI,v18_rule,osi_target_t24h,F1_minus_F0,county,39115,1,Morgan County,120,0.034499643150416315,0.00721839044620487,0.1428270453007281,-0.006947427368440506,0.034499643150416315,0.00721839044620487,0.1428270453007281,-0.006947427368440506,0.0,0.0,0.0,0,,Morgan OH
OSI,v18_rule,osi_target_t24h,F1_minus_F0,county,39117,1,Morrow County,120,0.010524015799697988,0.006757672471641796,0.013290589026275147,-0.002960359814500594,0.010524015799697988,0.006757672471641796,0.013290589026275147,-0.002960359814500594,0.0,0.0,0.0,0,,Morrow OH
OSI,v18_rule,osi_target_t24h,F1_minus_F0,county,39119,1,Muskingum County,120,0.027411772012177333,0.016428544370816933,0.09016862938171064,0.016398544370816937,0.027411772012177333,0.016428544370816933,0.09016862938171064,0.016398544370816937,0.0,0.0,0.0,0,,Muskingum OH
OSI,v18_rule,osi_target_t24h,F1_minus_F0,county,42053,1,Forest County,120,0.009525734075397033,0.006175675980179049,0.01088875316102162,0.0005308360007856643,0.009525734075397033,0.006175675980179049,0.01088875316102162,0.0005308360007856643,0.0,0.0,0.0,0,,Forest PA
OSI,v18_rule,osi_target_t24h,F1_minus_F0,county,54013,1,Calhoun County,120,0.04656351774043367,0.0256079315560903,0.2601793421236418,-0.02418148828489172,0.04656351774043367,0.0256079315560903,0.2601793421236418,-0.02418148828489172,0.0,0.0,0.0,0,,Calhoun WV
OSI,v18_rule,osi_target_t24h,F1_minus_F0,county,54015,1,Clay County,120,0.05018563470760494,0.027917919091629478,0.3022317517206194,-0.023798649902942302,0.05018563470760494,0.027917919091629478,0.3022317517206194,-0.023798649902942302,0.0,0.0,0.0,0,,Clay WV
OSI,v18_rule,osi_target_t24h,F2_minus_F0,county,18013,1,Brown County,120,0.03153700980103376,0.01482460369417611,0.1193499584628599,-0.01075469130344238,0.03153700980103376,0.01482460369417611,0.1193499584628599,-0.01075469130344238,0.0,0.0,0.0,0,,Brown IN
OSI,v18_rule,osi_target_t24h,F2_minus_F0,county,39115,1,Morgan County,120,0.034499643150416315,0.00721839044620487,0.1428270453007281,-0.006947427368440506,0.034499643150416315,0.00721839044620487,0.1428270453007281,-0.006947427368440506,0.0,0.0,0.0,0,,Morgan OH
OSI,v18_rule,osi_target_t24h,F2_minus_F0,county,39117,1,Morrow County,120,0.010524015799697988,0.006757672471641796,0.013290589026275147,-0.002960359814500594,0.010524015799697988,0.006757672471641796,0.013290589026275147,-0.002960359814500594,0.0,0.0,0.0,0,,Morrow OH
OSI,v18_rule,osi_target_t24h,F2_minus_F0,county,39119,1,Muskingum County,120,0.027411772012177333,0.016428544370816933,0.09016862938171064,0.016398544370816937,0.027411772012177333,0.016428544370816933,0.09016862938171064,0.016398544370816937,0.0,0.0,0.0,0,,Muskingum OH
OSI,v18_rule,osi_target_t24h,F2_minus_F0,county,42053,1,Forest County,120,0.009525734075397033,0.006175675980179049,0.01088875316102162,0.0005308360007856643,0.009525734075397033,0.006175675980179049,0.01088875316102162,0.0005308360007856643,0.0,0.0,0.0,0,,Forest PA
OSI,v18_rule,osi_target_t24h,F2_minus_F0,county,54013,1,Calhoun County,120,0.04656351774043367,0.0256079315560903,0.2601793421236418,-0.02418148828489172,0.04656351774043367,0.0256079315560903,0.2601793421236418,-0.02418148828489172,0.0,0.0,0.0,0,,Calhoun WV
OSI,v18_rule,osi_target_t24h,F2_minus_F0,county,54015,1,Clay County,120,0.05018563470760494,0.027917919091629478,0.3022317517206194,-0.023798649902942302,0.05018563470760494,0.027917919091629478,0.3022317517206194,-0.023798649902942302,0.0,0.0,0.0,0,,Clay WV
OSI,v18_rule,osi_target_t24h,F2_minus_F1,county,18013,1,Brown County,120,0.03153700980103376,0.01482460369417611,0.1193499584628599,-0.01075469130344238,0.03153700980103376,0.01482460369417611,0.1193499584628599,-0.01075469130344238,0.0,0.0,0.0,0,,Brown IN
OSI,v18_rule,osi_target_t24h,F2_minus_F1,county,39115,1,Morgan County,120,0.034499643150416315,0.00721839044620487,0.1428270453007281,-0.006947427368440506,0.034499643150416315,0.00721839044620487,0.1428270453007281,-0.006947427368440506,0.0,0.0,0.0,0,,Morgan OH
OSI,v18_rule,osi_target_t24h,F2_minus_F1,county,39117,1,Morrow County,120,0.010524015799697988,0.006757672471641796,0.013290589026275147,-0.002960359814500594,0.010524015799697988,0.006757672471641796,0.013290589026275147,-0.002960359814500594,0.0,0.0,0.0,0,,Morrow OH
OSI,v18_rule,osi_target_t24h,F2_minus_F1,county,39119,1,Muskingum County,120,0.027411772012177333,0.016428544370816933,0.09016862938171064,0.016398544370816937,0.027411772012177333,0.016428544370816933,0.09016862938171064,0.016398544370816937,0.0,0.0,0.0,0,,Muskingum OH
OSI,v18_rule,osi_target_t24h,F2_minus_F1,county,42053,1,Forest County,120,0.009525734075397033,0.006175675980179049,0.01088875316102162,0.0005308360007856643,0.009525734075397033,0.006175675980179049,0.01088875316102162,0.0005308360007856643,0.0,0.0,0.0,0,,Forest PA
OSI,v18_rule,osi_target_t24h,F2_minus_F1,county,54013,1,Calhoun County,120,0.04656351774043367,0.0256079315560903,0.2601793421236418,-0.02418148828489172,0.04656351774043367,0.0256079315560903,0.2601793421236418,-0.02418148828489172,0.0,0.0,0.0,0,,Calhoun WV
OSI,v18_rule,osi_target_t24h,F2_minus_F1,county,54015,1,Clay County,120,0.05018563470760494,0.027917919091629478,0.3022317517206194,-0.023798649902942302,0.05018563470760494,0.027917919091629478,0.3022317517206194,-0.023798649902942302,0.0,0.0,0.0,0,,Clay WV
OSI,v18_rule,osi_target_t48h,F1_minus_F0,county,18013,1,Brown County,96,0.017277270414225405,0.008466917789019224,0.028656391004761774,-0.002513611277888898,0.017277270414225405,0.008466917789019224,0.028656391004761774,-0.002513611277888898,0.0,0.0,0.0,0,,Brown IN
OSI,v18_rule,osi_target_t48h,F1_minus_F0,county,39115,1,Morgan County,96,0.03857661169085658,0.008499269791595614,0.1428628770765247,-0.0074716802501162425,0.03857661169085658,0.008499269791595614,0.1428628770765247,-0.0074716802501162425,0.0,0.0,0.0,0,,Morgan OH
OSI,v18_rule,osi_target_t48h,F1_minus_F0,county,39117,1,Morrow County,96,0.006628136061367782,0.0051148377071732485,0.004217490014208386,-0.00483437980586649,0.006628136061367782,0.0051148377071732485,0.004217490014208386,-0.00483437980586649,0.0,0.0,0.0,0,,Morrow OH
OSI,v18_rule,osi_target_t48h,F1_minus_F0,county,39119,1,Muskingum County,96,0.013181015617519984,0.007722300068009076,0.016678960580093348,0.00762021673467574,0.013181015617519984,0.007722300068009076,0.016678960580093348,0.00762021673467574,0.0,0.0,0.0,0,,Muskingum OH
OSI,v18_rule,osi_target_t48h,F1_minus_F0,county,42053,1,Forest County,96,0.007001260076209866,0.005266083301553576,0.004705693694854097,0.0012026366714988385,0.007001260076209866,0.005266083301553576,0.004705693694854097,0.0012026366714988385,0.0,0.0,0.0,0,,Forest PA
OSI,v18_rule,osi_target_t48h,F1_minus_F0,county,54013,1,Calhoun County,96,0.04949285046696422,0.03043259025806112,0.23515605574514695,-0.028462201201676196,0.04949285046696422,0.03043259025806112,0.23515605574514695,-0.028462201201676196,0.0,0.0,0.0,0,,Calhoun WV
OSI,v18_rule,osi_target_t48h,F1_minus_F0,county,54015,1,Clay County,96,0.05714943168179572,0.03392082663725176,0.3135415239890147,-0.02974719498064284,0.05714943168179572,0.03392082663725176,0.3135415239890147,-0.02974719498064284,0.0,0.0,0.0,0,,Clay WV
OSI,v18_rule,osi_target_t48h,F2_minus_F0,county,18013,1,Brown County,96,0.017277270414225405,0.008466917789019224,0.028656391004761774,-0.002513611277888898,0.017277270414225405,0.008466917789019224,0.028656391004761774,-0.002513611277888898,0.0,0.0,0.0,0,,Brown IN
OSI,v18_rule,osi_target_t48h,F2_minus_F0,county,39115,1,Morgan County,96,0.03857661169085658,0.008499269791595614,0.1428628770765247,-0.0074716802501162425,0.03857661169085658,0.008499269791595614,0.1428628770765247,-0.0074716802501162425,0.0,0.0,0.0,0,,Morgan OH
OSI,v18_rule,osi_target_t48h,F2_minus_F0,county,39117,1,Morrow County,96,0.006628136061367782,0.0051148377071732485,0.004217490014208386,-0.00483437980586649,0.006628136061367782,0.0051148377071732485,0.004217490014208386,-0.00483437980586649,0.0,0.0,0.0,0,,Morrow OH
OSI,v18_rule,osi_target_t48h,F2_minus_F0,county,39119,1,Muskingum County,96,0.013181015617519984,0.007722300068009076,0.016678960580093348,0.00762021673467574,0.013181015617519984,0.007722300068009076,0.016678960580093348,0.00762021673467574,0.0,0.0,0.0,0,,Muskingum OH
OSI,v18_rule,osi_target_t48h,F2_minus_F0,county,42053,1,Forest County,96,0.007001260076209866,0.005266083301553576,0.004705693694854097,0.0012026366714988385,0.007001260076209866,0.005266083301553576,0.004705693694854097,0.0012026366714988385,0.0,0.0,0.0,0,,Forest PA
OSI,v18_rule,osi_target_t48h,F2_minus_F0,county,54013,1,Calhoun County,96,0.04949285046696422,0.03043259025806112,0.23515605574514695,-0.028462201201676196,0.04949285046696422,0.03043259025806112,0.23515605574514695,-0.028462201201676196,0.0,0.0,0.0,0,,Calhoun WV
OSI,v18_rule,osi_target_t48h,F2_minus_F0,county,54015,1,Clay County,96,0.05714943168179572,0.03392082663725176,0.3135415239890147,-0.02974719498064284,0.05714943168179572,0.03392082663725176,0.3135415239890147,-0.02974719498064284,0.0,0.0,0.0,0,,Clay WV
OSI,v18_rule,osi_target_t48h,F2_minus_F1,county,18013,1,Brown County,96,0.017277270414225405,0.008466917789019224,0.028656391004761774,-0.002513611277888898,0.017277270414225405,0.008466917789019224,0.028656391004761774,-0.002513611277888898,0.0,0.0,0.0,0,,Brown IN
OSI,v18_rule,osi_target_t48h,F2_minus_F1,county,39115,1,Morgan County,96,0.03857661169085658,0.008499269791595614,0.1428628770765247,-0.0074716802501162425,0.03857661169085658,0.008499269791595614,0.1428628770765247,-0.0074716802501162425,0.0,0.0,0.0,0,,Morgan OH
OSI,v18_rule,osi_target_t48h,F2_minus_F1,county,39117,1,Morrow County,96,0.006628136061367782,0.0051148377071732485,0.004217490014208386,-0.00483437980586649,0.006628136061367782,0.0051148377071732485,0.004217490014208386,-0.00483437980586649,0.0,0.0,0.0,0,,Morrow OH
OSI,v18_rule,osi_target_t48h,F2_minus_F1,county,39119,1,Muskingum County,96,0.013181015617519984,0.007722300068009076,0.016678960580093348,0.00762021673467574,0.013181015617519984,0.007722300068009076,0.016678960580093348,0.00762021673467574,0.0,0.0,0.0,0,,Muskingum OH
OSI,v18_rule,osi_target_t48h,F2_minus_F1,county,42053,1,Forest County,96,0.007001260076209866,0.005266083301553576,0.004705693694854097,0.0012026366714988385,0.007001260076209866,0.005266083301553576,0.004705693694854097,0.0012026366714988385,0.0,0.0,0.0,0,,Forest PA
OSI,v18_rule,osi_target_t48h,F2_minus_F1,county,54013,1,Calhoun County,96,0.04949285046696422,0.03043259025806112,0.23515605574514695,-0.028462201201676196,0.04949285046696422,0.03043259025806112,0.23515605574514695,-0.028462201201676196,0.0,0.0,0.0,0,,Calhoun WV
OSI,v18_rule,osi_target_t48h,F2_minus_F1,county,54015,1,Clay County,96,0.05714943168179572,0.03392082663725176,0.3135415239890147,-0.02974719498064284,0.05714943168179572,0.03392082663725176,0.3135415239890147,-0.02974719498064284,0.0,0.0,0.0,0,,Clay WV
