cv_seed,horizon,fipsCode,n,T_sse,T_rmse,T_bias,truth_mean,truth_max,S_sse,S_rmse,S_bias,common_score,under_common_score,over_common_score,both_under_n,both_under_T_sse,both_under_S_sse,both_over_n,both_over_T_sse,both_over_S_sse,opposite_n,opposite_T_sse,opposite_S_sse,zero_error_n,zero_error_T_sse,zero_error_S_sse,countyName,stateAbbr,rank
42,1,18171,143,0.0032216174743233362,0.004746450624070224,0.0017680974978921764,0.0006307692307692306,0.0283,,,,,,,,,,,,,,,,,,,Warren County,IN,95
42,1,18173,143,0.0005107162872464571,0.0018898260682287784,0.0007202183266316327,0.0006979020979020979,0.0161,,,,,,,,,,,,,,,,,,,Warrick County,IN,184
42,1,18175,143,0.002372528046237032,0.004073218042094086,-4.657541507132835e-05,0.0020475524475524476,0.0447,,,,,,,,,,,,,,,,,,,Washington County,IN,112
42,1,18177,143,0.0003263484055848512,0.001510680867162733,0.0005689072870957236,0.00026083916083916085,0.004,,,,,,,,,,,,,,,,,,,Wayne County,IN,202
42,1,18179,143,0.0030393858582660922,0.004610254500708322,-0.0007982420059140985,0.0022699300699300703,0.0362,,,,,,,,,,,,,,,,,,,Wells County,IN,99
42,1,18181,143,0.0005572217497987357,0.0019739948310464623,0.0003396256579298586,0.0003328671328671329,0.0058,,,,,,,,,,,,,,,,,,,White County,IN,182
42,1,18183,143,0.0010962362125828918,0.002768751975273275,-0.00013230552926099157,0.0005097902097902098,0.0253,,,,,,,,,,,,,,,,,,,Whitley County,IN,152
42,1,39017,143,9.998414968478473e-05,0.0008361757338834687,-8.76465813655823e-05,0.000513986013986014,0.007,,,,,,,,,,,,,,,,,,,Butler County,OH,236
42,1,39023,143,0.0010507101703782693,0.002710650027037575,0.0007369644048947724,0.006785314685314685,0.0643,,,,,,,,,,,,,,,,,,,Clark County,OH,156
42,1,39025,143,0.0004577773591895816,0.0017892010155521984,-0.0003412227806761889,0.0008482517482517483,0.0154,,,,,,,,,,,,,,,,,,,Clermont County,OH,192
42,1,39027,143,0.00017138536310510994,0.0010947598105032338,9.032636306960204e-05,0.0005755244755244756,0.0076,,,,,,,,,,,,,,,,,,,Clinton County,OH,228
42,1,39029,143,0.007292057307454568,0.007140966863418254,0.003392281185923173,0.012086013986013985,0.086,,,,,,,,,,,,,,,,,,,Columbiana County,OH,67
42,1,39031,143,0.011620368268847036,0.0090145058969066,-0.0016071135539260854,0.052750349650349644,0.2711,,,,,,,,,,,,,,,,,,,Coshocton County,OH,53
42,1,39033,143,0.006410661704654501,0.006695506114585443,-0.0010996996739114518,0.009034265734265735,0.0689,,,,,,,,,,,,,,,,,,,Crawford County,OH,69
42,1,39035,143,0.003980123124268302,0.005275701739203712,-0.0034186968732423115,0.013422377622377623,0.0665,,,,,,,,,,,,,,,,,,,Cuyahoga County,OH,89
42,1,39037,143,0.00023625176116945116,0.0012853443966378,0.0003009621325087517,0.0007958041958041959,0.0075,,,,,,,,,,,,,,,,,,,Darke County,OH,220
