case,horizon,space,group,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction,true_mean,baseline_mean,prediction_mean
H0_Huber,osi_target_t06h,component_clipped,0<N<=1e-4,6531,0.0010280914466458642,0.0004744891700777626,0.006903084280034167,0.0004613015322873274,0.0010280914466458642,0.0,0.0,0.0,3.319455535140101e-05,0.0004944960876387284,0.0004944960876387284
H0_Huber,osi_target_t06h,component_clipped,1e-4<N<=1e-3,3985,0.0016379069624172266,0.0008640671194605899,0.01069071578187628,0.0006329285639173813,0.0016379069624172266,0.0,0.0,0.0,0.0003538448735257214,0.0009867734374431026,0.0009867734374431026
H0_Huber,osi_target_t06h,component_clipped,1e-3<N<=1e-2,2092,0.0032977834133470323,0.0024402033627328517,0.022751285423297515,-0.0012951769382555244,0.0032977834133470323,0.0,0.0,0.0,0.003231420052581262,0.0019362431143257375,0.0019362431143257375
H0_Huber,osi_target_t06h,component_clipped,N>1e-2,398,0.032046533178878366,0.02216184055155177,0.40873815493641086,-0.022108264493779707,0.032046533178878366,0.0,0.0,0.0,0.025416071062814072,0.003307806569034363,0.003307806569034363
H0_Huber,osi_target_t06h,aligned,N=0,19976,0.0008318570261473629,0.0003955141718185535,0.01382311457232787,0.0003955141718185535,0.0008318570261473629,0.0,0.0,0.0,0.0,0.0003955141718185535,0.0003955141718185535
H0_Huber,osi_target_t06h,aligned,0<N<=1e-4,6531,0.0009176718101338944,0.0004477722894940863,0.005499895850328267,0.00044185043980506593,0.0009176718101338944,0.0,0.0,0.0,3.319455535140101e-05,0.000475044995156467,0.000475044995156467
H0_Huber,osi_target_t06h,aligned,1e-4<N<=1e-3,3985,0.0014741921430212917,0.0008022941004931512,0.008660371261064649,0.0006026587307143919,0.0014741921430212917,0.0,0.0,0.0,0.0003538448735257214,0.0009565036042401134,0.0009565036042401134
H0_Huber,osi_target_t06h,aligned,1e-3<N<=1e-2,2092,0.0032090687138824673,0.0023451806735626654,0.02154367124579712,-0.0013094733149937854,0.0032090687138824673,0.0,0.0,0.0,0.003231420052581262,0.0019219467375874762,0.0019219467375874762
H0_Huber,osi_target_t06h,aligned,N>1e-2,398,0.03189609830512028,0.022040799982293885,0.40490971266177894,-0.022019168258324475,0.03189609830512028,0.0,0.0,0.0,0.025416071062814072,0.0033969028044895967,0.0033969028044895967
H0_Huber,osi_target_t24h,model_raw,N=0,17383,0.0009697034699249947,0.0004261165407692744,0.016345666338838667,0.000377185302107754,0.0009697034699249947,0.0,0.0,0.0,0.0,0.000377185302107754,0.000377185302107754
H0_Huber,osi_target_t24h,model_raw,0<N<=1e-4,5741,0.0010419970005530706,0.00048468197527472024,0.006233335237936723,0.0004380027478499384,0.0010419970005530706,0.0,0.0,0.0,3.246462236544156e-05,0.00047046737021537997,0.00047046737021537997
H0_Huber,osi_target_t24h,model_raw,1e-4<N<=1e-3,3355,0.0016628732192007837,0.0009139200363233195,0.00927706933621852,0.0006377760507527059,0.0016628732192007837,0.0,0.0,0.0,0.00035182071028315947,0.0009895967610358655,0.0009895967610358655
H0_Huber,osi_target_t24h,model_raw,1e-3<N<=1e-2,1835,0.0034503392318221016,0.0024705821295020686,0.02184538289488409,-0.0011626535682917765,0.0034503392318221016,0.0,0.0,0.0,0.0032800513542234335,0.0021173977859316566,0.0021173977859316566
H0_Huber,osi_target_t24h,model_raw,N>1e-2,366,0.031351275400425954,0.021427221453411634,0.35974230373940747,-0.02137205251220876,0.031351275400425954,0.0,0.0,0.0,0.02500485812295082,0.0036328056107420574,0.0036328056107420574
H0_Huber,osi_target_t24h,component_clipped,N=0,17383,0.0009666006503833618,0.0004016509214385142,0.016241229235500296,0.0004016509214385142,0.0009666006503833618,0.0,0.0,0.0,0.0,0.0004016509214385142,0.0004016509214385142
H0_Huber,osi_target_t24h,component_clipped,0<N<=1e-4,5741,0.0010401569059714584,0.00046946846110603363,0.006211339399479313,0.0004532162620186251,0.0010401569059714584,0.0,0.0,0.0,3.246462236544156e-05,0.0004856808843840667,0.0004856808843840667
H0_Huber,osi_target_t24h,component_clipped,1e-4<N<=1e-3,3355,0.001658184120208686,0.000898308175056452,0.009224822704198611,0.0006533879120195735,0.001658184120208686,0.0,0.0,0.0,0.00035182071028315947,0.001005208622302733,0.001005208622302733
H0_Huber,osi_target_t24h,component_clipped,1e-3<N<=1e-2,1835,0.003444131052641354,0.0024615201364153283,0.021766841028755087,-0.0011535915752050362,0.003444131052641354,0.0,0.0,0.0,0.0032800513542234335,0.0021264597790183973,0.0021264597790183973
H0_Huber,osi_target_t24h,component_clipped,N>1e-2,366,0.03134740560529251,0.02142155895835236,0.3596535007748772,-0.021366390017149493,0.03134740560529251,0.0,0.0,0.0,0.02500485812295082,0.0036384681058013253,0.0036384681058013253
H0_Huber,osi_target_t24h,aligned,N=0,17383,0.0008396591383791716,0.00039476846167128105,0.012255492487780278,0.00039476846167128105,0.0008396591383791716,0.0,0.0,0.0,0.0,0.00039476846167128105,0.00039476846167128105
H0_Huber,osi_target_t24h,aligned,0<N<=1e-4,5741,0.0009003089670265874,0.0004460416351149392,0.004653403351498789,0.00044049360397010036,0.0009003089670265874,0.0,0.0,0.0,3.246462236544156e-05,0.0004729582263355419,0.0004729582263355419
H0_Huber,osi_target_t24h,aligned,1e-4<N<=1e-3,3355,0.0015369780903665428,0.0008431207303083023,0.007925522036645063,0.0006433439673281052,0.0015369780903665428,0.0,0.0,0.0,0.00035182071028315947,0.0009951646776112646,0.0009951646776112646
H0_Huber,osi_target_t24h,aligned,1e-3<N<=1e-2,1835,0.003249513118092365,0.002372519960244654,0.01937638065104076,-0.0012197806583209884,0.003249513118092365,0.0,0.0,0.0,0.0032800513542234335,0.002060270695902445,0.002060270695902445
H0_Huber,osi_target_t24h,aligned,N>1e-2,366,0.031335343554275634,0.021426500385834487,0.35937677457320094,-0.021402977363594526,0.031335343554275634,0.0,0.0,0.0,0.02500485812295082,0.003601880759356293,0.003601880759356293
H0_Huber,osi_target_t48h,model_raw,N=0,14275,0.0007267421956533018,0.00033642748397079056,0.0075394014754110675,0.00030047815863173613,0.0007267421956533018,0.0,0.0,0.0,0.0,0.00030047815863173613,0.00030047815863173613
H0_Huber,osi_target_t48h,model_raw,0<N<=1e-4,4856,0.0007832546958106824,0.0003560945399186508,0.0029790973322820573,0.00031929745286163845,0.0007832546958106824,0.0,0.0,0.0,3.2138133237232285e-05,0.00035143558609887076,0.00035143558609887076
H0_Huber,osi_target_t48h,model_raw,1e-4<N<=1e-3,2489,0.0012740362566102093,0.0006765958011490848,0.004040066105678657,0.00037371553249944883,0.0012740362566102093,0.0,0.0,0.0,0.0003393526030534351,0.000713068135552884,0.000713068135552884
H0_Huber,osi_target_t48h,model_raw,1e-3<N<=1e-2,1122,0.0032090463954567426,0.0025143011603479203,0.011554332177913568,-0.0017849929483068007,0.0032090463954567426,0.0,0.0,0.0,0.0032402888279857395,0.001455295879678939,0.001455295879678939
H0_Huber,osi_target_t48h,model_raw,N>1e-2,202,0.03530409539164107,0.023153164275550288,0.25176858858726264,-0.023153164275550288,0.03530409539164107,0.0,0.0,0.0,0.026002377000000004,0.0028492127244497136,0.0028492127244497136
H0_Huber,osi_target_t48h,component_clipped,N=0,14275,0.0007235966462191683,0.0003184528213012633,0.007474277319140193,0.0003184528213012633,0.0007235966462191683,0.0,0.0,0.0,0.0,0.0003184528213012633,0.0003184528213012633
H0_Huber,osi_target_t48h,component_clipped,0<N<=1e-4,4856,0.0007806012106519109,0.00034393606382053033,0.002958946542345888,0.000331455928959759,0.0007806012106519109,0.0,0.0,0.0,3.2138133237232285e-05,0.0003635940621969913,0.0003635940621969913
H0_Huber,osi_target_t48h,component_clipped,1e-4<N<=1e-3,2489,0.001269276244086816,0.0006641556750911457,0.004009933775486002,0.0003861556585573879,0.001269276244086816,0.0,0.0,0.0,0.0003393526030534351,0.000725508261610823,0.000725508261610823
H0_Huber,osi_target_t48h,component_clipped,1e-3<N<=1e-2,1122,0.0032003074705503586,0.0025057377066178004,0.011491487990599805,-0.0017764294945766803,0.0032003074705503586,0.0,0.0,0.0,0.0032402888279857395,0.0014638593334090593,0.0014638593334090593
H0_Huber,osi_target_t48h,component_clipped,N>1e-2,202,0.0353013394954442,0.02314960214859918,0.251729283174867,-0.02314960214859918,0.0353013394954442,0.0,0.0,0.0,0.026002377000000004,0.002852774851400824,0.002852774851400824
H0_Huber,osi_target_t48h,aligned,N=0,14275,0.00068795121082965,0.00033367990966741147,0.006756027297580286,0.00033367990966741147,0.00068795121082965,0.0,0.0,0.0,0.0,0.00033367990966741147,0.00033367990966741147
H0_Huber,osi_target_t48h,aligned,0<N<=1e-4,4856,0.0007697713498414541,0.00037975969955521006,0.002877412753114382,0.000374183529872637,0.0007697713498414541,0.0,0.0,0.0,3.2138133237232285e-05,0.00040632166310986933,0.00040632166310986933
H0_Huber,osi_target_t48h,aligned,1e-4<N<=1e-3,2489,0.0012618315996039463,0.000666093314456324,0.0039630330555542855,0.0004348269628070063,0.0012618315996039463,0.0,0.0,0.0,0.0003393526030534351,0.0007741795658604414,0.0007741795658604414
H0_Huber,osi_target_t48h,aligned,1e-3<N<=1e-2,1122,0.0030965763398021267,0.0023785642136723573,0.010758616801665462,-0.0016821457352668955,0.0030965763398021267,0.0,0.0,0.0,0.0032402888279857395,0.0015581430927188444,0.0015581430927188444
H0_Huber,osi_target_t48h,aligned,N>1e-2,202,0.03515197325777864,0.022890012020162026,0.24960356723094818,-0.022864559438559695,0.03515197325777864,0.0,0.0,0.0,0.026002377000000004,0.0031378175614403055,0.0031378175614403055
L2_N01,osi_target_t01h,model_raw,N=0,20721,0.0009727020435263941,0.000435549741096362,0.019605158930019843,0.0003677131546667773,0.0009727020435263941,0.0,0.0,0.0,0.0,0.0003677131546667773,0.0003677131546667773
L2_N01,osi_target_t01h,model_raw,0<N<=1e-4,6747,0.0010586404145302764,0.0004965748692749073,0.00756149465053681,0.00043583810359892677,0.0010586404145302764,0.0,0.0,0.0,3.32849119608715e-05,0.0004691230155597982,0.0004691230155597982
L2_N01,osi_target_t01h,model_raw,1e-4<N<=1e-3,4102,0.0017300853951891534,0.0008952634511067501,0.012278087837001213,0.0005948094889114562,0.0017300853951891534,0.0,0.0,0.0,0.0003547329246708923,0.0009495424135823484,0.0009495424135823484
L2_N01,osi_target_t01h,model_raw,1e-3<N<=1e-2,2181,0.0034566562917986566,0.0025295489881079084,0.026059619001515735,-0.0012815621654962738,0.0034566562917986566,0.0,0.0,0.0,0.0032567292911508485,0.0019751671256545743,0.0019751671256545743
L2_N01,osi_target_t01h,model_raw,N>1e-2,426,0.036483735034289505,0.02342249131667124,0.5670328047942557,-0.0233648639926509,0.036483735034289505,0.0,0.0,0.0,0.02721008561502347,0.00384522162237258,0.00384522162237258
L2_N01,osi_target_t01h,component_clipped,N=0,20721,0.0009670371267858831,0.00040163144788156967,0.019377467031749758,0.00040163144788156967,0.0009670371267858831,0.0,0.0,0.0,0.0,0.00040163144788156967,0.00040163144788156967
L2_N01,osi_target_t01h,component_clipped,0<N<=1e-4,6747,0.0010545294746826348,0.0004744994902517728,0.007502882690338504,0.0004579134826220612,0.0010545294746826348,0.0,0.0,0.0,3.32849119608715e-05,0.0004911983945829327,0.0004911983945829327
L2_N01,osi_target_t01h,component_clipped,1e-4<N<=1e-3,4102,0.0017219956255401718,0.0008711836458864707,0.012163533168824656,0.0006188892941317355,0.0017219956255401718,0.0,0.0,0.0,0.0003547329246708923,0.0009736222188026278,0.0009736222188026278
L2_N01,osi_target_t01h,component_clipped,1e-3<N<=1e-2,2181,0.0034449239396483196,0.0025145578643733305,0.025883019571867335,-0.001266571041761696,0.0034449239396483196,0.0,0.0,0.0,0.0032567292911508485,0.0019901582493891522,0.0019901582493891522
L2_N01,osi_target_t01h,component_clipped,N>1e-2,426,0.036478022082231984,0.023412148249788572,0.5668552364835485,-0.023354520925768223,0.036478022082231984,0.0,0.0,0.0,0.02721008561502347,0.0038555646892552494,0.0038555646892552494
L2_N01,osi_target_t01h,aligned,N=0,20721,0.0009012984877851892,0.0004114788610697481,0.016832475674781848,0.0004114788610697481,0.0009012984877851892,0.0,0.0,0.0,0.0,0.0004114788610697481,0.0004114788610697481
L2_N01,osi_target_t01h,aligned,0<N<=1e-4,6747,0.0009490026964200876,0.00046300807599000926,0.006076389476881591,0.00045681531081611694,0.0009490026964200876,0.0,0.0,0.0,3.32849119608715e-05,0.0004901002227769885,0.0004901002227769885
L2_N01,osi_target_t01h,aligned,1e-4<N<=1e-3,4102,0.0015804981522043323,0.0008253281987565222,0.010246691026215608,0.000626977993175248,0.0015804981522043323,0.0,0.0,0.0,0.0003547329246708923,0.0009817109178461402,0.0009817109178461402
L2_N01,osi_target_t01h,aligned,1e-3<N<=1e-2,2181,0.0033269832642409463,0.002402374691940611,0.024141091274016306,-0.0012456730088829084,0.0033269832642409463,0.0,0.0,0.0,0.0032567292911508485,0.00201105628226794,0.00201105628226794
L2_N01,osi_target_t01h,aligned,N>1e-2,426,0.03660239973148035,0.02356169788933654,0.5707273937599089,-0.023541487968820517,0.03660239973148035,0.0,0.0,0.0,0.02721008561502347,0.003668597646202957,0.003668597646202957
L2_N01,osi_target_t06h,model_raw,N=0,19976,0.00096124077748762,0.0004293946984158351,0.018457501034124763,0.00039184761568234475,0.00096124077748762,0.0,0.0,0.0,0.0,0.00039184761568234475,0.00039184761568234475
L2_N01,osi_target_t06h,model_raw,0<N<=1e-4,6531,0.001030851749868334,0.0004899458545862132,0.006940201961579346,0.00044584484777887676,0.001030851749868334,0.0,0.0,0.0,3.319455535140101e-05,0.0004790394031302778,0.0004790394031302778
L2_N01,osi_target_t06h,model_raw,1e-4<N<=1e-3,3985,0.0016410705955628591,0.0008743726612617345,0.010732054107989834,0.0006226230221162366,0.0016410705955628591,0.0,0.0,0.0,0.0003538448735257214,0.000976467895641958,0.000976467895641958
L2_N01,osi_target_t06h,model_raw,1e-3<N<=1e-2,2092,0.0033017424244422985,0.002445271654294644,0.022805944354161528,-0.0013002452298173167,0.0033017424244422985,0.0,0.0,0.0,0.003231420052581262,0.0019311748227639454,0.0019311748227639454
L2_N01,osi_target_t06h,model_raw,N>1e-2,398,0.032049558425567816,0.022166115808606758,0.4088153297190062,-0.022112539750834704,0.032049558425567816,0.0,0.0,0.0,0.025416071062814072,0.0033035313119793713,0.0033035313119793713
L2_N01,osi_target_t06h,component_clipped,N=0,19976,0.0009587810341503486,0.00041062115704908994,0.018363159163213523,0.00041062115704908994,0.0009587810341503486,0.0,0.0,0.0,0.0,0.00041062115704908994,0.00041062115704908994
L2_N01,osi_target_t06h,component_clipped,0<N<=1e-4,6531,0.0010280914466458642,0.0004744891700777626,0.006903084280034167,0.0004613015322873274,0.0010280914466458642,0.0,0.0,0.0,3.319455535140101e-05,0.0004944960876387284,0.0004944960876387284
L2_N01,osi_target_t06h,component_clipped,1e-4<N<=1e-3,3985,0.0016379069624172266,0.0008640671194605899,0.01069071578187628,0.0006329285639173813,0.0016379069624172266,0.0,0.0,0.0,0.0003538448735257214,0.0009867734374431026,0.0009867734374431026
L2_N01,osi_target_t06h,component_clipped,1e-3<N<=1e-2,2092,0.0032977834133470323,0.0024402033627328517,0.022751285423297515,-0.0012951769382555244,0.0032977834133470323,0.0,0.0,0.0,0.003231420052581262,0.0019362431143257375,0.0019362431143257375
L2_N01,osi_target_t06h,component_clipped,N>1e-2,398,0.032046533178878366,0.02216184055155177,0.40873815493641086,-0.022108264493779707,0.032046533178878366,0.0,0.0,0.0,0.025416071062814072,0.003307806569034363,0.003307806569034363
L2_N01,osi_target_t06h,aligned,N=0,19976,0.0008318570261473629,0.0003955141718185535,0.01382311457232787,0.0003955141718185535,0.0008318570261473629,0.0,0.0,0.0,0.0,0.0003955141718185535,0.0003955141718185535
L2_N01,osi_target_t06h,aligned,0<N<=1e-4,6531,0.0009176718101338944,0.0004477722894940863,0.005499895850328267,0.00044185043980506593,0.0009176718101338944,0.0,0.0,0.0,3.319455535140101e-05,0.000475044995156467,0.000475044995156467
L2_N01,osi_target_t06h,aligned,1e-4<N<=1e-3,3985,0.0014741921430212917,0.0008022941004931512,0.008660371261064649,0.0006026587307143919,0.0014741921430212917,0.0,0.0,0.0,0.0003538448735257214,0.0009565036042401134,0.0009565036042401134
L2_N01,osi_target_t06h,aligned,1e-3<N<=1e-2,2092,0.0032090687138824673,0.0023451806735626654,0.02154367124579712,-0.0013094733149937854,0.0032090687138824673,0.0,0.0,0.0,0.003231420052581262,0.0019219467375874762,0.0019219467375874762
L2_N01,osi_target_t06h,aligned,N>1e-2,398,0.03189609830512028,0.022040799982293885,0.40490971266177894,-0.022019168258324475,0.03189609830512028,0.0,0.0,0.0,0.025416071062814072,0.0033969028044895967,0.0033969028044895967
L2_N01,osi_target_t24h,model_raw,N=0,17383,0.0009697034699249947,0.0004261165407692744,0.016345666338838667,0.000377185302107754,0.0009697034699249947,0.0,0.0,0.0,0.0,0.000377185302107754,0.000377185302107754
L2_N01,osi_target_t24h,model_raw,0<N<=1e-4,5741,0.0010419970005530706,0.00048468197527472024,0.006233335237936723,0.0004380027478499384,0.0010419970005530706,0.0,0.0,0.0,3.246462236544156e-05,0.00047046737021537997,0.00047046737021537997
L2_N01,osi_target_t24h,model_raw,1e-4<N<=1e-3,3355,0.0016628732192007837,0.0009139200363233195,0.00927706933621852,0.0006377760507527059,0.0016628732192007837,0.0,0.0,0.0,0.00035182071028315947,0.0009895967610358655,0.0009895967610358655
L2_N01,osi_target_t24h,model_raw,1e-3<N<=1e-2,1835,0.0034503392318221016,0.0024705821295020686,0.02184538289488409,-0.0011626535682917765,0.0034503392318221016,0.0,0.0,0.0,0.0032800513542234335,0.0021173977859316566,0.0021173977859316566
L2_N01,osi_target_t24h,model_raw,N>1e-2,366,0.031351275400425954,0.021427221453411634,0.35974230373940747,-0.02137205251220876,0.031351275400425954,0.0,0.0,0.0,0.02500485812295082,0.0036328056107420574,0.0036328056107420574
L2_N01,osi_target_t24h,component_clipped,N=0,17383,0.0009666006503833618,0.0004016509214385142,0.016241229235500296,0.0004016509214385142,0.0009666006503833618,0.0,0.0,0.0,0.0,0.0004016509214385142,0.0004016509214385142
L2_N01,osi_target_t24h,component_clipped,0<N<=1e-4,5741,0.0010401569059714584,0.00046946846110603363,0.006211339399479313,0.0004532162620186251,0.0010401569059714584,0.0,0.0,0.0,3.246462236544156e-05,0.0004856808843840667,0.0004856808843840667
L2_N01,osi_target_t24h,component_clipped,1e-4<N<=1e-3,3355,0.001658184120208686,0.000898308175056452,0.009224822704198611,0.0006533879120195735,0.001658184120208686,0.0,0.0,0.0,0.00035182071028315947,0.001005208622302733,0.001005208622302733
L2_N01,osi_target_t24h,component_clipped,1e-3<N<=1e-2,1835,0.003444131052641354,0.0024615201364153283,0.021766841028755087,-0.0011535915752050362,0.003444131052641354,0.0,0.0,0.0,0.0032800513542234335,0.0021264597790183973,0.0021264597790183973
L2_N01,osi_target_t24h,component_clipped,N>1e-2,366,0.03134740560529251,0.02142155895835236,0.3596535007748772,-0.021366390017149493,0.03134740560529251,0.0,0.0,0.0,0.02500485812295082,0.0036384681058013253,0.0036384681058013253
L2_N01,osi_target_t24h,aligned,N=0,17383,0.0008396591383791716,0.00039476846167128105,0.012255492487780278,0.00039476846167128105,0.0008396591383791716,0.0,0.0,0.0,0.0,0.00039476846167128105,0.00039476846167128105
L2_N01,osi_target_t24h,aligned,0<N<=1e-4,5741,0.0009003089670265874,0.0004460416351149392,0.004653403351498789,0.00044049360397010036,0.0009003089670265874,0.0,0.0,0.0,3.246462236544156e-05,0.0004729582263355419,0.0004729582263355419
L2_N01,osi_target_t24h,aligned,1e-4<N<=1e-3,3355,0.0015369780903665428,0.0008431207303083023,0.007925522036645063,0.0006433439673281052,0.0015369780903665428,0.0,0.0,0.0,0.00035182071028315947,0.0009951646776112646,0.0009951646776112646
L2_N01,osi_target_t24h,aligned,1e-3<N<=1e-2,1835,0.003249513118092365,0.002372519960244654,0.01937638065104076,-0.0012197806583209884,0.003249513118092365,0.0,0.0,0.0,0.0032800513542234335,0.002060270695902445,0.002060270695902445
L2_N01,osi_target_t24h,aligned,N>1e-2,366,0.031335343554275634,0.021426500385834487,0.35937677457320094,-0.021402977363594526,0.031335343554275634,0.0,0.0,0.0,0.02500485812295082,0.003601880759356293,0.003601880759356293
L2_N01,osi_target_t48h,model_raw,N=0,14275,0.0007267421956533018,0.00033642748397079056,0.0075394014754110675,0.00030047815863173613,0.0007267421956533018,0.0,0.0,0.0,0.0,0.00030047815863173613,0.00030047815863173613
L2_N01,osi_target_t48h,model_raw,0<N<=1e-4,4856,0.0007832546958106824,0.0003560945399186508,0.0029790973322820573,0.00031929745286163845,0.0007832546958106824,0.0,0.0,0.0,3.2138133237232285e-05,0.00035143558609887076,0.00035143558609887076
L2_N01,osi_target_t48h,model_raw,1e-4<N<=1e-3,2489,0.0012740362566102093,0.0006765958011490848,0.004040066105678657,0.00037371553249944883,0.0012740362566102093,0.0,0.0,0.0,0.0003393526030534351,0.000713068135552884,0.000713068135552884
L2_N01,osi_target_t48h,model_raw,1e-3<N<=1e-2,1122,0.0032090463954567426,0.0025143011603479203,0.011554332177913568,-0.0017849929483068007,0.0032090463954567426,0.0,0.0,0.0,0.0032402888279857395,0.001455295879678939,0.001455295879678939
L2_N01,osi_target_t48h,model_raw,N>1e-2,202,0.03530409539164107,0.023153164275550288,0.25176858858726264,-0.023153164275550288,0.03530409539164107,0.0,0.0,0.0,0.026002377000000004,0.0028492127244497136,0.0028492127244497136
L2_N01,osi_target_t48h,component_clipped,N=0,14275,0.0007235966462191683,0.0003184528213012633,0.007474277319140193,0.0003184528213012633,0.0007235966462191683,0.0,0.0,0.0,0.0,0.0003184528213012633,0.0003184528213012633
L2_N01,osi_target_t48h,component_clipped,0<N<=1e-4,4856,0.0007806012106519109,0.00034393606382053033,0.002958946542345888,0.000331455928959759,0.0007806012106519109,0.0,0.0,0.0,3.2138133237232285e-05,0.0003635940621969913,0.0003635940621969913
L2_N01,osi_target_t48h,component_clipped,1e-4<N<=1e-3,2489,0.001269276244086816,0.0006641556750911457,0.004009933775486002,0.0003861556585573879,0.001269276244086816,0.0,0.0,0.0,0.0003393526030534351,0.000725508261610823,0.000725508261610823
L2_N01,osi_target_t48h,component_clipped,1e-3<N<=1e-2,1122,0.0032003074705503586,0.0025057377066178004,0.011491487990599805,-0.0017764294945766803,0.0032003074705503586,0.0,0.0,0.0,0.0032402888279857395,0.0014638593334090593,0.0014638593334090593
