model,horizon,target_day,rmse,mae,n,r2,prediction_mean,prediction_max,prediction_zero_pct
E3_aligned,osi_target_t24h,2026-03-15,0.010542739990667635,0.004913682192853966,5736,0.6221013727754465,0.006941944054236077,0.13060398780968957,21.548117154811717
E3_aligned,osi_target_t24h,2026-03-16,0.009818227874211346,0.00432230270476714,5736,0.2998253801528592,0.004623200143064121,0.04638953259677371,8.49023709902371
E3_aligned,osi_target_t24h,2026-03-17,0.010459957165681951,0.003502069973512966,5736,0.41946938536902456,0.0030523668056700584,0.049214771784270535,33.716875871687584
E3_aligned,osi_target_t24h,2026-03-18,0.005420316376998205,0.0008878631826828785,5736,-0.014164873305037906,0.000602069880836589,0.0077247247792107746,66.3702928870293
E3_aligned,osi_target_t24h,2026-03-19,0.0011056586236190796,0.0004501594502184099,5736,-0.38571451118767897,0.00034702480425856906,0.004119495962052449,74.49442119944212
E3_aligned,osi_target_t48h,2026-03-16,0.009818227874211346,0.00432230270476714,5736,0.2998253801528592,0.004623200143064121,0.04638953259677371,8.49023709902371
E3_aligned,osi_target_t48h,2026-03-17,0.010459957165681951,0.003502069973512966,5736,0.41946938536902456,0.0030523668056700584,0.049214771784270535,33.716875871687584
E3_aligned,osi_target_t48h,2026-03-18,0.005420316376998205,0.0008878631826828785,5736,-0.014164873305037906,0.000602069880836589,0.0077247247792107746,66.3702928870293
E3_aligned,osi_target_t48h,2026-03-19,0.0011056586236190796,0.0004501594502184099,5736,-0.38571451118767897,0.00034702480425856906,0.004119495962052449,74.49442119944212
V18_current_rule,osi_target_t01h,2026-03-14,0.022038915928468662,0.007277729957566081,5497,0.7881246199590235,0.01892192848185591,0.2926764026968674,34.52792432235765
V18_current_rule,osi_target_t01h,2026-03-15,0.010572394360004338,0.004886182176397557,5736,0.6199724943349215,0.006876029451176222,0.13341913184272436,23.23919107391911
V18_current_rule,osi_target_t01h,2026-03-16,0.009829843568113655,0.004304667789577551,5736,0.2981676828276649,0.0045445777759734515,0.048326766063667426,9.431659693165969
V18_current_rule,osi_target_t01h,2026-03-17,0.010400683990110529,0.0034810556315030368,5736,0.4260301002295913,0.0030214043223857926,0.05405995210824589,35.87866108786611
V18_current_rule,osi_target_t01h,2026-03-18,0.005402017670366318,0.0008268824770264367,5736,-0.007328895866915319,0.0005395883524170606,0.008252734682214246,70.39748953974896
V18_current_rule,osi_target_t01h,2026-03-19,0.0010704083404650662,0.0003944104558657538,5736,-0.2987651260071871,0.0002843706909633813,0.005424307853274119,79.53277545327755
V18_current_rule,osi_target_t06h,2026-03-14,0.018816901895799633,0.006782494457740367,4302,0.7986678225650566,0.016374150406843643,0.2724774255106815,35.28591352859135
V18_current_rule,osi_target_t06h,2026-03-15,0.010572394360004338,0.004886182176397557,5736,0.6199724943349215,0.006876029451176222,0.13341913184272436,23.23919107391911
V18_current_rule,osi_target_t06h,2026-03-16,0.009829843568113655,0.004304667789577551,5736,0.2981676828276649,0.0045445777759734515,0.048326766063667426,9.431659693165969
V18_current_rule,osi_target_t06h,2026-03-17,0.010400683990110529,0.0034810556315030368,5736,0.4260301002295913,0.0030214043223857926,0.05405995210824589,35.87866108786611
V18_current_rule,osi_target_t06h,2026-03-18,0.005402017670366318,0.0008268824770264367,5736,-0.007328895866915319,0.0005395883524170606,0.008252734682214246,70.39748953974896
V18_current_rule,osi_target_t06h,2026-03-19,0.0010704083404650662,0.0003944104558657538,5736,-0.2987651260071871,0.0002843706909633813,0.005424307853274119,79.53277545327755
V18_current_rule,osi_target_t24h,2026-03-15,0.01084090737647383,0.0050324002485792815,5736,0.600423820406481,0.006531084027872422,0.12131757109497565,22.995118549511854
V18_current_rule,osi_target_t24h,2026-03-16,0.009997721720294554,0.00445666849384761,5736,0.2739906100339182,0.004480313541345398,0.04960256236378494,12.377963737796374
V18_current_rule,osi_target_t24h,2026-03-17,0.010084054245558301,0.0035227389807651133,5736,0.4604450741331132,0.003118689384285135,0.05629606997465441,37.86610878661088
V18_current_rule,osi_target_t24h,2026-03-18,0.005442997052881132,0.000993364612302338,5736,-0.022669937454559586,0.0007253926158103406,0.009362921664478864,66.40516039051604
V18_current_rule,osi_target_t24h,2026-03-19,0.001314081426213249,0.0006188929845939907,5736,-0.9573847638020034,0.0005239335323816142,0.008950551383910422,73.50069735006973
V18_current_rule,osi_target_t48h,2026-03-16,0.00966778774700444,0.004249302265056616,5736,0.32111789150738224,0.004211433294891543,0.06179903689295654,13.04044630404463
V18_current_rule,osi_target_t48h,2026-03-17,0.010314311743652249,0.0035494421807903136,5736,0.43552355703756285,0.0030240523364759445,0.061932949881020403,35.19874476987448
V18_current_rule,osi_target_t48h,2026-03-18,0.0054288426105468385,0.000944660126094554,5736,-0.017357973816490846,0.0006586498314372177,0.010037252414930808,64.24337517433752
V18_current_rule,osi_target_t48h,2026-03-19,0.0011476684022981218,0.0004832457490896062,5736,-0.4930161287337338,0.00037141161204624136,0.003634718702776387,74.3723849372385
V19_best_by_horizon,osi_target_t01h,2026-03-14,0.021845348950755773,0.007277463174062601,5497,0.791830062942392,0.01899591548574227,0.31542849066124673,32.817900673094414
V19_best_by_horizon,osi_target_t01h,2026-03-15,0.010593057835486207,0.004968106581283206,5736,0.6184855344810889,0.007054479605118394,0.13347403599068747,22.80334728033473
V19_best_by_horizon,osi_target_t01h,2026-03-16,0.009829742654036648,0.004385847244628992,5736,0.29818209290376896,0.004714616570525613,0.05035181003457039,8.403068340306834
V19_best_by_horizon,osi_target_t01h,2026-03-17,0.010345896054473905,0.0035289227202792294,5736,0.432061203545155,0.0031313240528968926,0.05579837781892648,34.571129707112966
V19_best_by_horizon,osi_target_t01h,2026-03-18,0.00540648685141701,0.0008478378980161329,5736,-0.008996345976046038,0.0005679485169268502,0.008000239242164493,69.90934449093444
V19_best_by_horizon,osi_target_t01h,2026-03-19,0.0010785892529468208,0.0003960266696450261,5736,-0.31869338347794374,0.00028612004350203173,0.004451929607997655,79.82914923291492
V19_best_by_horizon,osi_target_t06h,2026-03-14,0.01849788689786359,0.006672332785127686,4302,0.8054365813576856,0.016559688517129384,0.27330678533015684,33.37982333798234
V19_best_by_horizon,osi_target_t06h,2026-03-15,0.010542739990667635,0.004913682192853966,5736,0.6221013727754465,0.006941944054236077,0.13060398780968957,21.548117154811717
V19_best_by_horizon,osi_target_t06h,2026-03-16,0.009818227874211346,0.00432230270476714,5736,0.2998253801528592,0.004623200143064121,0.04638953259677371,8.49023709902371
V19_best_by_horizon,osi_target_t06h,2026-03-17,0.010459957165681951,0.003502069973512966,5736,0.41946938536902456,0.0030523668056700584,0.049214771784270535,33.716875871687584
V19_best_by_horizon,osi_target_t06h,2026-03-18,0.005420316376998205,0.0008878631826828785,5736,-0.014164873305037906,0.000602069880836589,0.0077247247792107746,66.3702928870293
V19_best_by_horizon,osi_target_t06h,2026-03-19,0.0011056586236190796,0.0004501594502184099,5736,-0.38571451118767897,0.00034702480425856906,0.004119495962052449,74.49442119944212
V19_best_by_horizon,osi_target_t24h,2026-03-15,0.010593057835486207,0.004968106581283206,5736,0.6184855344810889,0.007054479605118394,0.13347403599068747,22.80334728033473
V19_best_by_horizon,osi_target_t24h,2026-03-16,0.009829742654036648,0.004385847244628992,5736,0.29818209290376896,0.004714616570525613,0.05035181003457039,8.403068340306834
V19_best_by_horizon,osi_target_t24h,2026-03-17,0.010345896054473905,0.0035289227202792294,5736,0.432061203545155,0.0031313240528968926,0.05579837781892648,34.571129707112966
V19_best_by_horizon,osi_target_t24h,2026-03-18,0.00540648685141701,0.0008478378980161329,5736,-0.008996345976046038,0.0005679485169268502,0.008000239242164493,69.90934449093444
V19_best_by_horizon,osi_target_t24h,2026-03-19,0.0010785892529468208,0.0003960266696450261,5736,-0.31869338347794374,0.00028612004350203173,0.004451929607997655,79.82914923291492
V19_best_by_horizon,osi_target_t48h,2026-03-16,0.009668334941767153,0.0042673365310770895,5736,0.32104104016209956,0.00425284693935209,0.061883615324855264,12.709205020920503
V19_best_by_horizon,osi_target_t48h,2026-03-17,0.01030403701030325,0.0035646329532601894,5736,0.43664761771800586,0.0030548952026957306,0.062368074966302915,34.93723849372385
V19_best_by_horizon,osi_target_t48h,2026-03-18,0.0054339359242374895,0.0009577043481751783,5736,-0.019267829895220467,0.0006736718414955025,0.01041458623347212,63.947001394700145
V19_best_by_horizon,osi_target_t48h,2026-03-19,0.0011569008144240013,0.0004927471128752628,5736,-0.5171338676263513,0.0003819160754085732,0.003706366919884188,73.83193863319386
