model,horizon,fold,rmse,mae,n,r2,prediction_mean,prediction_max,prediction_zero_pct
V19_best_by_horizon,osi_target_t01h,4,0.010568307863839476,0.0031792352809770835,6864,0.8086147047903143,0.005666391331770198,0.2602135305862962,46.88228438228438
V19_best_by_horizon,osi_target_t06h,0,0.006183062426235827,0.002535036614926129,6624,0.8953119125858033,0.004920344928947106,0.24776273941410434,48.26388888888889
V19_best_by_horizon,osi_target_t06h,1,0.009971656551383608,0.003826960206097583,6486,0.5365856072117079,0.004354015956514941,0.1918681142004822,8.834412580943571
V19_best_by_horizon,osi_target_t06h,2,0.012743095585138624,0.0039025813433960516,6624,0.6521980627616355,0.0053312814550676,0.27330678533015684,47.44867149758454
V19_best_by_horizon,osi_target_t06h,3,0.012177586213644023,0.003435545622877129,6624,0.6478377019091802,0.0049577166467356226,0.2579266616049424,45.04830917874396
V19_best_by_horizon,osi_target_t06h,4,0.008770391534851606,0.0029020617068467656,6624,0.7929587357938034,0.00476192549785443,0.2262124170171779,49.45652173913043
V19_best_by_horizon,osi_target_t24h,0,0.004503385603322929,0.002059872788378446,5760,0.7762380154427386,0.0030376209018181393,0.10852919671978775,51.85763888888889
V19_best_by_horizon,osi_target_t24h,1,0.008545465949150574,0.0031592857115719268,5640,0.15539999562453566,0.0028053318121476324,0.07678069654676656,16.20567375886525
V19_best_by_horizon,osi_target_t24h,2,0.01280296081124886,0.003723993120720152,5760,0.4426882216713667,0.0035113110482178343,0.13347403599068747,51.09375000000001
V19_best_by_horizon,osi_target_t24h,3,0.0057463912422369414,0.002709887232687899,5760,0.6135189921495587,0.0034379398841125446,0.11415617230984289,46.05902777777778
V19_best_by_horizon,osi_target_t24h,4,0.007490261587002136,0.002480659291510859,5760,0.5400915678648821,0.002955085852139335,0.12428242300526623,49.73958333333333
V19_best_by_horizon,osi_target_t48h,0,0.003654209591072724,0.0016271473062328366,4608,0.6000605946621462,0.0020479384739479065,0.05940211912926474,60.7421875
V19_best_by_horizon,osi_target_t48h,1,0.005762528450653586,0.0025373541808343105,4512,0.09991521588896224,0.002104695987836518,0.019250417632847395,0.0
V19_best_by_horizon,osi_target_t48h,2,0.01298530449303372,0.0032833190847344294,4608,0.4110392003945216,0.00239222136821517,0.062368074966302915,59.635416666666664
V19_best_by_horizon,osi_target_t48h,3,0.004981318912226444,0.002029406275380637,4608,0.30226786659064486,0.0020182480491104946,0.030462952561772477,53.146701388888886
V19_best_by_horizon,osi_target_t48h,4,0.006902499418547896,0.002130314937562591,4608,0.28693308171592136,0.001891347516936,0.04203081823254672,57.291666666666664
