split_seed,horizon,scenario,group_type,group,fipsCode,countyName,stateAbbr,fold,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
20260917,1,O_N_all,county,18155,18155,Switzerland County,IN,1.0,143,0.0033262886472273196,0.0012393454493141575,0.0015821800515482896,0.0011680167779854862,0.003991433765233848,-0.000665145118006528,-16.66431555998923,0.0006960306692732965
20260917,1,O_N_all,county,18157,18157,Tippecanoe County,IN,3.0,143,0.000986808967323272,0.0003799684618663326,0.00013925224713251598,0.0003254230073208781,0.001076309222564514,-8.950025524124194e-05,-8.315477872426879,2.640489345605621e-05
20260917,1,O_N_all,county,18159,18159,Tipton County,IN,3.0,143,0.003088884317315619,0.0009468709570618348,0.0013643925045834482,0.0003653209024595447,0.004066335996978321,-0.0009774516796627018,-24.03765159566358,0.0010001251423825516
20260917,1,O_N_all,county,18161,18161,Union County,IN,0.0,143,0.0018889899647149331,0.0008101977963506503,0.0005102644814115026,0.0006276038640287009,0.00239413076264183,-0.0005051407979268967,-21.099131501467927,0.00030939180012229427
20260917,1,O_N_all,county,18163,18163,Vanderburgh County,IN,0.0,143,0.0007727781552933809,0.00030563405266668985,8.539760905370556e-05,0.0001796749143047515,0.0009445691626409952,-0.0001717910073476143,-18.187234364849502,4.21885500770548e-05
20260917,1,O_N_all,county,18165,18165,Vermillion County,IN,2.0,143,0.01104045687133516,0.0024642440767804444,0.017430511373677078,-0.00172168087115095,0.01375670722439429,-0.0027162503530591287,-19.744916488754637,0.009631808719374309
20260917,1,O_N_all,county,18167,18167,Vigo County,IN,0.0,143,0.0012102159349803583,0.0005478593688936814,0.0002094410331270948,6.28567045719343e-05,0.0014655453554085218,-0.0002553294204281635,-17.422143878787722,9.769768286551202e-05
20260917,1,O_N_all,county,18169,18169,Wabash County,IN,4.0,143,0.001200719955414025,0.0003693752283990393,0.00020616716282011253,0.00011295453544851067,0.0014901063118989105,-0.00028938635648488543,-19.420517460670784,0.00011135244254870661
20260917,1,O_N_all,county,18171,18171,Warren County,IN,2.0,143,0.00319593834366646,0.0014313954849417474,0.0014606051312020046,0.0010086858628222735,0.003827620766110035,-0.0006316824224435751,-16.50326563270128,0.000634442213067414
20260917,1,O_N_all,county,18173,18173,Warrick County,IN,1.0,143,0.0012915204039331554,0.0005220993910590154,0.00023852756838991943,0.00019133191110208252,0.0014331814472222928,-0.00014166104328913742,-9.884376019777285,5.519572728477306e-05
20260917,1,O_N_all,county,18175,18175,Washington County,IN,2.0,143,0.002935733816036995,0.0009085151877695398,0.0012324502245231086,-6.977712360186815e-05,0.0030905082914085783,-0.00015477447537158313,-5.008058894449386,0.000133377309871811
20260917,1,O_N_all,county,18177,18177,Wayne County,IN,2.0,143,0.0025024584945877917,0.0015402080826054853,0.0008955086879502476,0.0013807675231649259,0.002755815759479363,-0.0002533572648915714,-9.193548734892076,0.00019050774357761097
20260917,1,O_N_all,county,18179,18179,Wells County,IN,0.0,143,0.004129001785077578,0.0013277324015267165,0.0024379577709878553,-0.0010496433979571588,0.0047208588449868406,-0.0005918570599092628,-12.537063262074987,0.0007490129065156836
20260917,1,O_N_all,county,18181,18181,White County,IN,3.0,143,0.0019052309388616067,0.0007750987154483274,0.0005190764050465538,0.00034371453007620294,0.002215785703007363,-0.0003105547641457562,-14.015559524743637,0.00018301159322965882
